N	2gram	Losev_Vlad_2	Hudozhes
1	том что	12	16
2	и в	30	14
3	так и	5	13
4	не только	12	12
5	при этом	5	12
6	о том	4	12
7	в том	18	12
8	а не	7	12
9	и т	1	11
10	в себе	6	11
11	в этом	20	11
12	прежде всего	6	11
13	в своей	5	10
14	для него	9	10
15	то же	4	9
16	как и	5	9
17	что он	13	9
18	в качестве	1	9
19	у него	19	9
20	в этой	4	8
21	как в	3	8
22	то что	20	8
23	т п	1	8
24	же время	3	8
25	ничего не	2	8
26	в его	11	8
27	в то	9	8
28	еще не	1	7
29	это не	2	7
30	своего рода	1	7
31	не в	9	7
32	казалось бы	2	7
33	к тому	2	7
34	быть может	1	7
35	уже не	3	7
36	именно в	4	7
37	не может	9	7
38	как бы	5	7
39	а в	11	7
40	в первой	1	6
41	в глазах	1	6
42	было бы	9	6
43	никогда не	7	6
44	жизни в	2	6
45	что в	12	6
46	самом деле	1	5
47	с его	4	5
48	перед нами	1	5
49	но в	8	5
50	об этом	6	5
51	ни в	7	5
52	точки зрения	7	5
53	не менее	7	5
54	к анне	1	5
55	и его	6	5
56	потому что	9	5
57	и он	4	5
58	можно было	2	5
59	во второй	2	5
60	только в	6	5
61	друг друга	2	5
62	может быть	7	5
63	но и	8	5
64	в частности	2	5
65	в этих	4	5
66	л н	3	5
67	жизни и	6	5
68	с с	4	4
69	мы уже	2	4
70	он уже	5	4
71	и о	4	4
72	в ней	4	4
73	а только	1	4
74	в своем	8	4
75	и к	6	4
76	в действительности	1	4
77	то в	5	4
78	в самом	2	4
79	та же	1	4
80	на то	2	4
81	что она	1	4
82	он не	4	4
83	и с	14	4
84	несмотря на	4	4
85	тем не	6	4
86	с ним	5	4
87	она не	2	4
88	в русской	1	4
89	н толстого	2	4
90	связи с	8	4
91	как будто	2	4
92	и это	3	4
93	можно сказать	4	4
94	и н	1	4
95	того что	5	4
96	и быть	1	4
97	себя в	2	4
98	из них	1	4
99	в конце	13	4
100	как раз	1	4
101	не было	10	4
102	и все	7	4
103	человеческой жизни	1	4
104	бытия и	2	4
105	и от	2	4
106	по преимуществу	1	3
107	с точки	3	3
108	едва ли	3	3
109	говорить о	1	3
110	и на	4	3
111	человеческого бытия	1	3
112	как к	2	3
113	все же	9	3
114	но он	3	3
115	в нем	4	3
116	т д	1	3
117	и по	2	3
118	на этом	2	3
119	лишь в	1	3
120	его в	4	3
121	с этим	5	3
122	даже в	2	3
123	в своих	2	3
124	ничем не	1	3
125	такой же	1	3
126	все эти	5	3
127	м м	4	3
128	тем что	1	3
129	этом отношении	1	3
130	для себя	5	3
131	как мы	11	3
132	того чтобы	2	3
133	еще в	2	3
134	том как	1	3
135	если бы	1	3
136	о нем	2	3
137	а также	10	3
138	это в	3	3
139	в лице	1	3
140	же в	2	3
141	в литературе	1	3
142	но не	3	3
143	будто бы	2	3
144	в т	1	3
145	и даже	10	3
146	со стороны	4	3
147	то и	1	3
148	характера в	1	3
149	в связи	8	3
150	по своему	2	3
151	такого рода	2	3
152	и для	3	3
153	от него	1	3
154	в таком	3	3
155	к этой	2	3
156	я и	2	2
157	говоря о	3	2
158	например в	1	2
159	в их	2	2
