N	3gram	Voloshinov_1	Psycholo
1	в самом деле	2	18
2	на то что	1	12
3	в том что	2	11
4	с точки зрения	5	9
5	то же самое	1	8
6	для того чтобы	1	8
7	все то что	1	6
8	с самого начала	2	6
9	с одной стороны	2	5
10	с другой стороны	2	5
11	до такой степени	1	3
12	там где она	1	3
13	а вовсе не	1	2
14	на самом деле	1	2
15	только то что	1	2
16	то что в	1	2
17	одно и то	3	2
18	в данном случае	2	2
19	может быть не	1	2
20	и как бы	1	2
21	и то же	2	2
22	потому что они	1	2
23	мы не можем	1	2
24	и вместе с	1	2
25	к тому что	1	2
26	что в этом	1	1
27	более или менее	1	1
28	нам кажется что	1	1
29	того или иного	2	1
30	в свои права	1	1
31	в зависимости от	2	1
32	в отличие от	1	1
33	не было бы	1	1
34	в этом отношении	1	1
35	можно было бы	1	1
36	может быть и	1	1
37	с этой точки	1	1
38	в достаточной мере	1	1
39	что едва ли	1	1
40	все эти три	1	1
41	мы все же	1	1
42	тот же самый	1	1
43	состоит в том	1	1
44	мысли и что	1	1
45	мы уже видели	1	1
46	то что до	1	1
47	то же слово	2	1
48	один и тот	1	1
49	не мог бы	1	1
50	этой точки зрения	1	1
51	указать на то	1	1
52	в тех случаях	1	1
53	вступает в свои	1	1
54	таким образом мы	1	1
55	что в ней	1	1
56	если бы мы	1	1
57	хотя бы в	1	1
58	в предисловии к	1	1
59	как в музыке	1	1
60	ошибкой думать что	1	1
61	не может быть	4	1
62	своего времени в	1	1
63	подобно тому как	1	1
64	и тот же	1	1
