N	4gram	Propp_Isto_1	Myshleni
1	в то время как	3	4
2	уже по одному этому	1	3
3	один и тот же	2	3
4	в тот момент когда	1	2
5	ответ на этот вопрос	1	2
6	то же самое что	2	2
7	таким образом мы видим	1	1
8	с одной стороны и	1	1
9	вопрос о том не	1	1
10	мы видим что в	1	1
11	друг с другом что	1	1
12	и в какой степени	1	1
13	образом мы видим что	1	1
14	и уже по одному	1	1
15	сводится к тому чтобы	1	1
16	мы будем иметь случай	1	1
17	не что иное как	1	1
18	в прямом смысле этого	1	1
19	по одному этому мы	1	1
20	прямом смысле этого слова	1	1
21	так же как и	1	1
22	есть не что иное	1	1
23	что для того чтобы	1	1
