N	2gram	Medvedev_F_1	Istorich
1	и в	24	26
2	т е	34	22
3	так как	1	18
4	никогда не	4	13
5	потому что	1	13
6	и на	8	12
7	в этом	15	12
8	таким образом	13	12
9	в том	6	12
10	что в	4	12
11	мы видели	2	11
12	может быть	14	11
13	и т	12	10
14	не только	7	10
15	том что	1	10
16	представления о	1	10
17	в образе	1	10
18	с другой	5	10
19	и не	20	10
20	еще не	6	9
21	а именно	1	9
22	что он	3	9
23	но и	7	9
24	и это	2	8
25	все эти	6	8
26	все же	3	8
27	в нем	14	8
28	т д	8	8
29	с ним	2	8
30	вместе с	2	8
31	другой стороны	1	8
32	например в	1	7
33	но в	5	7
34	и его	10	7
35	с одной	4	7
36	уже не	2	7
37	у него	1	7
38	одной стороны	4	7
39	мы уже	1	6
40	мы не	3	6
41	эта связь	2	6
42	как в	8	6
43	как он	1	6
44	так в	1	6
45	в русской	1	6
46	и с	8	6
47	в виде	1	6
48	то что	8	6
49	связан с	1	6
50	в более	1	6
51	ее в	1	6
52	не может	16	6
53	то же	10	5
54	в ней	10	5
55	как и	11	5
56	представление что	1	5
57	и эти	1	5
58	и что	2	5
59	в то	9	5
60	так и	18	5
61	в его	23	5
62	мы видим	1	5
63	только в	2	5
64	у нас	5	5
65	там где	1	5
66	как это	6	5
67	его в	3	5
68	как мы	5	4
69	с его	4	4
70	что оно	1	4
71	из этих	1	4
72	на его	2	4
73	и по	1	4
74	это не	2	4
75	и тем	1	4
76	с тем	2	4
77	но здесь	1	4
78	а также	1	4
79	что и	2	4
80	что между	1	4
81	себе в	1	4
82	до сих	6	4
83	прежде всего	22	4
84	связано с	1	4
85	зависит от	1	4
86	одну из	1	4
87	как бы	6	4
88	в это	1	4
89	сих пор	6	4
90	у них	3	4
91	но это	3	4
92	в мифе	1	4
93	есть и	1	4
94	на своем	2	4
95	же как	2	3
96	и через	1	3
97	должна быть	7	3
98	из которых	1	3
99	ее к	2	3
100	или иное	1	3
101	независимо от	4	3
102	когда он	3	3
103	и наконец	3	3
104	та же	1	3
105	в себе	3	3
106	если он	3	3
107	борьбы с	1	3
108	вообще не	1	3
109	главным образом	4	3
110	при этом	5	3
111	если бы	4	3
112	и вот	2	3
113	так например	3	3
114	в них	3	3
115	нет в	1	3
116	такой же	1	3
117	в своей	11	3
118	таким же	2	3
119	и ее	10	3
120	в одном	2	3
121	не в	8	3
122	она не	6	3
123	на котором	1	3
124	могут быть	1	3
125	его с	2	3
