N	3gram	Vinokur_St_1	Narrotol
1	в данном случае	6	8
2	не только в	4	6
3	в том что	17	5
4	в соответствии с	1	4
5	то же время	4	4
6	той или иной	1	4
7	в то же	4	4
8	не может быть	5	4
9	по отношению к	3	3
10	в этом отношении	7	3
11	для того чтобы	10	3
12	тем не менее	2	3
13	речь идет о	2	3
14	о том что	11	2
15	мы имеем дело	1	2
16	в самом деле	5	2
17	внимание на то	1	2
18	до сих пор	7	2
19	сами по себе	1	2
20	но и в	2	2
21	в зависимости от	1	2
22	как раз в	2	2
23	а во втором	1	2
24	имеем дело с	2	2
25	тем или иным	3	2
26	дело в том	4	2
27	во всяком случае	6	2
28	на то что	4	2
29	таким каким он	1	2
30	из этих двух	2	2
31	в чем он	1	1
32	никогда не было	1	1
33	точки зрения как	1	1
34	в том числе	2	1
35	по тем или	1	1
36	дело не только	1	1
37	сих пор еще	1	1
38	не могла бы	1	1
39	же как и	1	1
40	с другой стороны	6	1
41	с точки зрения	8	1
42	и не может	1	1
43	в литературном отношении	1	1
44	а в самом	1	1
45	и в то	1	1
46	это вовсе еще	1	1
47	в той же	2	1
48	жизни и смерти	1	1
49	ни один человек	1	1
50	бы то ни	1	1
51	только то что	1	1
52	и то что	2	1
53	если бы она	1	1
54	точно так же	1	1
55	об этом не	1	1
56	по крайней мере	2	1
57	в том случае	1	1
58	может быть и	2	1
59	той же мере	1	1
60	как и в	2	1
61	вплоть до второй	1	1
62	с одной стороны	2	1
63	каждый из нас	1	1
64	ровным счетом ничего	1	1
65	а с другой	1	1
66	но это вовсе	1	1
67	в той или	1	1
68	а не в	1	1
69	об этом и	1	1
70	вовсе еще не	1	1
71	содержит в себе	1	1
72	может быть общим	1	1
73	нам до сих	1	1
74	и в самом	3	1
75	у нас нет	7	1
76	том числе и	2	1
77	но все же	3	1
78	друг от друга	1	1
79	во втором случае	2	1
80	а во второй	2	1
81	к тому что	1	1
82	на самом деле	6	1
83	а в тех	1	1
84	и даже не	2	1
85	на этот раз	2	1
86	до второй половины	1	1
87	и т д	21	1
