N	2gram	Bakhtin_Fr_8	Vvedenie
1	и в	56	32
2	в том	13	31
3	в этом	14	30
4	том что	8	26
5	может быть	3	26
6	не только	8	22
7	для того	2	21
8	того чтобы	4	20
9	таким образом	17	19
10	также и	2	18
11	то что	3	16
12	потому что	6	15
13	так как	4	15
14	не может	2	14
15	в самом	9	13
16	в нем	8	13
17	о том	4	13
18	в их	3	12
19	в его	18	12
20	того что	1	12
21	только в	9	12
22	и не	9	12
23	как на	1	12
24	как мы	7	11
25	в ее	6	11
26	в данном	2	11
27	языка и	6	10
28	что в	5	10
29	то же	11	9
30	и как	2	9
31	но в	6	9
32	между тем	3	9
33	в той	6	9
34	этом смысле	1	9
35	это не	2	8
36	не в	3	8
37	с другой	2	8
38	именно в	1	8
39	самом деле	2	7
40	вопрос о	1	7
41	но не	5	7
42	все же	2	7
43	было бы	2	7
44	точки зрения	6	7
45	можно было	1	7
46	дело с	1	7
47	как нечто	1	7
48	прежде всего	6	7
49	о котором	1	7
50	в большей	3	7
51	только как	1	7
52	смысле слова	1	6
53	и это	1	6
54	из этих	1	6
55	как он	1	6
56	его в	2	6
57	с тем	2	6
58	как и	5	6
59	вовсе не	6	6
60	в то	12	6
61	в качестве	4	6
62	же время	10	6
63	тем что	1	6
64	не могут	1	6
65	один из	5	6
66	и его	12	6
67	и даже	8	6
68	до сих	8	6
69	но и	9	6
70	а именно	1	6
71	сих пор	8	6
72	все это	8	6
73	одним из	5	5
74	а как	1	5
75	с их	2	5
76	так например	2	5
77	на почве	1	5
78	и тем	1	5
79	данном случае	2	5
80	в них	11	5
81	но если	1	5
82	в которых	2	5
83	сказать что	3	5
84	могут быть	1	5
85	как например	3	5
86	так что	3	5
87	уже в	2	5
88	на этот	1	5
89	а не	2	5
90	по своему	8	5
91	как бы	11	5
92	другой стороны	2	5
93	есть и	5	5
94	вместе с	2	5
95	и то	2	4
96	той же	6	4
97	науки и	1	4
98	по отношению	1	4
99	не просто	3	4
100	независимо от	1	4
101	уже не	3	4
102	в себе	4	4
103	но ведь	1	4
104	этот процесс	1	4
105	взять в	1	4
106	должен был	1	4
107	в своей	2	4
108	в котором	2	4
109	по сравнению	1	4
110	не имеет	1	4
111	только с	1	4
112	здесь нет	3	4
113	это только	1	4
114	на вопрос	1	4
115	и т.д	3	4
116	времени и	4	4
117	и что	1	4
118	еще не	10	4
119	что он	2	4
120	и ее	4	4
121	с одной	4	4
