N	3gram	Bakhtin_Fr_6	Dialekti
1	с точки зрения	2	9
2	в том что	2	9
3	ровно ничего не	1	6
4	не может быть	1	6
5	то же время	5	6
6	в то же	5	6
7	для того чтобы	1	5
8	тем более не	1	3
9	в чем же	1	2
10	о том как	1	2
11	как и все	1	2
12	сам по себе	1	2
13	но в то	1	2
14	та или иная	1	2
15	мы видим что	1	2
16	в обоих случаях	1	1
17	прямо сказать что	2	1
18	другой стороны в	1	1
19	сказать что в	2	1
20	дело в том	1	1
21	из этих трех	1	1
22	в нем только	1	1
23	в частности и	1	1
24	самом же деле	1	1
25	вполне понятно что	2	1
26	и не только	1	1
27	на первый план	3	1
28	в лучшем случае	1	1
29	именно в этом	1	1
30	в сущности в	1	1
31	в зависимости от	1	1
32	только для того	1	1
33	человек как бы	1	1
34	в той же	4	1
35	в этот день	1	1
36	это значило бы	1	1
37	можно сказать что	1	1
38	на самом же	1	1
39	в себе и	1	1
40	совершенно ясно что	1	1
41	рано или поздно	1	1
42	в основе своей	1	1
43	так и об	1	1
44	и что это	1	1
45	и вовсе не	2	1
46	то в чем	1	1
47	некоторые из них	1	1
48	и то что	2	1
49	в данном случае	2	1
50	не только в	1	1
51	прежде всего с	1	1
52	в конце концов	1	1
53	и об его	1	1
54	в сущности только	1	1
55	и как бы	1	1
56	в природе и	1	1
57	мы будем говорить	1	1
58	как и вообще	1	1
59	в нем не	1	1
60	в связи с	1	1
61	а не как	1	1
62	можно прямо сказать	2	1
63	как бы в	1	1
64	если мы будем	1	1
65	мы встретились с	1	1
66	также и о	1	1
67	во всех языках	2	1
68	о том что	5	1
69	страшный суд и	1	1
70	ни о каком	1	1
71	и прежде всего	2	1
72	но все же	1	1
73	нужно сказать что	2	1
74	с другой стороны	2	1
75	в последней главе	1	1
76	после того как	1	1
77	это как бы	1	1
78	в особенности же	1	1
79	а именно в	1	1
80	из того что	1	1
81	той или иной	1	1
