N	3gram	Tiupa_Narr_1	Problema
1	по отношению к	3	19
2	не может быть	4	11
3	с точки зрения	1	6
4	в отличие от	2	5
5	не входит в	1	4
6	в данном случае	8	4
7	с другой стороны	1	4
8	во всех его	1	4
9	в конечном счете	1	4
10	на самом деле	1	3
11	в самом деле	2	3
12	бы то ни	1	3
13	с одной стороны	1	3
14	как мы увидим	1	3
15	то же время	4	3
16	в том что	5	3
17	произведение в его	1	3
18	в то же	4	3
19	тем не менее	3	3
20	можно сказать что	2	2
21	то же самое	2	2
22	но и в	2	2
23	и не может	1	2
24	и в то	1	2
25	то ни было	1	2
26	не только в	6	2
27	мы имеем дело	2	2
28	в их исторической	1	2
29	сказать и о	1	2
30	начало и конец	3	2
31	и тем самым	4	2
32	той или иной	4	2
33	для того чтобы	3	2
34	в этом отношении	3	2
35	что иное как	1	1
36	в свою очередь	2	1
37	в этом последнем	1	1
38	подобно тому как	3	1
39	до сих пор	2	1
40	до известной степени	1	1
41	сами по себе	2	1
42	вследствие того что	1	1
43	на то что	2	1
44	может быть и	1	1
45	на которую претендует	1	1
46	в значительной степени	1	1
47	не о том	1	1
48	в меньшей степени	1	1
49	вопроса о том	1	1
50	в равной степени	2	1
51	и как бы	1	1
52	имеем дело с	2	1
53	в нашем случае	1	1
54	в связи с	2	1
55	в нем не	1	1
56	тем или иным	2	1
57	в следующей главе	1	1
58	в области поэтики	1	1
59	нем не только	1	1
60	и в м	1	1
61	что не имеет	1	1
62	чем иным как	2	1
63	не могла бы	1	1
64	и т д	1	1
65	первом случае мы	1	1
66	свое отражение в	1	1
67	на протяжении всего	1	1
68	то что не	1	1
69	и в самом	1	1
70	но именно поэтому	1	1
71	не может обойтись	1	1
72	к тому что	1	1
73	в первом случае	3	1
74	если бы не	1	1
75	бы не было	1	1
76	как и в	1	1
77	дело в том	2	1
78	они могут быть	1	1
