N	2gram	Berdyaev_M_2	Psycholo
1	то что	5	32
2	и в	46	31
3	в том	3	30
4	что в	4	23
5	может быть	21	22
6	так как	8	18
7	не может	15	17
8	как и	13	16
9	том что	4	16
10	и не	18	16
11	точки зрения	2	15
12	только в	3	14
13	не только	18	13
14	что и	4	13
15	а не	13	13
16	мы не	1	12
17	так же	6	12
18	в этом	20	12
19	с таким	2	11
20	в самом	5	11
21	не в	9	11
22	в сущности	2	10
23	на то	1	10
24	того что	6	10
25	отдельного человека	1	10
26	потому что	12	10
27	самом деле	1	9
28	по себе	2	9
29	ни в	3	9
30	как в	7	9
31	и что	2	8
32	всякий раз	1	8
33	никогда не	18	8
34	вместе с	2	8
35	все это	1	8
36	только тогда	1	7
37	сказать что	3	7
38	того чтобы	4	7
39	и его	5	7
40	о том	3	7
41	есть в	3	7
42	тому как	2	7
43	что он	7	7
44	что это	6	6
45	целый ряд	1	6
46	что она	5	6
47	для того	5	6
48	было бы	1	6
49	если бы	3	6
50	в его	5	6
51	вслед за	1	6
52	до конца	4	6
53	а в	2	6
54	и есть	8	5
55	то же	5	5
56	х годов	1	5
57	в ее	1	5
58	в целом	1	5
59	подобно тому	2	5
60	она не	8	5
61	тогда когда	2	5
62	как будто	2	5
63	с другой	1	5
64	мы видим	2	5
65	в какой	1	5
66	так что	2	5
67	был бы	1	5
68	это есть	2	5
69	как бы	8	5
70	и для	7	5
71	формы и	1	5
72	и все	5	5
73	говорит что	2	5
74	же как	3	4
75	в котором	1	4
76	в которой	2	4
77	у него	22	4
78	со всеми	1	4
79	формы в	1	4
80	в себе	10	4
81	и если	2	4
82	одной и	2	4
83	тому что	4	4
84	у нас	11	4
85	искусства от	1	4
86	к тому	5	4
87	те же	5	4
88	прежде всего	12	4
89	между тем	2	4
90	все время	2	4
91	один из	5	4
92	мы увидим	2	4
93	и у	1	4
94	этого слова	1	4
95	с этой	1	4
96	в этих	2	4
97	в своих	3	4
98	к этому	1	4
99	смысле слова	3	3
100	это и	3	3
101	на деле	4	3
102	почти всегда	1	3
103	должна быть	1	3
104	той же	3	3
105	вопрос о	6	3
106	себе а	1	3
107	в которых	1	3
108	мысль что	4	3
109	совсем не	5	3
110	с этим	1	3
111	в своем	8	3
112	хотя и	2	3
113	и к	7	3
114	но в	10	3
115	та же	10	3
116	уже в	2	3
117	в этой	7	3
118	его и	1	3
119	и вот	5	3
120	у пушкина	1	3
121	в каждом	3	3
122	не будет	3	3
123	к которым	1	3
124	с тем	1	3
125	в своей	5	3
126	и той	2	3
127	во всем	5	3
128	что на	1	3
129	не могут	1	3
130	не есть	13	3
131	и это	5	3
132	что все	5	3
133	роль в	1	3
134	так и	4	3
135	что у	4	3
136	но к	1	3
137	он не	10	3
138	и других	2	3
139	а потому	1	3
140	человека не	4	3
141	в конце	5	3
142	от того	3	3
143	и только	1	3
144	на примере	1	3
145	до сих	3	3
146	не было	11	3
147	сих пор	3	3
148	но это	8	3
149	должны быть	4	3
150	конце концов	1	3
151	это все	2	3
152	от всех	1	3
153	т е	4	3
154	жизни и	6	3
155	все что	4	3
156	как на	1	3
157	того же	1	2
158	и то	1	2
159	и без	1	2
160	на самом	1	2
161	есть не	5	2
162	она в	1	2
163	человека и	7	2
164	это отношение	1	2
165	быть в	1	2
166	в чем	3	2
167	в голове	1	2
168	не то	1	2
169	и всякий	1	2
170	отношение к	8	2
171	что они	3	2
172	сама по	1	2
173	независимо от	1	2
174	как к	2	2
175	когда он	1	2
176	увидим что	2	2
177	есть ли	2	2
178	к чему	4	2
179	бы и	5	2
180	то я	1	2
181	и тот	2	2
182	как он	3	2
183	в нем	22	2
184	этого вопроса	2	2
185	совпадают с	1	2
186	и характер	1	2
187	и с	3	2
188	не дает	1	2
189	его в	3	2
190	на почве	3	2
191	и тем	1	2
192	в них	3	2
193	он же	3	2
194	то чтобы	1	2
195	не всегда	2	2
196	нигде не	1	2
197	и тогда	3	2
198	что такое	1	2
199	в такой	3	2
200	с точки	1	2
201	стало быть	1	2
202	одном из	1	2
203	их в	1	2
204	что есть	2	2
205	можно ли	3	2
206	из нас	1	2
207	на два	1	2
208	в основе	2	2
209	без остатка	1	2
210	принадлежат к	3	2
211	ничего не	2	2
212	показывает как	1	2
213	мыслей и	1	2
214	в русском	4	2
215	и теперь	1	2
216	в сознании	1	2
217	хотел сказать	1	2
218	уже и	1	2
219	этом отношении	1	2
220	на вопрос	1	2
221	и поэтому	2	2
222	приходит к	2	2
223	приводит к	1	2
224	с ним	3	2
225	означает что	4	2
226	и здесь	6	2
227	делает то	1	2
228	но и	15	2
