N	2gram	Medvedev_F_1	Psycholo
1	то что	8	44
2	и в	24	33
3	в этом	15	28
4	и что	2	25
5	как бы	6	25
6	все время	2	24
7	потому что	1	24
8	том что	1	22
9	того чтобы	1	22
10	может быть	14	22
11	что в	4	21
12	в том	6	21
13	что он	3	20
14	только что	1	15
15	как это	6	14
16	таким образом	13	13
17	так же	4	13
18	и не	20	13
19	все это	9	13
20	сказать что	1	13
21	самом деле	6	12
22	в самом	5	12
23	было бы	6	12
24	все то	1	12
25	к тому	3	12
26	и все	6	12
27	если мы	2	12
28	так как	1	12
29	он не	3	11
30	на то	1	10
31	если бы	4	10
32	в его	23	10
33	как она	3	10
34	не может	16	10
35	то же	10	9
36	в этой	6	9
37	и если	2	9
38	по себе	5	9
39	как раз	2	9
40	для этого	4	8
41	вместе с	2	8
42	в своем	11	7
43	не только	7	7
44	в нем	14	7
45	так что	1	7
46	до конца	7	7
47	когда он	3	7
48	для нас	1	7
49	и т	12	6
50	на самом	7	6
51	в ней	10	6
52	что они	1	6
53	перед нами	1	6
54	все эти	6	6
55	в себе	3	6
56	и вот	2	6
57	точки зрения	16	6
58	но он	1	6
59	тому что	1	6
60	в самой	2	6
61	это не	2	6
62	мы видим	1	6
63	у него	1	6
64	а не	10	6
65	как на	4	6
66	это и	3	5
67	мы уже	1	5
68	мы не	3	5
69	в целом	6	5
70	и на	8	5
71	с этим	2	5
72	все же	3	5
73	целый ряд	3	5
74	и как	3	5
75	как он	1	5
76	и может	4	5
77	ясно что	3	5
78	как и	11	5
79	нисколько не	2	5
80	самого начала	1	5
81	никогда не	4	5
82	что самое	1	5
83	и его	10	5
84	и это	2	5
85	с самого	1	5
86	с ним	2	5
87	заключается в	1	5
88	что для	1	5
89	вовсе не	10	5
90	из этого	1	5
91	и есть	1	4
92	его основе	1	4
93	той же	1	4
94	в которой	4	4
95	том чтобы	2	4
96	могла бы	2	4
97	с тем	2	4
98	и уже	1	4
99	смысл и	1	4
100	этот материал	1	4
101	в своей	11	4
102	знаем что	1	4
103	с точки	13	4
104	одна из	2	4
105	на него	2	4
106	а в	6	4
107	у нас	5	4
108	так например	3	4
109	как мы	5	4
110	и о	1	4
111	что у	1	4
112	жизнь и	3	4
113	даны в	1	4
114	исследования и	2	4
115	того что	5	4
116	в двух	1	4
117	только в	2	4
118	себя в	1	4
119	в жизни	3	4
120	и других	3	4
121	из них	1	4
122	никто не	1	4
123	по поводу	1	4
124	что не	1	4
125	смысла и	1	4
126	художественной формы	2	4
127	в частности	4	4
128	с этой	4	4
129	совершенно не	1	4
130	жизни и	7	4
131	ее в	1	4
132	это в	1	4
133	к этому	1	4
134	например в	1	3
135	же как	2	3
136	идет о	2	3
137	и до	5	3
138	и этот	1	3
139	это совершенно	1	3
140	что если	1	3
141	в первый	1	3
142	говорить о	1	3
143	но не	3	3
144	к которой	1	3
145	в сторону	1	3
146	от действительности	2	3
147	самом конце	1	3
148	сама по	2	3
149	как в	8	3
150	вот как	1	3
151	увидим что	1	3
152	от этого	2	3
153	не можем	2	3
154	та же	1	3
155	из этой	2	3
156	какой бы	1	3
157	на этом	1	3
158	его в	3	3
159	уже знаем	1	3
160	должен был	1	3
161	ни в	2	3
162	этого слова	3	3
163	ни одной	1	3
164	далеко не	1	3
165	должно быть	11	3
166	всех этих	3	3
167	бы мы	1	3
168	совершенно иначе	1	3
169	т п	4	3
170	тому чтобы	1	3
171	тем самым	3	3
172	она не	6	3
173	в то	9	3
174	в основе	3	3
175	материала в	3	3
176	и для	1	3
177	во все	1	3
178	с ее	7	3
179	в пределах	6	3
180	в мире	4	3
181	так и	18	3
182	понятно что	1	3
183	и здесь	6	3
184	это то	1	3
185	что и	2	3
186	во всей	2	3
187	вслед за	1	3
188	к делу	1	3
189	с одной	4	3
190	конечно не	4	3
191	в виде	1	3
192	был бы	1	3
193	всяком случае	4	3
194	могло бы	2	3
195	в одном	2	3
196	сами по	2	3
197	не для	3	3
198	и из	1	3
199	до сих	6	3
200	но и	7	3
201	здесь в	2	3
202	не было	3	3
203	одной стороны	4	3
204	из которых	1	3
205	в той	1	3
206	смысле этого	3	3
207	мы условно	1	3
208	сих пор	6	3
209	при таком	4	3
210	что оно	1	3
211	за этим	1	3
212	к этой	4	3
213	в своих	2	3
214	во всяком	4	3
215	событий в	1	3
216	прав когда	2	2
217	также и	1	2
218	он может	1	2
219	между двумя	1	2
220	из его	1	2
221	все те	1	2
222	а как	2	2
223	нам в	1	2
224	нас это	1	2
225	и ее	10	2
226	это время	1	2
227	литературы и	2	2
228	не был	1	2
229	заложены в	1	2
230	бы то	3	2
231	с его	4	2
232	во всех	5	2
233	точка зрения	2	2
234	и всякий	2	2
235	техникой и	1	2
236	со стороны	5	2
237	оно является	1	2
238	она есть	2	2
239	в художественном	3	2
240	что касается	1	2
241	однако не	2	2
242	нам кажется	1	2
243	и наконец	3	2
244	не в	8	2
245	и к	4	2
246	в действительности	2	2
247	но в	5	2
248	бы и	1	2
249	из этих	1	2
250	думать что	3	2
251	нами в	1	2
252	если он	3	2
253	при этом	5	2
254	т д	8	2
255	едва ли	1	2
256	приходим к	1	2
257	в нее	1	2
258	конца и	1	2
259	то чтобы	1	2
260	и чтобы	1	2
261	на все	3	2
262	только одно	1	2
263	в них	3	2
264	но вся	1	2
265	такой же	1	2
266	которую он	1	2
267	можно найти	1	2
268	в такой	1	2
269	в котором	1	2
270	в их	11	2
271	место в	7	2
272	вопрос о	2	2
273	не понимает	1	2
274	и эти	1	2
275	в русской	1	2
276	не имеет	1	2
277	не по	3	2
278	только не	2	2
279	же время	8	2
280	действительно в	1	2
281	и является	2	2
282	во всем	2	2
283	вместо того	1	2
284	только с	1	2
285	точном смысле	1	2
286	только одна	1	2
287	в руки	1	2
288	к таким	1	2
289	есть только	1	2
290	но все	2	2
291	лежит в	1	2
292	поэтом и	1	2
293	и конечно	1	2
294	перейти к	2	2
295	что при	1	2
296	ни одно	1	2
297	в ее	8	2
298	которая могла	1	2
299	на нее	2	2
300	когда его	1	2
301	и с	8	2
302	в словах	1	2
303	ничего не	2	2
304	мире в	1	2
305	можно сказать	1	2
306	воли и	1	2
307	о ней	1	2
308	сводится к	3	2
309	материала и	3	2
310	что самая	1	2
311	должно было	1	2
312	и смысл	1	2
313	один из	3	2
314	мы увидим	4	2
315	почти все	1	2
316	за ней	1	2
317	построения и	1	2
318	связи с	3	2
319	ни одного	2	2
320	чтобы он	2	2
321	его и	2	2
322	мы знаем	1	2
323	эти три	1	2
324	именно как	12	2
325	даже не	1	2
326	видим что	1	2
327	с другой	5	2
328	на ее	1	2
329	именно в	8	2
330	а с	1	2
331	прежде всего	22	2
332	тех пор	1	2
333	а на	1	2
334	ничем не	3	2
335	не на	2	2
336	была бы	2	2
337	материал и	1	2
338	ни на	3	2
339	если взять	1	2
340	и потому	9	2
341	и техника	2	2
342	с такой	1	2
343	по существу	2	2
344	критики и	1	2
345	в это	1	2
346	она дает	1	2
347	со всей	3	2
348	не является	1	2
349	совершается в	2	2
350	и от	7	2
351	в результате	2	2
352	его не	2	2
353	ее и	1	2
354	хотя бы	5	2
355	до тех	1	2
356	и эта	1	2
357	другой стороны	1	2
358	в искусстве	5	2
359	этой цели	1	2
360	себя как	1	1
361	художественном произведении	3	1
362	от этой	1	1
363	этого в	1	1
364	художественного произведения	23	1
365	начинается с	1	1
366	о самом	1	1
367	очень много	1	1
368	в первом	1	1
369	из самых	1	1
370	и чрезвычайно	1	1
371	действительности и	3	1
372	значения мы	1	1
373	со всех	1	1
374	всего того	1	1
375	и значение	1	1
376	вскрыть и	3	1
377	элементы и	1	1
378	которую мы	1	1
379	и наш	1	1
380	и господствующий	1	1
381	требует от	1	1
382	мы получаем	1	1
383	но даже	1	1
384	мы и	1	1
385	самый материал	1	1
386	и со	2	1
387	его основная	1	1
388	еще не	6	1
389	в восприятии	1	1
390	в сюжете	1	1
391	тем как	1	1
392	в создании	2	1
393	должны искать	1	1
394	ее к	2	1
395	чем это	1	1
396	они должны	1	1
397	значение и	3	1
398	если в	1	1
399	по отношению	4	1
400	в общем	3	1
401	менее всего	2	1
402	а через	1	1
403	несмотря на	1	1
404	и речи	1	1
405	своих последних	1	1
406	за пределы	2	1
407	и чем	3	1
408	связи и	1	1
409	в истории	4	1
410	пониманию и	1	1
411	независимо от	4	1
412	общего с	1	1
413	литературе нет	1	1
414	стороны и	4	1
415	как к	3	1
416	словом в	1	1
417	этой стороны	1	1
418	и всецело	1	1
419	не имеющие	2	1
420	к отрицанию	2	1
421	в этот	1	1
422	значения как	1	1
423	нее так	1	1
424	искусства эта	1	1
425	так или	1	1
426	в нашем	2	1
427	литературная критика	4	1
428	и те	2	1
429	но ведь	2	1
430	не могла	2	1
431	так сказать	3	1
432	на его	2	1
433	мы их	1	1
434	главным образом	4	1
435	в поэтике	1	1
436	вполне понятна	1	1
437	он должен	3	1
438	что нужно	1	1
439	вообще не	1	1
440	не теряя	1	1
441	и исключительно	2	1
442	его от	1	1
443	теперь с	1	1
444	как момент	1	1
445	на психологию	2	1
446	которое как	1	1
447	это конечно	1	1
448	то ни	3	1
449	как они	1	1
450	материалом и	2	1
451	в другом	1	1
452	каждый акт	2	1
453	же об	1	1
454	искусства в	4	1
455	подходит к	3	1
456	деле в	1	1
457	этом романе	1	1
458	этом смысле	1	1
459	чисто художественные	1	1
460	действий и	2	1
461	но уже	1	1
462	исходили из	1	1
463	она и	1	1
464	материал этот	1	1
465	дает ей	1	1
466	форма и	1	1
467	в эту	2	1
468	в этих	1	1
469	мы попытаемся	1	1
470	для него	3	1
471	но что	1	1
472	что такое	2	1
473	какие бы	2	1
474	и без	1	1
475	почти не	2	1
476	не столько	1	1
477	не от	2	1
478	от его	1	1
479	для всякого	2	1
480	взятые сами	1	1
481	значение для	2	1
482	весь ход	1	1
483	его жизнь	1	1
484	что утверждение	1	1
485	и более	2	1
486	том и	1	1
487	бы быть	2	1
488	и вся	1	1
489	и очень	1	1
490	задачи и	4	1
491	на один	1	1
492	в отношении	3	1
493	и какие	1	1
494	особенно ярко	1	1
495	этот образ	2	1
496	мысли в	2	1
497	правда в	1	1
498	здесь на	1	1
499	к этим	1	1
500	весь этот	1	1
501	как его	1	1
502	которого он	1	1
503	на самый	1	1
504	не сделано	1	1
505	но только	1	1
506	и всегда	1	1
507	на язык	3	1
508	правда некоторые	1	1
509	к ней	2	1
510	своей природе	1	1
511	он хочет	1	1
512	за исключением	2	1
513	совершенно прав	1	1
514	в сознании	1	1
515	техники и	2	1
516	это уже	1	1
517	из формальных	1	1
518	что на	1	1
519	однако это	1	1
520	может показаться	1	1
521	составляет его	1	1
522	уже о	1	1
523	исходить из	4	1
524	и заключается	2	1
525	и развития	2	1
526	из техники	1	1
527	нам известна	1	1
528	если же	2	1
529	и материал	1	1
530	должен быть	5	1
531	значение это	1	1
532	сторону и	1	1
533	свою очередь	6	1
534	всего этого	2	1
535	а самое	1	1
536	характер и	1	1
537	в тематической	1	1
538	важное место	1	1
539	дано в	1	1
540	слова а	1	1
541	как с	2	1
542	каждого из	2	1
543	начала и	2	1
544	и каждый	1	1
545	она была	2	1
546	остается только	1	1
547	что дело	1	1
548	что от	1	1
549	является конечно	2	1
550	действительность и	1	1
551	движения и	1	1
552	создается впечатление	1	1
553	на их	2	1
554	событий или	1	1
555	его художественной	3	1
556	другими словами	1	1
557	как ее	2	1
558	к действительности	2	1
559	на наших	2	1
560	и просто	1	1
561	а также	1	1
562	может не	1	1
563	происходит не	1	1
564	этой действительности	1	1
565	как наиболее	1	1
566	время не	1	1
567	согласиться с	1	1
568	и во	1	1
569	чтобы вскрыть	2	1
570	все в	2	1
571	к нему	1	1
572	они понимали	1	1
573	было совершенно	1	1
574	вся эта	1	1
575	которые мы	1	1
576	творчества в	1	1
577	его с	2	1
578	на одном	1	1
579	и анализа	2	1
580	в другой	2	1
581	непосредственно в	5	1
582	от нее	2	1
583	романа в	1	1
584	известна только	1	1
585	с а	1	1
586	такого понимания	1	1
587	в лице	2	1
588	всех сторон	1	1
589	которая сама	1	1
590	истории литературы	12	1
591	этого ряда	1	1
592	этой точки	1	1
593	не решается	1	1
594	совсем не	1	1
595	романа и	1	1
596	одной из	2	1
597	но ни	1	1
598	могло быть	1	1
