N	2gram	Vygotskiy__1	EvropaiC
1	таким образом	20	32
2	в том	30	31
3	и в	31	24
4	том что	16	20
5	не может	17	18
6	то что	32	17
7	может быть	22	15
8	все же	5	15
9	точки зрения	15	13
10	самом деле	9	12
11	в своем	3	12
12	до сих	3	12
13	в этом	12	12
14	сих пор	3	12
15	с этим	3	11
16	между тем	4	11
17	все это	8	11
18	во всех	1	10
19	так и	3	10
20	мы знаем	3	10
21	как бы	5	10
22	все что	3	10
23	того же	2	9
24	на то	10	9
25	при этом	19	9
26	как и	16	9
27	в результате	4	9
28	что в	23	9
29	в самом	11	8
30	с точки	2	8
31	знаем что	1	8
32	не в	11	8
33	идет речь	1	8
34	ясно что	19	8
35	если бы	6	8
36	так же	12	8
37	и все	5	8
38	на самом	2	7
39	из этих	6	7
40	в силу	3	7
41	или менее	2	7
42	не менее	2	7
43	по существу	4	7
44	того чтобы	7	7
45	к тому	4	7
46	о том	7	7
47	и что	8	7
48	что он	7	7
49	для того	6	7
50	но и	2	7
51	и не	16	7
52	более или	2	7
53	из этого	2	7
54	должна быть	3	6
55	еще не	1	6
56	и на	1	6
57	тогда как	1	6
58	в этой	3	6
59	в мире	1	6
60	в сознании	2	6
61	несмотря на	5	6
62	и при	1	6
63	с ним	2	6
64	что и	13	6
65	того что	10	6
66	только в	14	6
67	так что	5	6
68	так как	18	6
69	мы можем	4	6
70	с другой	5	6
71	вместе с	8	6
72	отличается от	2	6
73	как на	3	6
74	из всех	2	5
75	столь же	4	5
76	как к	2	5
77	и к	3	5
78	но в	3	5
79	в которой	4	5
80	что это	6	5
81	в целом	5	5
82	в себе	4	5
83	тому же	3	5
84	не только	13	5
85	и если	4	5
86	но все	1	5
87	не будет	3	5
88	что все	3	5
89	и с	2	5
90	на все	1	5
91	его в	2	5
92	между собою	1	5
93	и без	2	5
94	что с	2	5
95	в то	5	5
96	народа к	1	5
97	как будто	5	5
98	что при	3	5
99	по сравнению	1	5
100	в его	6	5
101	потому что	10	5
102	и их	2	5
103	у него	4	5
104	именно в	1	5
105	далеко не	2	5
106	другой стороны	5	5
107	по своему	1	5
108	сравнению с	1	5
109	и для	5	5
110	и от	2	5
111	случае если	1	5
112	к этому	4	5
113	в такой	2	4
114	и то	2	4
115	то же	5	4
116	та же	3	4
117	совершенно так	1	4
118	между собой	1	4
119	отношение к	2	4
120	что как	1	4
121	хотя и	3	4
122	он не	3	4
123	в одну	1	4
124	том случае	2	4
125	из них	2	4
126	должно быть	1	4
127	иначе говоря	5	4
128	в их	1	4
129	оказывается что	5	4
130	признать что	1	4
131	тем не	2	4
132	том же	2	4
133	этой области	2	4
134	из которых	3	4
135	что эта	3	4
136	что та	1	4
137	связи с	1	4
138	и сейчас	2	4
139	никогда не	8	4
