N	2gram	Bakhtin_Fr_6	Istorich
1	и в	41	24
2	не только	10	21
3	что он	6	21
4	может быть	2	14
5	не может	4	14
6	что в	7	13
7	в этих	2	13
8	как в	4	12
9	в этом	12	12
10	и здесь	1	12
11	но и	13	11
12	это не	1	10
13	том что	7	10
14	и что	5	10
15	у него	7	10
16	мы видим	6	10
17	а в	4	10
18	все же	4	9
19	с другой	4	9
20	не в	4	9
21	о том	9	9
22	потому что	3	9
23	и другие	2	9
24	то же	5	8
25	еще не	1	8
26	что и	1	8
27	так как	10	8
28	другой стороны	2	8
29	а не	2	8
30	все это	11	8
31	или в	6	8
32	во всех	17	7
33	то что	10	7
34	таким образом	17	7
35	мы видели	2	7
36	одна из	1	7
37	с собой	1	7
38	к нему	3	7
39	что здесь	1	7
40	один из	6	7
41	в том	2	7
42	вместе с	6	7
43	он показывает	1	6
44	что это	5	6
45	но не	2	6
46	как он	2	6
47	в нем	16	6
48	он не	2	6
49	всех этих	2	6
50	об этом	1	6
51	как и	7	6
52	для нас	2	6
53	и все	9	6
54	а именно	2	6
55	того что	3	6
56	только в	3	6
57	тем что	5	6
58	так же	5	6
59	с этой	3	6
60	во время	9	6
61	мы увидим	3	6
62	то это	1	5
63	в чем	3	5
64	с одной	4	5
65	отношение к	1	5
66	но в	8	5
67	не менее	1	5
68	с ним	4	5
69	ничего не	1	5
70	так и	5	5
71	одной стороны	4	5
72	там где	5	5
73	тот кто	1	5
74	он может	1	4
75	мы уже	18	4
76	мы не	2	4
77	как бы	7	4
78	при этом	3	4
79	мы можем	1	4
80	но все	1	4
81	на первый	3	4
82	точки зрения	2	4
83	в их	1	4
84	своего рода	1	4
85	по существу	1	4
86	не имеет	1	4
87	никогда не	8	4
88	в других	1	4
89	совершенно ясно	1	4
90	после того	1	4
91	вовсе не	7	4
92	ее на	1	4
93	в данном	3	4
94	и не	3	4
95	одной из	3	4
96	есть и	2	4
97	например в	6	3
98	не вполне	1	3
99	и он	5	3
100	в различных	1	3
101	с его	5	3
102	себе и	1	3
103	что они	2	3
104	в рот	4	3
105	эта связь	1	3
106	кроме того	9	3
107	к себе	2	3
108	хотя и	2	3
109	и наконец	4	3
110	из этих	2	3
111	в дальнейшем	2	3
112	если он	1	3
113	и если	1	3
114	и по	1	3
115	его в	1	3
116	кажется что	2	3
117	в них	7	3
118	которой он	1	3
119	представление о	2	3
120	в конце	2	3
121	он дает	1	3
122	но они	4	3
123	как мы	12	3
124	тогда когда	2	3
125	того как	1	3
126	видим что	1	3
127	и его	13	3
128	связи с	2	3
129	данном случае	2	3
130	и этим	2	3
131	не столько	1	3
132	в образе	6	3
133	здесь нет	1	3
134	него и	1	3
135	приходит к	1	3
136	так что	2	3
137	уже в	4	3
138	на ней	1	3
139	такое объяснение	1	3
140	между прочим	1	3
141	в другой	1	3
142	возможно что	2	3
143	и даже	4	3
144	по своим	1	3
145	связано с	3	3
146	превращается в	2	3
147	и стал	1	3
148	что за	1	3
149	происходит в	1	3
150	что мы	2	3
151	сих пор	3	3
152	но это	3	3
153	от него	2	3
154	следующим образом	1	3
155	мы здесь	1	2
156	здесь и	8	2
157	из самых	2	2
158	со своей	1	2
159	его не	1	2
160	их не	1	2
161	того же	4	2
162	известную нам	1	2
163	и на	9	2
164	что его	1	2
165	но конечно	2	2
166	уже известную	1	2
167	не просто	1	2
