N	3gram	Medvedev_F_3	Russkaja
1	друг с другом	1	14
2	то же время	7	10
3	в то же	7	10
4	с точки зрения	14	9
5	в том что	3	7
6	на самом деле	12	6
7	во всяком случае	6	6
8	для того чтобы	4	6
9	до сих пор	1	5
10	на то что	1	4
11	бы то ни	4	4
12	к тому чтобы	1	4
13	не может быть	14	4
14	в этом случае	1	3
15	в лучшем случае	1	3
16	вместе с тем	3	3
17	можно было бы	1	3
18	и не может	4	3
19	в данном случае	4	3
20	в конце концов	2	3
21	той или иной	1	3
22	а следовательно и	1	2
23	в настоящее время	1	2
24	тот факт что	1	2
25	мы говорили в	1	2
26	и в том	1	2
27	и во всяком	2	2
28	и вместе с	1	2
29	того или иного	1	2
30	о том что	1	2
31	и не будет	1	2
32	однако отнюдь не	1	2
33	в большинстве случаев	4	2
34	к тому что	2	2
35	сама по себе	1	2
36	она не может	1	2
37	для нас важно	1	1
38	и того же	1	1
39	уже знаем что	2	1
40	и в жизни	1	1
41	для создания нового	1	1
42	дело в том	2	1
43	так же и	2	1
44	по отношению к	3	1
45	в самом деле	4	1
46	не дала бы	1	1
47	в том числе	1	1
48	то же самое	3	1
49	в том же	1	1
50	таким образом оказывается	1	1
51	мы уже знаем	2	1
52	каждый данный момент	1	1
53	та или другая	1	1
54	но для нас	1	1
55	и в других	1	1
56	до известной степени	2	1
57	отнюдь не следует	1	1
58	мы подойдем к	1	1
59	лишь тогда когда	2	1
60	не могло бы	1	1
61	это значило бы	1	1
62	котором мы говорили	1	1
63	только то что	2	1
64	в этом отношении	3	1
65	но для этого	1	1
66	том числе и	1	1
67	тот или иной	1	1
68	в противном случае	1	1
69	значило бы признать	1	1
70	жизни и в	1	1
71	во всех областях	2	1
72	в значительной степени	1	1
73	сводится к тому	1	1
74	и что в	1	1
75	то ни было	4	1
76	которых идет речь	1	1
77	смысле этого слова	2	1
78	только один из	1	1
79	друг друга в	2	1
80	но при этом	1	1
81	что ни одна	1	1
82	те или другие	1	1
83	в связи с	4	1
84	о которых идет	1	1
85	о котором мы	1	1
86	в его целом	1	1
87	так же как	1	1
88	потому что они	1	1
89	потому что и	1	1
90	без того чтобы	1	1
91	и все же	1	1
92	не можем и	1	1
93	впитывает в себя	1	1
94	от того что	1	1
95	тех или иных	1	1
96	конечно не могут	1	1
97	в каждый данный	1	1
98	с самого начала	1	1
99	как бы ни	2	1
100	но все же	1	1
101	одного и того	1	1
102	совершенно очевидно что	1	1
103	является для них	1	1
104	только в этом	1	1
105	тем не менее	2	1
106	и только в	1	1
