N	3gram	Nazirov_Tv_1	Istorich
1	с другой стороны	1	8
2	и т д	1	8
3	с одной стороны	1	7
4	в том что	6	5
5	до сих пор	1	4
6	не только в	2	4
7	о том что	5	4
8	мы имеем в	1	4
9	вместе с тем	1	3
10	в данном случае	2	3
11	том что в	2	2
12	только то что	1	2
13	точно так же	2	2
14	заранее обречены на	1	2
15	таким образом и	1	2
16	такой же как	1	2
17	по отношению к	1	2
18	как и в	1	2
19	что иное как	1	1
20	еще далеко не	1	1
21	но кто же	1	1
22	с ним на	1	1
23	в прямом смысле	1	1
24	нам кажется что	1	1
25	человеком и богом	1	1
26	в одной из	2	1
27	о котором говорилось	1	1
28	то и другое	1	1
29	при этом он	2	1
30	друг на друга	1	1
31	в свою противоположность	2	1
32	что в одном	1	1
33	у него в	1	1
34	но это не	1	1
35	на первый взгляд	1	1
36	к мысли о	1	1
37	и тем не	1	1
38	это прежде всего	1	1
39	но при этом	1	1
40	как один из	1	1
41	может происходить и	1	1
42	котором говорилось выше	1	1
43	между человеком и	1	1
44	это не значит	1	1
45	мы уже говорили	1	1
46	что у него	1	1
47	не означает что	1	1
48	это значит что	1	1
49	но даже в	1	1
50	можно сказать что	2	1
51	свою противоположность в	1	1
52	не значит что	1	1
53	не что иное	1	1
54	но в целом	1	1
55	тем не менее	2	1
