N	2gram	Tiupa_Hudo_1	Myshleni
1	мышления и	1	40
2	речи и	3	28
3	точки зрения	10	26
4	таким образом	3	26
5	в том	18	24
6	и в	19	23
7	том что	8	21
8	в целом	3	20
9	с точки	3	18
10	в этом	11	17
11	того чтобы	2	17
12	то что	4	17
13	не только	16	16
14	так же	2	16
15	того что	4	15
16	для того	2	15
17	как и	2	14
18	может быть	14	14
19	но и	10	14
20	в его	9	14
21	что в	6	14
22	не может	7	12
23	представляет собой	10	11
24	сказать что	4	11
25	как бы	9	11
26	в отношении	3	10
27	с другой	7	10
28	прежде всего	4	10
29	внутренней речи	14	9
30	между тем	4	9
31	в качестве	24	9
32	одной стороны	2	9
33	другой стороны	5	9
34	же точно	1	9
35	вместе с	1	9
36	и не	15	9
37	не является	4	9
38	то же	10	8
39	заключается в	2	8
40	в ходе	5	8
41	нас к	1	8
42	в основе	4	8
43	и на	2	8
44	с одной	2	8
45	речи как	1	8
46	по отношению	9	7
47	как уже	2	7
48	в самом	5	7
49	в этой	2	7
50	в другом	3	7
51	в то	6	7
52	и ее	3	7
53	так как	1	7
54	что он	3	7
55	отношению к	9	7
56	же как	1	6
57	в сущности	1	6
58	все это	2	6
59	столь же	1	6
60	могли бы	1	6
61	в себе	9	6
62	в силу	1	6
63	лишь в	4	6
64	и тем	2	6
65	с этой	1	6
66	и его	12	6
67	о том	2	6
68	только в	5	6
69	между этими	1	6
70	тем что	1	6
71	именно в	2	6
72	потому что	3	6
73	из того	1	5
74	между собой	2	5
75	бы в	1	5
76	в собственном	1	5
77	перед нами	1	5
78	и как	3	5
79	но в	7	5
80	то время	1	5
81	на то	1	5
82	он не	4	5
83	и более	2	5
84	а затем	1	5
85	представить себе	1	5
86	если бы	3	5
87	тем самым	4	5
88	для этого	1	5
89	по себе	2	5
90	тому что	2	5
91	по своей	7	5
92	как мы	1	5
93	что может	2	5
94	к действительности	3	5
95	и т.д	3	5
96	и что	3	5
97	можно сказать	5	5
98	так и	11	5
99	что для	1	5
100	слова и	2	5
101	тем более	1	5
102	из этого	2	5
103	в какой	2	5
104	в своих	1	5
105	в котором	1	4
106	мышления но	1	4
107	в чем	2	4
108	с его	6	4
109	но не	11	4
110	как в	2	4
111	говорит что	2	4
112	и к	3	4
113	все эти	2	4
114	что она	2	4
115	при этом	13	4
116	отношений между	1	4
117	их в	3	4
118	что все	1	4
119	единое целое	2	4
120	было бы	1	4
121	ни в	5	4
122	в своей	5	4
123	не столько	3	4
124	не в	7	4
125	к тому	4	4
126	должен быть	1	4
127	для себя	2	4
128	приводит к	5	4
129	во всей	3	4
130	мы видим	1	4
131	в одном	2	4
132	как раз	3	4
133	а с	2	4
134	одну из	1	4
135	этого слова	2	4
136	в результате	1	4
137	в свою	3	4
138	отношения к	2	3
139	в сфере	1	3
140	человека и	1	3
141	в такой	1	3
142	и то	4	3
143	связи между	1	3
144	я не	2	3
145	из которых	1	3
146	в их	5	3
147	друг от	1	3
148	что они	1	3
149	в одной	1	3
150	в своем	2	3
151	в которой	2	3
152	что это	1	3
153	из этих	3	3
154	всей его	2	3
155	друг другу	1	3
156	речи от	1	3
157	становится возможной	1	3
158	образом и	2	3
159	не могло	2	3
160	в области	6	3
161	в каком	2	3
162	образом что	1	3
163	могут быть	4	3
164	же самое	1	3
165	говоря словами	5	3
166	и это	2	3
167	от друга	1	3
168	свою очередь	2	3
169	об этом	2	3
170	и который	2	3
171	может не	1	3
172	этих двух	2	3
173	на отдельные	1	3
174	в заключительной	1	3
175	свести к	1	3
176	обе эти	1	3
177	который в	2	3
178	связи с	1	3
179	мы находим	1	3
180	вовсе не	2	3
181	во всех	3	3
182	превращается в	2	3
183	а не	9	3
184	только для	1	3
185	если не	1	3
186	тем и	1	3
187	и от	1	3
188	от всех	1	3
189	значение в	1	3
190	и наиболее	1	2
191	книги в	1	2
192	он показывает	1	2
193	к вопросу	1	2
194	другому человеку	1	2
195	как такового	1	2
196	идет о	1	2
197	между двумя	2	2
198	едва ли	1	2
199	той же	1	2
200	есть не	1	2
201	как впрочем	1	2
202	что его	1	2
203	в ее	5	2
204	со всеми	1	2
205	за пределы	2	2
206	и я	1	2
207	как говорит	3	2
208	хотя и	3	2
209	сознания в	3	2
210	в противоположность	3	2
211	в первом	1	2
212	бы и	1	2
213	в нашем	2	2
214	и те	1	2
215	ключ к	1	2
216	свою собственную	1	2
217	он должен	3	2
218	на этом	1	2
219	одно и	3	2
220	значительной степени	1	2
221	том же	1	2
222	с другими	4	2
223	в единое	3	2
224	в них	2	2
225	нигде не	1	2
226	должно быть	1	2
227	иначе говоря	4	2
228	на первый	1	2
229	в этих	3	2
230	что говорит	1	2
231	не могли	1	2
232	что говоря	1	2
233	даже в	3	2
234	не имеет	1	2
235	дело в	1	2
236	к изучению	1	2
237	говорить о	3	2
238	никогда не	2	2
239	слова так	1	2
240	слова как	5	2
241	же время	5	2
242	своей природе	2	2
243	начиная с	2	2
244	и другим	1	2
245	к пониманию	1	2
246	о судьбе	1	2
247	представляют собой	1	2
248	в конце	1	2
249	значения и	2	2
250	речи ибо	1	2
251	действия и	1	2
252	на нее	1	2
253	не с	2	2
254	строго говоря	1	2
255	на их	1	2
256	и поэтому	1	2
257	все прочие	3	2
258	сложные структурные	1	2
259	в значительной	1	2
260	вслед за	1	2
261	наконец в	1	2
262	известном смысле	1	2
263	один из	2	2
264	нуждается в	1	2
265	также еще	1	2
266	без этого	1	2
267	человека с	3	2
268	уже не	4	2
269	речь в	1	2
270	в равной	2	2
271	или даже	3	2
272	в известном	1	2
273	ту или	1	2
274	одно из	2	2
275	для него	4	2
276	в известной	1	2
277	под именем	1	2
278	его мысли	1	2
279	и даже	1	2
280	на ее	1	2
281	с той	1	2
