N	3gram	Trubetskoy_1	Istorich
1	мы знаем что	7	10
2	до сих пор	8	6
3	точно так же	1	6
4	в этом случае	4	5
5	вместе с тем	2	5
6	мы видим что	1	5
7	в том что	15	5
8	но все же	2	4
9	так же как	3	4
10	в связи с	3	4
11	по отношению к	9	3
12	можно было бы	1	3
13	с одной стороны	2	3
14	мы уже знаем	1	3
15	и может быть	2	2
16	уже знаем что	1	2
17	иметь в виду	1	2
18	стоит в связи	1	2
19	на самом деле	7	2
20	очень много но	1	2
21	вместо того чтобы	1	2
22	случаев в которых	1	2
23	во всех этих	2	2
24	с другой стороны	4	2
25	не может быть	3	2
26	о том что	4	2
27	с самого начала	1	2
28	на то что	7	2
29	к тому же	5	2
30	к тому времени	1	1
31	не в состоянии	2	1
32	мы можем сделать	1	1
33	образом мы видим	1	1
34	и той же	1	1
35	но так как	2	1
36	приобщиться к ней	1	1
37	друг от друга	6	1
38	он все же	2	1
39	естественно поэтому что	3	1
40	очень много и	1	1
41	в зависимости от	1	1
42	и на него	1	1
43	а может быть	1	1
44	именно в тех	1	1
45	но в сущности	1	1
46	и для европейца	1	1
47	в то что	1	1
48	за то что	1	1
49	несмотря на то	2	1
50	может быть вполне	1	1
51	это может быть	1	1
52	каждый из этих	2	1
53	таким образом мы	1	1
54	выше мы видели	1	1
55	в высшей степени	1	1
56	так и к	1	1
57	на задний план	1	1
58	смысле этого слова	1	1
59	видели что при	1	1
60	и то же	1	1
61	тем не менее	4	1
62	так или иначе	5	1
63	но вместе с	1	1
64	том что они	1	1
65	а на самом	1	1
66	что при этом	1	1
67	в тех случаях	1	1
68	надо сказать что	1	1
69	все же остается	1	1
70	что у него	1	1
71	не только не	1	1
72	по его мнению	1	1
73	не раньше чем	1	1
74	тех случаях когда	1	1
75	в другом случае	1	1
76	по этому поводу	1	1
77	одной и той	1	1
78	только в этом	1	1
79	ясно показывают что	1	1
80	друг с другом	9	1
81	и в нем	1	1
82	во всем мире	1	1
83	том что он	2	1
84	может рассматриваться как	1	1
85	надо иметь в	1	1
86	мы видели что	1	1
87	и в другом	1	1
