N	3gram	Losev_Prob_2	Literetu
1	в том что	4	11
2	так или иначе	6	8
3	в то же	4	5
4	в данном случае	5	4
5	не только в	2	4
6	в связи с	5	4
7	и прежде всего	2	3
8	не говоря уже	4	2
9	подобно тому как	2	2
10	только в том	4	2
11	в этом отношении	1	2
12	и то что	7	2
13	ту или иную	1	2
14	с одной стороны	5	2
15	во всяком случае	10	2
16	о том что	14	2
17	и тем самым	1	2
18	тем не менее	12	2
19	том что не	1	1
20	а иной раз	1	1
21	на том что	1	1
22	все тот же	1	1
23	в чистом виде	3	1
24	только потому что	1	1
25	в последнее время	1	1
26	иметь в виду	1	1
27	одним и тем	1	1
28	на самом деле	2	1
29	в обратном порядке	1	1
30	на то что	4	1
31	как раз и	4	1
32	имеется в виду	2	1
33	и не только	1	1
34	на том или	2	1
35	в зависимости от	1	1
36	бы то ни	2	1
37	между тем как	1	1
38	к тому чтобы	1	1
39	никак не мог	1	1
40	можно было бы	2	1
41	том или ином	2	1
42	тот или иной	4	1
43	по крайней мере	6	1
44	по этому поводу	2	1
45	от языка как	1	1
46	и в частности	3	1
47	как говорится в	1	1
48	на эту тему	2	1
49	бы столько же	1	1
50	и тем же	1	1
51	в самом деле	2	1
52	в нашей стране	1	1
53	на первый взгляд	1	1
54	говоря уже о	4	1
55	как один из	1	1
56	и в этом	3	1
57	а с другой	1	1
58	раз и является	1	1
59	какой бы то	1	1
60	один из моментов	2	1
61	все более и	1	1
62	уже и не	1	1
63	с другой стороны	5	1
64	не может быть	3	1
65	тем более не	2	1
66	это должно быть	1	1
67	только то что	3	1
68	ничего общего с	2	1
69	нельзя сказать что	1	1
70	до тех пор	4	1
71	и только как	1	1
72	а только то	1	1
73	до сих пор	4	1
74	с самого начала	2	1
75	не только на	1	1
76	более и более	1	1
77	что же именно	2	1
78	но все же	1	1
79	то ни было	1	1
80	в том числе	2	1
81	пока еще не	4	1
82	иной раз и	1	1
83	только в случае	1	1
84	бы не было	3	1
85	и тем более	1	1
86	все предметы и	1	1
