N	2gram	Tiupa_Hudo_1	Vladivir
1	и в	19	30
2	в году	2	24
3	в этом	11	20
4	то что	4	20
5	у него	1	19
6	и не	15	18
7	в том	18	18
8	что он	3	13
9	в конце	1	13
10	не только	16	12
11	том что	8	12
12	что в	6	12
13	как мы	1	11
14	в его	9	11
15	а в	12	11
16	сказать что	4	11
17	а также	5	10
18	не было	1	10
19	и даже	1	10
20	было бы	1	9
21	не в	7	9
22	в то	6	9
23	не может	7	9
24	для него	4	9
25	потому что	3	9
26	в своем	2	8
27	но в	7	8
28	связи с	1	8
29	но и	10	8
30	в связи	1	8
31	вместе с	1	8
32	то есть	18	7
33	ни в	5	7
34	точки зрения	10	7
35	никогда не	2	7
36	не менее	3	7
37	может быть	14	7
38	а не	9	7
39	как это	5	7
40	также и	1	6
41	хотя и	3	6
42	и к	3	6
43	в себе	9	6
44	об этом	2	6
45	тем не	3	6
46	и его	12	6
47	у нас	1	6
48	то время	1	6
49	только в	5	6
50	а именно	2	6
51	еще и	1	6
52	прежде всего	4	6
53	о чем	2	6
54	жизни и	1	6
55	того же	2	5
56	и то	4	5
57	и я	1	5
58	то в	2	5
59	все эти	2	5
60	при этом	13	5
61	как и	2	5
62	в своей	5	5
63	в котором	1	5
64	по себе	2	5
65	так как	1	5
66	для себя	2	5
67	так и	11	5
68	с ним	2	5
69	и что	3	5
70	того что	4	5
71	тот же	1	5
72	он уже	1	5
73	так что	1	5
74	как бы	9	5
75	о его	1	5
76	все это	2	5
77	в результате	1	5
78	из этого	2	5
79	то же	10	4
80	той же	1	4
81	я не	2	4
82	и на	2	4
83	время в	1	4
84	что его	1	4
85	с его	6	4
86	отношение к	5	4
87	в которой	2	4
88	что это	1	4
89	в целом	3	4
90	в этой	2	4
91	на его	1	4
92	в нем	5	4
93	он не	4	4
94	содержит в	1	4
95	его в	2	4
96	это было	1	4
97	в этих	3	4
98	разного рода	1	4
99	по крайней	1	4
100	не есть	1	4
101	и о	3	4
102	здесь не	2	4
103	эти последние	1	4
104	можно сказать	5	4
105	о том	2	4
106	с которыми	1	4
107	вовсе не	2	4
108	для меня	2	4
109	крайней мере	1	4
110	со стороны	2	4
111	именно в	2	4
112	так же	2	4
113	в это	1	4
114	с этой	1	4
115	по поводу	1	4
116	можно говорить	1	3
117	отношения к	2	3
118	и больше	2	3
119	говоря о	3	3
120	едва ли	1	3
121	именно к	1	3
122	что можно	3	3
123	во всех	3	3
124	но не	11	3
125	отличие от	7	3
126	как в	2	3
127	и как	3	3
128	более или	5	3
129	так или	3	3
130	из этих	3	3
131	таким образом	3	3
132	те же	1	3
133	должен был	1	3
134	в них	2	3
135	должно быть	1	3
136	или менее	5	3
137	в отношении	3	3
138	с точки	3	3
139	не столько	3	3
140	в отличие	7	3
141	но он	3	3
142	не могли	1	3
143	том же	1	3
144	к такому	1	3
145	только и	1	3
146	же время	5	3
147	в области	6	3
148	он и	1	3
149	когда мы	1	3
150	и это	2	3
151	что и	2	3
152	никак нельзя	1	3
153	уже не	4	3
154	я в	11	3
155	здесь мы	1	3
156	идея или	1	3
157	или иначе	4	3
158	дело в	1	3
159	наконец в	1	3
160	в данном	4	3
161	своей жизни	2	3
162	и для	2	3
163	тем более	1	3
164	в свою	3	3
165	в таком	1	3
166	точно так	1	3
167	и особенно	2	3
168	я и	7	2
169	и есть	1	2
170	из его	1	2
171	к нашим	1	2
172	жизни по	1	2
173	не вполне	2	2
174	как я	1	2
175	есть для	1	2
176	по своему	2	2
177	как к	2	2
178	это тоже	2	2
179	к числу	1	2
180	есть его	1	2
181	в самом	5	2
182	еще один	2	2
183	во многих	1	2
184	на то	1	2
185	не могла	1	2
186	в статье	1	2
187	и сам	1	2
188	на земле	1	2
189	и по	2	2
190	на этом	1	2
191	и может	1	2
192	заключается в	2	2
193	отчет в	1	2
194	это не	2	2
195	он же	1	2
196	на первый	1	2
197	в их	5	2
198	говорил о	1	2
199	их в	3	2
200	однако в	4	2
201	даже в	3	2
202	то с	1	2
203	с которой	1	2
204	некоторого рода	1	2
205	не имеет	1	2
206	на котором	1	2
207	и притом	3	2
208	того чтобы	2	2
209	того и	1	2
210	казалось бы	1	2
211	в русском	1	2
212	как будто	1	2
213	начиная с	2	2
214	которое в	1	2
215	в совокупности	1	2
216	к тому	4	2
217	в настоящее	1	2
218	в виду	5	2
219	свою очередь	2	2
220	меня в	1	2
221	людей в	1	2
222	со своей	3	2
223	настоящее время	1	2
224	после того	1	2
225	в чем	2	2
226	в сущности	1	2
227	к нему	3	2
228	также еще	1	2
229	от нас	1	2
230	и жизни	1	2
231	себя в	7	2
232	себе в	1	2
233	мы находим	1	2
234	бытия и	1	2
235	но из	1	2
236	для того	2	2
237	видно из	1	2
238	как у	1	2
239	и прежде	1	2
240	что не	1	2
241	что для	1	2
242	не на	3	2
243	с которым	1	2
244	в бытии	1	2
245	существующее в	2	2
246	если не	1	2
247	нет никаких	1	2
248	в частности	13	2
249	к его	2	2
250	и потому	2	2
251	в той	3	2
252	такого рода	10	2
253	взятое в	1	2
254	на руках	1	2
255	с бытием	1	2
256	является как	1	2
257	в более	1	2
258	в стихотворении	3	2
259	и от	1	2
260	собственно говоря	2	2
261	у достоевского	1	2
262	же в	1	2
263	жизни в	2	2
264	о своем	1	2
265	в сравнении	1	2
266	же и	1	2
267	можно назвать	1	2
268	в своих	1	2
269	не прямо	1	1
270	одним из	1	1
271	например в	3	1
