N	3gram	Tiupa_Hudo_2	Dialekti
1	и т д	2	19
2	с точки зрения	2	12
3	в том что	11	7
4	ни с какой	1	4
5	то же время	4	4
6	можно было бы	2	4
7	с другой стороны	1	4
8	в то же	4	4
9	не нуждается в	1	3
10	и в этом	2	3
11	не может быть	3	3
12	содержит в себе	1	3
13	та или иная	1	3
14	можно сказать что	1	3
15	той или иной	1	3
16	то что я	1	2
17	в себе самом	1	2
18	до сих пор	2	2
19	и то и	1	2
20	и в то	2	2
21	что он не	1	2
22	в этом отношении	1	2
23	и т п	2	2
24	точно так же	1	2
25	то или иное	1	2
26	то и другое	1	2
27	не зная что	2	2
28	с одной стороны	3	2
29	о том что	7	2
30	ни о чем	3	2
31	к тому что	4	2
32	это уже не	1	1
33	а между тем	3	1
34	как например в	1	1
35	и начинает говорить	1	1
36	я не могу	1	1
37	мы имеем дело	1	1
38	дело в том	1	1
39	и об этом	2	1
40	то время как	1	1
41	это было бы	1	1
42	в самом деле	3	1
43	так или иначе	1	1
44	как раз и	1	1
45	самом деле не	1	1
46	именно то что	1	1
47	то что человек	1	1
48	начинает говорить о	1	1
49	и дело не	1	1
50	только в том	2	1
51	по преимуществу к	1	1
52	если бы не	1	1
53	для нее самой	1	1
54	в них нет	1	1
55	так а не	1	1
56	что это за	1	1
57	то что она	1	1
58	в то время	1	1
59	в этом и	2	1
60	бы не было	1	1
61	однако это не	1	1
62	а в том	1	1
63	самим по себе	1	1
64	нельзя сказать что	1	1
65	они были бы	1	1
66	этом и заключается	1	1
67	с самого начала	1	1
68	между тем в	1	1
69	то как мы	1	1
70	и не то	1	1
71	но все же	1	1
72	не было ни	1	1
73	никогда и не	1	1
74	друг от друга	1	1
75	тем не менее	3	1
76	для того чтобы	3	1
77	к тому же	2	1
78	что если бы	1	1
79	то же самое	2	1
