N	2gram	Bakhtin_Fr_3	slovoVRo
1	в романе	15	46
2	и в	40	39
3	может быть	9	37
4	и т	1	35
5	и его	17	33
6	то есть	18	26
7	не только	13	24
8	и не	13	22
9	но и	11	21
10	не может	3	20
11	в нем	5	19
12	до конца	6	17
13	в этом	15	16
14	все это	4	16
15	так и	3	15
16	а не	5	14
17	отличие от	3	13
18	как в	3	13
19	в пределах	1	13
20	слова в	2	13
21	во всех	6	12
22	в отличие	3	12
23	в истории	4	11
24	слово в	3	11
25	вовсе не	12	10
26	к своему	1	9
27	и с	8	9
28	не в	1	9
29	языка и	1	9
30	таким образом	10	8
31	прежде всего	16	8
32	слова и	2	8
33	точки зрения	2	8
34	еще не	3	7
35	с его	3	7
36	в него	1	7
37	при этом	3	7
38	в этих	6	7
39	для него	5	7
40	с ним	1	7
41	никогда не	1	7
42	как мы	10	7
43	язык и	2	7
44	в его	13	7
45	и даже	4	7
46	и потому	4	7
47	как бы	3	7
48	в сущности	9	6
49	но не	2	6
50	в своем	7	6
51	все же	2	6
52	и к	3	6
53	но в	8	6
54	все эти	8	6
55	удельный вес	1	6
56	так сказать	5	6
57	значительной степени	2	6
58	в них	9	6
59	как и	11	6
60	в значительной	3	6
61	язык в	1	6
62	там где	3	6
63	этом случае	1	6
64	жизни и	4	6
65	например в	2	5
66	это не	2	5
67	том что	4	5
68	по себе	1	5
69	слово и	1	5
70	не могут	1	5
71	но все	3	5
72	той или	2	5
73	мира и	1	5
74	с другой	2	5
75	романа в	2	5
76	один из	4	5
77	в том	8	5
78	с ними	1	5
79	с одной	1	5
80	конечно не	2	5
81	слова его	1	5
82	и их	1	5
83	или иной	2	5
84	в плане	2	5
85	остается в	1	5
86	и для	5	5
87	только в	3	5
88	и все	9	5
89	и наконец	3	5
90	отношения к	1	4
91	и на	8	4
92	по отношению	3	4
93	отношение к	8	4
94	связанные с	3	4
95	всех этих	3	4
96	в узком	1	4
97	то же	7	4
98	слова не	1	4
99	его в	1	4
100	с другими	1	4
101	на почве	1	4
102	в новое	1	4
103	ни в	4	4
104	в отношении	1	4
105	остается вне	1	4
106	не менее	2	4
107	в то	6	4
108	одна из	3	4
109	в основе	5	4
110	эти формы	1	4
111	же время	6	4
112	во всем	3	4
113	что оно	1	4
114	здесь не	3	4
115	для этого	3	4
116	но здесь	2	4
117	наконец в	1	4
118	дело с	1	4
119	поэтому и	3	4
120	для всех	1	4
121	и других	6	4
122	языка но	1	4
123	так как	4	4
124	даже и	2	4
125	особый язык	1	4
126	и др	7	4
127	с помощью	2	4
128	xix века	4	4
129	узком смысле	1	4
130	в той	6	4
131	в основном	4	4
132	как предмет	1	4
133	в смысле	1	4
134	а в	3	4
135	отношению к	2	4
136	в таком	1	4
137	как это	1	3
138	собственном смысле	1	3
139	той же	8	3
140	в собственном	1	3
141	к новому	2	3
142	перед нами	1	3
143	и как	3	3
144	бы и	1	3
145	со всею	3	3
146	на этом	2	3
147	не с	1	3
148	лишь в	2	3
149	с точки	1	3
150	не была	1	3
151	связи с	6	3
152	этом отношении	2	3
153	в ней	4	3
154	а также	4	3
155	к нему	2	3
156	между тем	3	3
157	что и	3	3
158	в бытовой	1	3
159	слов и	1	3
160	в свете	3	3
161	быть и	1	3
162	иной степени	1	3
163	у него	8	3
164	отметить что	1	3
165	рядом с	2	3
166	в особенности	5	3
