N	3gram	Nazirov_Tv_1	Myshleni
1	в том что	6	15
2	с другой стороны	1	9
3	с одной стороны	1	8
4	с самого начала	3	8
5	по отношению к	1	7
6	заключается в том	1	6
7	о том что	5	6
8	вместе с тем	1	5
9	до сих пор	1	4
10	можно сказать что	2	4
11	то же самое	1	3
12	в первую очередь	1	3
13	к тому что	1	3
14	в свою очередь	1	3
15	том что в	2	2
16	в известном смысле	1	2
17	то же время	12	2
18	в данном случае	2	2
19	все более и	1	2
20	я не могу	1	2
21	что может быть	1	2
22	более и более	1	2
23	в то же	13	2
24	таким образом и	1	2
25	том же заколдованном	1	1
26	между прочим в	1	1
27	дело в том	3	1
28	на самом деле	2	1
29	но не существует	1	1
30	в том же	1	1
31	в этом пункте	1	1
32	в своей книге	1	1
33	означает в то	1	1
34	и в то	2	1
35	что он не	1	1
36	в отличие от	1	1
37	в свою противоположность	2	1
38	хотя и не	1	1
39	только то что	1	1
40	же самое время	1	1
41	они представляют собой	1	1
42	точно так же	2	1
43	с самим собой	1	1
44	и как бы	1	1
45	то что в	1	1
46	по крайней мере	2	1
47	он приходит к	1	1
48	полном согласии с	1	1
49	ту или иную	1	1
50	в этой связи	2	1
51	то что может	1	1
52	следует рассматривать в	1	1
53	в ту же	1	1
54	в этой области	1	1
55	не только в	2	1
56	к вопросу о	1	1
57	в конце концов	1	1
58	мышления как говорит	1	1
59	прямо и недвусмысленно	1	1
60	же заколдованном кругу	1	1
61	во главе с	2	1
62	и вот в	1	1
63	а вместе с	1	1
64	он не боится	1	1
65	говорить о том	1	1
66	в его понимании	1	1
67	это значит что	1	1
68	в соответствии с	3	1
69	к человеку как	2	1
70	здесь нет нужды	1	1
71	что у него	1	1
72	в конечном счете	4	1
73	мысли и не	1	1
74	заключает в себе	1	1
75	в полном согласии	1	1
76	в самом конце	1	1
77	принцип удовольствия управляющий	1	1
78	и т д	1	1
79	тем не менее	2	1
80	но тем самым	1	1
81	прочим в том	1	1
82	как и в	1	1
83	является как бы	1	1
84	при этом она	1	1
85	не мог не	1	1
