N	2gram	Tiupa_Hudo_2	Myslijsy
1	потому что	2	46
2	то есть	1	34
3	в слове	1	32
4	в том	15	32
5	и в	28	30
6	может быть	8	28
7	то же	6	23
8	т с	2	22
9	не только	11	21
10	только в	4	21
11	для нас	3	20
12	но и	9	19
13	того что	1	18
14	том что	19	18
15	то что	6	18
16	что в	5	17
17	в себе	9	16
18	по себе	1	16
19	и не	18	15
20	не в	13	15
21	а не	14	15
22	что и	4	13
23	так как	1	13
24	если бы	6	12
25	вместе с	2	12
26	а в	6	12
27	точно так	1	12
28	так и	8	11
29	как в	5	10
30	в этом	13	10
31	в душе	8	10
32	как и	11	10
33	в то	6	10
34	и что	1	10
35	мы не	1	9
36	только тогда	1	9
37	из этих	2	9
38	в нем	3	9
39	было бы	3	9
40	между тем	8	9
41	для него	5	9
42	и то	2	8
43	в ней	3	8
44	в самом	5	8
45	от того	1	8
46	что не	2	8
47	с одной	3	7
48	но не	4	7
49	тем самым	2	7
50	тем что	6	7
51	как мы	2	7
52	так что	1	7
53	вовсе не	2	7
54	с другой	3	7
55	к тому	7	7
56	например в	1	6
57	же с	1	6
58	художественное произведение	1	6
59	с ним	7	6
60	и теперь	1	6
61	те же	2	6
62	что он	8	6
63	уже не	10	6
64	то и	4	6
65	из них	2	6
66	не может	4	6
67	но это	1	6
68	человека и	3	5
69	на деле	1	5
70	и т	4	5
71	еще не	3	5
72	по отношению	7	5
73	независимо от	1	5
74	в своем	5	5
75	не следует	1	5
76	с другими	3	5
77	и тем	1	5
78	в них	3	5
79	что я	2	5
80	же время	4	5
81	к ней	2	5
82	слове и	1	5
83	как на	2	5
84	не менее	5	5
85	мысль о	2	5
86	уже в	1	5
87	одно из	5	5
88	только по	1	5
89	есть только	1	5
90	тому как	4	5
91	отношению к	7	5
92	слова и	1	5
93	сказать что	2	5
94	только как	1	5
95	в действительности	1	5
96	в каждой	1	4
97	столь же	3	4
98	не все	3	4
99	не было	6	4
100	что это	5	4
101	бы не	3	4
102	он не	4	4
103	в один	1	4
104	и при	1	4
105	себе не	1	4
106	в котором	6	4
107	на мысль	1	4
108	для меня	1	4
109	того как	2	4
110	и его	5	4
111	по поводу	3	4
112	для того	4	4
113	оно не	2	4
114	на это	1	4
115	и это	3	4
116	об отношении	1	4
117	то время	1	4
118	в его	11	4
119	один из	2	4
120	что даже	2	4
121	себя и	2	4
122	быть только	1	4
123	и потому	1	4
124	все это	3	4
125	и от	2	4
126	другой стороны	1	4
127	была бы	3	4
128	все что	3	4
129	я и	6	3
130	в первом	2	3
131	говорить о	2	3
132	и на	3	3
133	не то	1	3
134	ответ на	2	3
135	что она	7	3
136	при этом	11	3
137	т д	2	3
138	в силу	1	3
139	в человеческой	1	3
140	на свое	1	3
141	в каждом	1	3
142	не будет	2	3
143	что все	3	3
144	его в	2	3
145	этого не	1	3
146	и тогда	2	3
147	как бы	5	3
148	представить себе	1	3
149	место в	2	3
150	образом и	1	3
151	тем не	4	3
152	тому что	4	3
153	на него	3	3
154	образом в	1	3
155	того чтобы	4	3
156	ни о	3	3
157	для себя	6	3
158	или в	3	3
159	том как	2	3
160	в словах	1	3
161	со стороны	3	3
162	жизни не	2	3
163	никак не	1	3
164	можно сказать	6	3
165	это было	2	3
166	к нему	3	3
167	я а	2	3
168	вслед за	4	3
169	звук и	1	3
170	же и	2	3
171	только на	5	3
172	в начале	1	3
173	за ним	1	3
174	прежде всего	3	3
175	до сих	2	3
176	нельзя сказать	1	3
177	именно в	2	3
178	такое же	1	3
179	одной стороны	3	3
180	человеческой жизни	6	3
181	там где	1	3
182	его я	1	3
183	так же	3	3
184	в человеке	3	3
185	в ряду	2	3
186	одно только	1	3
187	сих пор	2	3
188	от нас	1	3
189	не существует	1	3
190	и все	7	3
191	не знает	1	3
192	в которой	1	3
193	в искусстве	1	3
194	к этому	1	3
195	в таком	1	3
196	а между	4	2
197	таком случае	1	2
198	которого в	1	2
199	о любви	2	2
200	самом деле	3	2
201	это и	1	2
202	так у	1	2
203	но тем	2	2
204	с в	1	2
205	мы уже	3	2
206	той же	2	2
207	впрочем и	2	2
208	одной мысли	1	2
209	между его	1	2
210	содержания в	1	2
211	не столько	2	2
212	все в	1	2
213	на свою	1	2
214	ему в	2	2
215	то он	1	2
216	тогда как	7	2
217	отношение к	2	2
218	это сравнение	1	2
219	за пределы	1	2
220	что они	4	2
221	будет не	1	2
222	все же	2	2
223	на человека	1	2
224	его к	1	2
225	что сказанное	1	2
226	со своей	2	2
227	та же	2	2
228	так или	1	2
229	в этой	5	2
230	человеке и	1	2
231	и тот	1	2
232	не могла	5	2
233	человек не	1	2
234	так сказать	1	2
235	не как	2	2
236	из виду	1	2
237	подобно тому	4	2
238	людей и	1	2
239	прежде чем	2	2
240	но все	1	2
241	смысле в	1	2
242	могла бы	2	2
243	и чувствовать	1	2
244	не всегда	1	2
245	несмотря на	3	2
246	именно то	1	2
247	и видит	2	2
248	во время	1	2
249	точки зрения	2	2
250	в своей	6	2
251	а как	2	2
252	то для	1	2
253	говорит только	1	2
254	мысли и	2	2
255	своего рождения	1	2
256	т п	2	2
257	их в	1	2
258	том же	1	2
259	даже в	1	2
260	она не	5	2
261	что с	1	2
262	например не	1	2
263	и притом	1	2
264	как о	3	2
265	становится субъектом	1	2
266	только не	2	2
267	в разных	1	2
268	глядя на	1	2
269	такая же	1	2
270	этом отношении	1	2
271	ему не	1	2
272	когда мы	1	2
273	от этого	1	2
274	его с	1	2
275	от нее	1	2
276	в области	1	2
277	мысли о	2	2
278	то или	1	2
279	и о	4	2
280	в ее	18	2
281	с каким	1	2
282	каждого из	1	2
283	произведения не	2	2
284	когда в	3	2
285	и с	6	2
286	об этом	7	2
287	упускать из	1	2
288	о том	12	2
289	но мы	1	2
290	его жизни	5	2
291	должно было	1	2
292	природы и	1	2
293	как ее	1	2
294	вне себя	1	2
295	одной из	3	2
296	не видеть	2	2
297	но как	1	2
298	ему самому	1	2
299	на мир	1	2
300	том чтобы	1	2
301	с нею	3	2
302	в виде	2	2
303	слова не	1	2
304	в одном	3	2
305	у него	5	2
306	в других	4	2
307	и даже	1	2
308	что человек	1	2
309	а с	3	2
310	у меня	1	2
311	в речи	1	2
312	одно слово	1	2
313	эти слова	1	2
314	в разговоре	1	2
315	что же	2	2
316	зрения и	1	2
317	с этой	1	2
318	еще раз	1	2
319	перед нами	11	2
320	слова но	1	2
321	то не	1	2
322	из себя	1	2
323	бы в	1	2
324	же в	1	2
325	отношении к	1	2
326	первом случае	1	2
327	только одну	1	2
328	жизни и	6	2
329	это в	1	2
330	которая не	1	2
331	оттенить и	1	1
332	отношения к	1	1
333	одним из	1	1
334	в сфере	1	1
335	в строгом	2	1
336	не остается	1	1
337	есть форма	1	1
338	противоречия между	1	1
339	значении этого	1	1
340	тех же	1	1
341	искать в	1	1
342	бы для	1	1
343	мысли к	1	1
344	было как	1	1
345	чего не	2	1
346	отношения между	1	1
347	по преимуществу	3	1
348	в мыслях	2	1
349	мать и	1	1
