N	2gram	Tiupa_Hudo_1	Problemy
1	и в	14	43
2	и не	2	29
3	т е	4	26
4	может быть	5	23
5	как бы	7	22
6	не может	7	18
7	в пределах	3	16
8	как и	9	14
9	но и	5	14
10	и т	11	13
11	в этом	11	13
12	точки зрения	5	13
13	что он	9	13
14	в нем	3	12
15	в одном	1	12
16	слова в	2	12
17	не только	12	11
18	не в	7	11
19	по себе	2	11
20	и на	3	10
21	но в	5	10
22	как мы	3	10
23	в его	8	10
24	прежде всего	11	10
25	в сущности	1	9
26	еще не	7	9
27	он не	4	9
28	никогда не	6	9
29	т п	8	9
30	то же	9	8
31	слово не	2	8
32	лишь в	3	8
33	для него	10	8
34	с точки	3	8
35	и его	5	8
36	ведь и	1	7
37	перед нами	5	7
38	в самом	4	7
39	к себе	5	7
40	в то	8	7
41	в другом	2	7
42	в него	2	7
43	до сих	2	7
44	а не	12	7
45	о себе	1	7
46	что же	2	7
47	сих пор	2	7
48	к чужому	1	7
49	то что	8	7
50	так сказать	2	6
51	при этом	12	6
52	к одному	1	6
53	не как	1	6
54	в этих	5	6
55	что я	2	6
56	здесь не	2	6
57	приводит к	3	6
58	на свой	1	6
59	о нем	3	6
60	в том	12	6
61	у него	9	6
62	и все	4	6
63	самом деле	5	5
64	нам кажется	1	5
65	к другому	4	5
66	и он	5	5
67	установки на	1	5
68	но не	3	5
69	по отношению	8	5
70	слова на	1	5
71	хотя и	2	5
72	в себе	11	5
73	все эти	3	5
74	но ведь	1	5
75	на то	4	5
76	да и	2	5
77	и с	4	5
78	было бы	6	5
79	рядом с	1	5
80	в слове	1	5
81	но здесь	1	5
82	в речи	2	5
83	о том	12	5
84	никак не	2	5
85	и что	2	5
86	же время	8	5
87	слов и	1	5
88	так что	2	5
89	вовсе не	1	5
90	все это	2	5
91	бы в	1	5
92	а в	7	5
93	на фоне	2	5
94	героя и	5	5
95	отношению к	8	5
96	достоевского в	1	4
97	и до	1	4
98	а как	1	4
99	мы не	2	4
100	я не	1	4
101	с его	5	4
102	во всех	1	4
103	себе и	2	4
104	отличие от	1	4
105	там где	1	4
106	вот как	1	4
107	в своем	4	4
108	знаю что	1	4
109	в произведении	1	4
110	т д	3	4
111	если же	1	4
112	человека в	6	4
113	же не	1	4
114	может стать	1	4
115	далеко не	1	4
116	между собою	1	4
117	должно быть	2	4
118	в своей	10	4
119	установка на	1	4
120	в отличие	1	4
121	но он	3	4
122	их в	1	4
123	как его	3	4
124	в самой	1	4
125	или как	1	4
126	с другом	1	4
127	к тому	7	4
128	и это	4	4
129	только в	5	4
130	же и	1	4
131	так как	1	4
132	как раз	4	4
133	с другой	1	4
134	с оглядкой	1	4
135	до конца	2	4
136	не на	1	4
137	не могут	1	4
138	друг с	1	4
139	другого человека	1	4
140	но это	1	4
141	в результате	2	4
142	себе самому	3	4
143	что в	6	4
144	также и	1	3
145	мы уже	4	3
146	той же	2	3
147	не была	2	3
148	в виду	1	3
149	здесь нет	1	3
150	он сам	1	3
151	в одной	2	3
152	стороны и	1	3
153	в художественном	2	3
154	когда он	1	3
155	и к	4	3
156	более или	1	3
157	только на	2	3
158	чем у	1	3
159	никому не	1	3
160	реакции на	1	3
161	это не	7	3
162	в жизни	1	3
163	а за	1	3
164	такой же	3	3
165	или менее	1	3
