1	в том что	5	9
2	в то время	1	5
3	к тому же	1	5
4	с другой стороны	5	5
5	в то же	6	4
6	то же время	6	4
7	том что он	1	4
8	едва ли не	1	3
9	по отношению к	10	3
10	речь идет о	1	3
11	с одной стороны	2	3
12	о том что	1	3
13	именно потому что	1	2
14	то ни было	1	2
15	при этом что	1	2
16	как и в	1	2
17	в первую очередь	1	2
18	бы то ни	1	2
19	не в состоянии	1	2
20	точки зрения у	1	1
21	в том числе	2	1
22	к тому что	2	1
23	что иное как	1	1
24	ни в коем	2	1
25	я думаю что	1	1
26	но он не	2	1
27	состоит в том	4	1
28	состоит не в	1	1
29	что одна из	1	1
30	в отличие от	7	1
31	решающая роль в	1	1
32	что он не	1	1
33	во времени и	1	1
34	друг от друга	1	1
35	в самом начале	1	1
36	так и против	1	1
37	в отношении к	1	1
38	в зависимости от	1	1
39	не что иное	1	1
40	в значительной степени	2	1
41	с этой точки	1	1
42	только в условиях	1	1
43	а в другом	1	1
44	для того чтобы	2	1
45	вовсе не означает	1	1
46	как видно из	1	1
47	более или менее	5	1
48	если никто не	1	1
49	в соответствии с	1	1
50	так или иначе	2	1
51	тем не менее	3	1
52	так же как	1	1
53	перед лицом смерти	1	1
54	и прежде всего	2	1
55	и в том	1	1
56	и на его	1	1
57	подобно тому как	1	1
58	можно говорить о	1	1
59	в коем случае	2	1
60	этой точки зрения	1	1
61	в одном случае	1	1
62	может и не	1	1
