N	2gram	Losev_Vlad_1	Problema
1	то что	18	42
2	вовсе не	5	35
3	то есть	3	33
4	и в	31	32
5	и не	17	31
6	не есть	1	29
7	не просто	1	23
8	в этом	14	19
9	не менее	2	19
10	тем не	2	18
11	не только	24	17
12	потому что	11	16
13	в себе	4	15
14	в виде	3	15
15	а не	1	15
16	но в	12	14
17	у нас	6	14
18	указывает на	2	14
19	может быть	6	14
20	что мы	2	13
21	в нем	4	13
22	и тем	1	13
23	как раз	7	13
24	сказать что	7	13
25	том что	14	12
26	что в	14	12
27	так и	6	12
28	а именно	2	12
29	и т	2	11
30	также и	10	11
31	есть нечто	1	11
32	так как	8	11
33	о том	11	11
34	и даже	15	11
35	то же	6	10
36	отнюдь не	3	10
37	в этой	4	10
38	т д	2	10
39	об этом	7	10
40	ничего не	3	10
41	прежде всего	1	10
42	еще не	2	9
43	но не	3	9
44	раз и	3	9
45	того чтобы	2	9
46	же самое	1	9
47	и это	2	9
48	и что	6	9
49	но и	19	9
50	по своему	3	9
51	в данном	1	9
52	что же	5	9
53	в том	11	9
54	так же	1	9
55	в таком	1	9
56	и о	2	8
57	и на	3	8
58	все эти	3	8
59	на то	5	8
60	для того	2	8
61	было бы	2	8
62	он и	6	8
63	в своей	4	8
64	есть только	1	8
65	как нечто	1	8
66	даже и	9	8
67	не может	6	8
68	но это	3	8
69	во всех	1	7
70	тоже не	1	7
71	содержит в	1	7
72	ни в	2	7
73	в них	2	7
74	как мы	9	7
75	здесь не	3	7
76	никогда не	9	7
77	того что	2	7
78	что он	12	7
79	только в	9	7
80	тем что	2	7
81	такого рода	4	7
82	все это	5	7
83	и все	4	7
84	во всяком	2	7
85	и то	10	6
86	самом деле	1	6
87	на самом	1	6
88	и есть	1	6
89	есть не	1	6
90	но как	5	6
91	за пределы	3	6
92	и как	4	6
93	в самом	2	6
94	и если	5	6
95	при этом	2	6
96	это не	1	6
97	что такое	2	6
98	в то	8	6
99	таким образом	3	6
100	разного рода	6	6
101	и здесь	3	6
102	в его	12	6
103	этом смысле	4	6
104	так что	10	6
105	то и	2	6
106	в конце	9	6
107	о чем	1	6
108	как это	7	6
109	не существует	1	6
110	хотя и	4	6
111	совершенно не	2	6
112	не имеют	1	5
113	мы уже	7	5
114	она есть	1	5
115	в своем	4	5
116	то в	1	5
117	что она	2	5
118	но уже	1	5
119	далеко не	1	5
120	с тем	2	5
121	в котором	6	5
122	некоторого рода	1	5
123	связи с	1	5
124	и которые	1	5
125	можно сказать	6	5
126	для нас	4	5
127	в других	1	5
128	еще и	7	5
129	подобного рода	1	5
130	не знал	1	5
131	тем более	2	5
132	мы должны	2	5
133	в их	1	4
134	это совершенно	1	4
135	мы и	4	4
136	литературы и	1	4
137	совсем не	4	4
138	в истории	4	4
139	и вовсе	1	4
140	как в	3	4
141	как он	4	4
142	после этого	1	4
143	их в	1	4
144	не в	5	4
145	тому что	1	4
146	тем самым	2	4
147	и притом	3	4
148	и весь	2	4
149	а в	9	4
150	и искусства	1	4
151	истории философии	5	4
152	только то	1	4
153	в дальнейшем	8	4
154	не говоря	1	4
155	если бы	1	4
156	никак не	4	4
157	с целью	1	4
158	а также	5	4
159	и только	1	4
160	вообще и	1	4
161	в литературе	1	4
162	один из	4	4
163	философии и	11	4
164	только на	3	4
165	мы можем	1	4
166	именно в	1	4
167	и пр	1	4
168	не было	5	4
169	если не	3	4
170	и вообще	4	4
171	и для	2	4
172	в связи	3	4
173	или в	1	4
174	и ни	2	4
175	конце концов	3	4
176	же в	1	4
177	по поводу	12	4
178	только потому	1	3
179	не хочет	1	3
180	он всегда	1	3
181	каком случае	1	3
182	но она	3	3
183	того же	6	3
184	не нужно	1	3
185	в чем	2	3
186	а уже	1	3
187	что они	3	3
188	которые не	1	3
189	более или	3	3
190	учение о	2	3
191	но он	5	3
192	да и	4	3
193	он не	10	3
194	и еще	2	3
195	его от	1	3
196	но все	1	3
197	что все	2	3
198	же касается	4	3
199	чего он	1	3
200	в жизни	3	3
201	о которых	1	3
202	как и	4	3
203	и уже	1	3
204	несмотря на	4	3
205	на этот	6	3
206	нисколько не	2	3
207	или менее	3	3
208	в этих	1	3
209	точки зрения	2	3
210	бы мы	1	3
211	везде в	1	3
212	для которого	1	3
213	в отношении	3	3
214	дело в	4	3
215	только не	1	3
216	или как	1	3
217	и его	7	3
218	в каком	2	3
219	и вполне	1	3
220	к тому	3	3
221	для себя	2	3
222	ясно что	2	3
223	но отнюдь	1	3
224	о нем	7	3
225	искусства и	1	3
226	настоящее время	1	3
227	что его	4	3
228	к нему	4	3
229	этому поводу	1	3
230	и во	1	3
231	во всей	1	3
232	что здесь	1	3
233	мы увидим	3	3
234	никак нельзя	2	3
235	по этому	2	3
236	уже не	3	3
237	уже в	7	3
238	свидетельствует о	3	3
239	из них	2	3
240	говорит о	1	3
241	всяком случае	2	3
242	случае не	1	3
243	уже и	2	3
244	с другой	3	3
245	а наоборот	1	3
246	что не	1	3
247	обратить внимание	2	3
248	нужно сказать	1	3
249	однако и	1	3
250	сейчас же	1	3
251	пока еще	2	3
252	в настоящее	1	3
253	хотя бы	2	3
254	с ним	5	3
255	или не	1	3
256	хотя в	1	3
257	другой стороны	3	3
258	что понятие	1	3
259	себе не	1	3
260	он стоит	1	2
261	увидим ниже	3	2
262	мы здесь	1	2
263	и потому	6	2
264	и до	2	2
265	едва ли	3	2
266	по его	2	2
267	для своего	2	2
268	мы имеем	1	2
269	мы не	1	2
270	и ничего	1	2
271	что если	1	2
272	что иное	1	2
273	на себя	3	2
274	сказать о	1	2
275	значит и	1	2
276	он сам	2	2
277	иное как	1	2
278	говоря уже	1	2
279	с его	11	2
280	то он	6	2
281	мы будем	2	2
282	нет и	2	2
283	кроме того	7	2
284	сказать только	1	2
285	ясно и	1	2
286	не очень	5	2
287	есть его	1	2
288	в которой	4	2
289	таковы например	1	2
290	так или	1	2
291	он в	3	2
292	из этих	2	2
293	что к	3	2
294	говорят о	1	2
295	на его	3	2
296	ним на	1	2
297	а это	2	2
298	с такими	1	2
299	не будет	1	2
300	и с	14	2
301	это было	6	2
302	с другими	1	2
303	нас выше	1	2
304	для них	1	2
305	для чего	1	2
306	и того	1	2
307	мало кто	1	2
308	на первый	2	2
309	но если	1	2
310	не как	1	2
311	знаем что	2	2
312	философии ни	1	2
313	которые в	1	2
314	без всяких	1	2
315	что этот	3	2
316	и очень	3	2
317	необходимо сказать	2	2
318	таких случаях	1	2
319	еще очень	1	2
320	в таких	1	2
321	она не	1	2
322	что их	1	2
323	в науке	3	2
324	в нас	4	2
325	но только	3	2
326	это мы	2	2
327	следовательно и	1	2
328	больше чем	2	2
329	учения о	1	2
330	вернее сказать	1	2
331	и сама	1	2
332	в области	1	2
333	не потому	1	2
334	которого он	2	2
335	не могут	1	2
336	для такого	1	2
337	в окончательном	1	2
338	уже на	1	2
339	уже с	1	2
340	не содержит	1	2
341	что может	1	2
342	особенно в	1	2
343	и всегда	3	2
344	не стоит	1	2
345	на что	2	2
346	часто и	2	2
347	и который	2	2
348	нас в	1	2
349	и всю	1	2
350	этот последний	1	2
351	сразу же	1	2
352	и так	3	2
353	не мешает	1	2
354	со всеми	1	2
355	в качестве	6	2
356	от других	1	2
357	этот раз	4	2
358	одно из	1	2
359	для него	7	2
360	не для	1	2
361	с этими	3	2
362	как его	1	2
363	но что	3	2
364	должны сказать	1	2
365	новое качество	1	2
366	или иначе	1	2
367	человека а	1	2
368	что для	4	2
369	от другого	1	2
370	которых мы	1	2
371	его как	1	2
372	как именно	1	2
373	уже давно	1	2
374	вместе с	3	2
375	и особенно	4	2
376	множества разных	1	2
377	который мы	1	2
378	он будет	2	2
379	а потом	1	2
380	по существу	2	2
381	есть тот	1	2
382	в это	2	2
383	не будем	2	2
384	заставляет нас	1	2
385	о его	2	2
386	между прочим	11	2
387	известной степени	1	2
388	и часто	1	2
389	в результате	2	2
390	особого рода	2	2
391	собственно говоря	3	2
392	только что	2	2
393	логики и	1	2
394	петра i	1	2
395	этой области	2	2
396	гораздо больше	1	2
397	о своем	1	2
398	к его	3	2
399	не что	1	2
400	значение не	1	2
401	ее в	1	2
402	он часто	1	2
403	необходимым образом	1	1
404	дальнейшем мы	1	1
405	ту же	1	1
406	где же	2	1
407	что отнюдь	1	1
408	одним из	2	1
409	с с	1	1
410	будем приводить	1	1
411	течение всей	4	1
412	и объясняется	1	1
413	в разные	1	1
414	мысли а	1	1
415	которое мы	1	1
416	и больше	1	1
417	был и	1	1
418	отношения к	1	1
419	в году	30	1
420	той же	2	1
421	он ничего	1	1
422	г в	1	1
423	том насколько	1	1
424	своей философии	1	1
425	моменты его	1	1
426	в семье	3	1
427	нам в	1	1
428	этом не	2	1
429	который был	2	1
430	время как	1	1
431	хуже чем	1	1
432	литературы о	1	1
433	общем виде	1	1
434	я не	4	1
435	но даже	2	1
436	и считает	1	1
437	которые даже	1	1
438	с большим	1	1
439	и понятия	1	1
440	это время	3	1
441	и самого	1	1
442	в брак	1	1
443	может дать	1	1
444	первый план	2	1
445	нам представляется	3	1
446	бы то	1	1
447	во имя	1	1
448	до настоящего	1	1
449	то мы	3	1
450	а следовательно	1	1
451	заметим что	1	1
452	явлений и	1	1
453	в общем	3	1
454	к практическому	1	1
455	тут же	7	1
456	мы сейчас	7	1
457	другое и	1	1
458	рода примеры	1	1
459	относится к	1	1
460	и я	2	1
461	уверенность в	1	1
462	в течение	9	1
463	и поэтому	1	1
464	тем больше	1	1
465	поскольку они	1	1
466	дает нам	1	1
467	тут уже	1	1
468	все же	3	1
469	кто не	2	1
470	нас за	1	1
471	этом же	1	1
472	говорит что	4	1
473	на нас	1	1
474	его к	2	1
475	к другим	1	1
476	одновременно с	1	1
477	еще на	2	1
478	не приходится	1	1
479	многих из	1	1
480	ни один	1	1
481	мне не	1	1
482	себя к	1	1
483	за это	2	1
484	один от	1	1
485	выражение в	1	1
486	может считаться	1	1
487	им в	1	1
488	но его	2	1
489	тому же	2	1
490	и те	1	1
491	если он	1	1
492	но на	3	1
493	всей его	2	1
494	а скорее	1	1
