N	4gram	Bakhtin_Fr_3	KulturaY
1	в большей или меньшей	2	3
2	в то же время	6	3
3	большей или меньшей степени	2	3
4	можно было бы привести	1	2
5	о том что в	1	1
6	прежде всего тем что	1	1
7	не что иное как	1	1
8	бы то ни было	1	1
9	в нашем смысле но	1	1
10	одной и той же	2	1
11	до сих пор еще	1	1
12	все дело в том	1	1
13	дело в том что	1	1
14	языка но и для	1	1
15	какой бы то ни	1	1
16	по отношению же к	1	1
17	примеров можно было бы	1	1
18	в связи с этим	1	1
19	в данном очерке в	1	1
20	в узком смысле слова	1	1
21	есть не что иное	1	1
