N	3gram	Tiupa_Lite_2	Problemy
1	то же время	9	10
2	в то же	9	10
3	на самом деле	1	9
4	по отношению к	3	6
5	и прежде всего	1	4
6	той или иной	1	4
7	он не может	1	3
8	бы то ни	1	3
9	же время не	1	3
10	одно и то	2	3
11	то ни было	1	3
12	в конце концов	1	3
13	и то же	2	3
14	с другой стороны	4	3
15	не может быть	7	3
16	и наконец в	1	2
17	для этого необходимо	1	2
18	с точки зрения	3	2
19	и не может	1	2
20	и в то	1	2
21	в отличие от	1	2
22	можно было бы	1	2
23	в такой же	1	2
24	о мире и	1	2
25	подобно тому как	2	2
26	в том что	5	2
27	в него не	2	1
28	говорит о себе	1	1
29	обойтись без другого	1	1
30	становится для него	1	1
31	но даже и	1	1
32	в этом случае	2	1
33	что же касается	1	1
34	же время он	1	1
35	вместе с тем	1	1
36	что он не	1	1
37	все выше и	1	1
38	а так как	1	1
39	и т.д и	1	1
40	в третьем лице	1	1
41	за то что	2	1
42	во всей своей	1	1
43	по крайней мере	2	1
44	у него нет	1	1
45	и то что	1	1
46	к тому что	1	1
47	свое собственное слово	1	1
48	в данном случае	3	1
49	мы с тобою	1	1
50	что может быть	1	1
51	прежде всего в	1	1
52	но и не	1	1
53	как и само	1	1
54	я не могу	1	1
55	в свое время	2	1
56	о себе не	1	1
57	имел в виду	1	1
58	себе и т.д	1	1
59	в свою очередь	1	1
60	теперь же он	1	1
61	с обратным знаком	1	1
62	о том что	2	1
63	никогда не бывает	1	1
64	не только не	1	1
65	тем не менее	2	1
66	какого бы то	1	1
67	для него как	1	1
68	как мы видели	1	1
69	себя и других	1	1
70	для того чтобы	1	1
71	всей своей полноте	1	1
72	для него в	1	1
73	то же самое	1	1
74	в этом отношении	3	1
