N	2gram	Kanaev_Sov_1	KulturaY
1	и в	7	23
2	точки зрения	12	23
3	в том	4	22
4	не только	4	17
5	в этом	7	16
6	было бы	3	16
7	с точки	5	16
8	самом деле	2	14
9	может быть	12	14
10	в области	3	14
11	в самом	2	13
12	что в	2	13
13	не менее	2	12
14	вопрос о	4	11
15	том что	1	11
16	можно было	1	11
17	в его	2	11
18	а не	3	11
19	можно говорить	1	10
20	у нас	3	10
21	и не	6	10
22	еще не	3	9
23	таким образом	11	9
24	тем не	2	9
25	так как	4	9
26	прежде всего	5	9
27	зависимости от	4	8
28	если бы	1	8
29	уже не	2	8
30	до сих	1	8
31	сих пор	1	8
32	в зависимости	4	7
33	все эти	5	7
34	в нашем	2	7
35	должно быть	1	7
36	если мы	4	7
37	те же	1	7
38	и что	2	7
39	с другой	1	7
40	или иной	2	7
41	в данном	1	7
42	сказать что	1	7
43	то же	3	6
44	говорить о	2	6
45	с помощью	4	6
46	только в	1	6
47	при этом	3	6
48	ничего не	6	6
49	связи с	1	6
50	не может	17	6
51	могут быть	2	6
52	по себе	1	6
53	о том	1	6
54	тот же	2	6
55	и есть	2	5
56	в первом	3	5
57	как мы	2	5
58	независимо от	1	5
59	все же	3	5
60	хотя и	1	5
61	из этих	2	5
62	как бы	4	5
63	что она	3	5
64	как и	6	5
65	не в	3	5
66	вовсе не	1	5
67	не могут	2	5
68	той или	1	5
69	и должно	1	5
70	на которых	1	5
71	в связи	1	5
72	что же	5	5
73	не будем	2	5
74	но это	1	5
75	а в	4	5
76	совершенно не	2	5
77	того же	1	4
78	для нашей	1	4
79	точка зрения	1	4
80	в своем	1	4
81	в целом	4	4
82	том случае	1	4
83	ясно что	3	4
84	что такое	2	4
85	которые в	1	4
86	же мы	2	4
87	данном случае	1	4
88	для нас	3	4
89	один из	1	4
90	с одной	2	4
91	не случайно	1	4
92	не было	1	4
93	одной стороны	1	4
94	мы говорим	1	4
95	этом случае	1	4
96	в таком	2	4
97	на самом	1	3
98	это и	1	3
99	по преимуществу	1	3
100	той же	2	3
101	есть не	1	3
102	мы не	9	3
103	в ней	1	3
104	но не	1	3
105	то он	1	3
106	но как	1	3
107	по отношению	1	3
108	отнюдь не	3	3
109	и к	3	3
110	что это	2	3
111	он не	1	3
112	мы видели	4	3
113	но если	1	3
114	и более	1	3
115	случае когда	1	3
116	она не	1	3
117	в то	1	3
118	не имеет	1	3
119	в процессе	1	3
120	и именно	2	3
121	в результате	6	3
122	отметить что	1	3
123	это не	4	3
124	и только	1	3
125	вообще и	1	3
126	может иметь	2	3
127	этот вопрос	1	3
128	в какой	1	3
129	и действительно	1	3
130	уже в	3	3
131	в данной	1	3
132	ни в	1	3
133	именно в	1	3
134	и пр	2	3
135	xix века	1	3
136	когда мы	3	3
137	по существу	1	3
138	там где	1	3
139	но для	1	3
140	говорить что	1	3
141	это уже	1	3
142	мы должны	4	3
143	они не	1	3
144	тем же	2	2
145	к другому	1	2
146	отношению к	1	2
147	мы имеем	1	2
148	смысле можно	1	2
149	подчеркнуть что	1	2
150	быть в	1	2
151	отличие от	2	2
152	всю эту	1	2
153	дает нам	2	2
154	увидим что	1	2
155	но в	3	2
156	он в	3	2
157	в известном	1	2
158	и тот	1	2
159	как он	3	2
160	так сказать	2	2
161	же это	4	2
162	если же	2	2
163	и если	1	2
164	в корне	1	2
165	свое время	1	2
166	на этом	2	2
167	но все	2	2
168	это конечно	1	2
169	что все	2	2
170	значение в	2	2
171	его в	1	2
172	само собою	3	2
173	чем в	1	2
174	такой же	2	2
175	и при	1	2
176	мы называем	3	2
177	в отличие	2	2
178	и значит	1	2
179	точку зрения	4	2
180	раз и	1	2
181	отличается от	3	2
182	уже совершенно	1	2
183	так в	1	2
184	но мы	3	2
185	в дальнейшем	4	2
186	можно использовать	2	2
187	когда в	1	2
188	что дело	1	2
189	все те	2	2
190	если как	1	2
191	частном случае	1	2
192	а потому	1	2
193	не более	1	2
194	она может	2	2
195	известном смысле	1	2
196	может оказаться	1	2
197	о значении	2	2
198	тот или	2	2
199	все они	1	2
200	конечно не	1	2
201	то и	2	2
202	ни одного	1	2
203	не дает	2	2
204	который как	2	2
205	в одном	3	2
206	в некоторых	2	2
207	этой системы	1	2
208	эту сторону	1	2
209	говорим о	2	2
210	один и	1	2
211	на этот	2	2
212	чем же	1	2
213	вместе с	4	2
214	так же	1	2
215	в область	1	2
216	еще раз	1	2
217	как например	1	2
218	в условиях	5	2
219	все это	3	2
220	кроме того	1	2
221	указать на	1	2
222	еще более	2	2
223	не знает	1	2
224	равно как	1	2
225	только о	1	2
226	в свое	1	2
227	во всяком	2	2
228	же как	1	1
229	в объяснении	1	1
230	мере в	1	1
231	между двумя	1	1
232	на две	3	1
233	не имеют	1	1
234	значение но	1	1
235	из всех	1	1
236	да еще	1	1
237	и ничего	1	1
238	именно к	1	1
239	другую и	1	1
240	эта функция	1	1
241	для наших	1	1
242	мы без	1	1
243	между собой	3	1
244	он сам	1	1
245	его работы	1	1
246	бы то	1	1
247	еще одним	1	1
248	мы будем	1	1
249	и будет	2	1
250	нет и	4	1
251	его развития	3	1
252	конечно совершенно	1	1
253	же вопрос	1	1
254	мы снова	1	1
255	идет о	1	1
256	теперь только	1	1
257	с этим	2	1
258	процессе развития	1	1
259	собственно и	1	1
260	именно эта	1	1
261	чего же	1	1
262	роль играет	1	1
263	за собой	1	1
264	собою разумеется	2	1
265	в которой	2	1
266	мы получаем	3	1
267	одном случае	1	1
268	нами в	1	1
269	в общий	1	1
270	области так	1	1
271	и те	1	1
272	этот процесс	1	1
273	и таких	1	1
274	что сказать	1	1
275	нам только	1	1
276	одной и	1	1
277	от общего	1	1
278	в основу	1	1
279	в каждом	8	1
280	раз из	1	1
281	не будет	1	1
282	таким сложным	1	1
283	в другом	1	1
284	конечно в	2	1
285	те или	1	1
286	образом если	1	1
287	и мы	3	1
288	этом смысле	1	1
289	что один	1	1
290	ведь в	1	1
291	рядом с	1	1
292	все равно	1	1
293	этого не	1	1
294	для чего	1	1
295	другое дело	1	1
296	обратимся к	1	1
297	и становится	1	1
298	наука но	1	1
299	совершенно независимо	1	1
300	таким же	1	1
301	в такой	1	1
302	мы конечно	1	1
303	уже к	1	1
304	всяком случае	2	1
305	бы к	1	1
306	она в	1	1
307	представление о	1	1
308	то его	1	1
309	от его	1	1
310	много и	1	1
311	когда и	1	1
312	такое объяснение	1	1
313	и той	1	1
314	только такой	1	1
315	бы так	1	1
316	мы получим	3	1
317	по крайней	1	1
318	на другую	1	1
319	научной мысли	1	1
320	важную роль	1	1
321	у читателя	1	1
322	этом ее	1	1
323	поэтому что	1	1
324	зрения и	1	1
325	что с	1	1
326	полного и	1	1
327	элементом этой	1	1
328	на язык	1	1
329	же время	1	1
330	ровно ничего	1	1
331	есть такой	1	1
332	и его	1	1
333	свой основной	1	1
334	наших дней	1	1
335	тем легче	1	1
336	их по	1	1
337	каждый раз	6	1
338	представлять себе	2	1
339	ни о	1	1
340	он называет	1	1
341	не давая	1	1
342	же самое	2	1
343	на это	1	1
344	данной области	1	1
345	то ни	2	1
346	значении в	1	1
347	речи мы	1	1
348	но только	1	1
349	и такие-то	1	1
350	свою очередь	2	1
351	приводит к	2	1
352	легче будет	1	1
353	может дать	2	1
354	этого явления	1	1
355	никогда не	1	1
356	что каждый	1	1
357	по аналогии	1	1
358	каждого из	2	1
359	при одном	1	1
360	это только	1	1
361	мы в	1	1
362	на этой	3	1
363	одного из	1	1
364	может не	3	1
365	в вопросах	1	1
366	в конечном	1	1
367	к нему	1	1
368	или иные	1	1
369	свести все	1	1
370	во втором	1	1
371	удобной и	1	1
372	крайней мере	1	1
373	все время	1	1
374	быть и	2	1
375	каждая группа	1	1
376	к различным	1	1
377	для пояснения	1	1
378	мы видим	2	1
379	одной из	1	1
380	этого можно	1	1
381	не сказано	1	1
382	в себе	3	1
383	представляет для	1	1
384	не можем	7	1
385	говорить об	2	1
386	в виде	2	1
387	в начале	1	1
388	на ней	1	1
389	зрения современного	1	1
390	конечном счете	1	1
391	конечно нет	1	1
392	с совершенно	2	1
393	мы знаем	2	1
394	нуждаются в	1	1
395	и их	1	1
396	таким образам	1	1
397	но что	1	1
398	не думаем	1	1
399	бы все	1	1
400	из приведенных	1	1
401	новый не	1	1
402	с общим	2	1
403	же просто	1	1
404	который знает	1	1
405	этим вопросом	1	1
406	по своим	1	1
407	и прежде	1	1
408	такое же	1	1
409	и несколько	1	1
410	элементов и	1	1
411	а на	2	1
412	и составляет	1	1
413	основной вопрос	3	1
414	на эту	1	1
415	многочисленные случаи	1	1
416	больших и	1	1
417	так называемых	3	1
418	законов и	1	1
