N	3gram	Bakhtin_Pr_4	Literetu
1	то же время	5	7
2	в то же	5	7
3	в отличие от	3	5
4	к тому же	1	5
5	по отношению к	5	4
6	в данном случае	1	4
7	с одной стороны	1	4
8	о том что	2	4
9	в том что	2	4
10	в том числе	4	3
11	с точки зрения	9	3
12	не может быть	8	3
13	к себе самому	3	2
14	в самом деле	4	2
15	одной стороны и	1	2
16	не в одном	1	2
17	но и в	2	2
18	берет на себя	1	2
19	том числе и	3	2
20	не только в	1	2
21	но в отличие	1	2
22	так или иначе	1	2
23	а не как	1	2
24	с другой стороны	3	2
25	и вместе с	1	2
26	в одном из	2	2
27	той или иной	2	2
28	мы чувствуем что	1	1
29	в этом его	1	1
30	хотя и не	2	1
31	в той или	1	1
32	а затем и	1	1
33	и в словах	2	1
34	как бы не	1	1
35	друг от друга	1	1
36	оно должно быть	2	1
37	обойтись без другого	1	1
38	хотя бы и	1	1
39	так как мы	1	1
40	в себе и	1	1
41	одном из своих	1	1
42	а вне этого	1	1
43	почти никогда не	1	1
44	в значительной степени	1	1
45	там где есть	1	1
46	на этой почве	1	1
47	влияние на все	1	1
48	но при этом	1	1
49	в xix веке	1	1
50	в связи с	1	1
51	лишь тогда когда	1	1
52	и наконец в	1	1
53	как бы в	3	1
54	то есть от	2	1
55	между тем как	1	1
56	более или менее	3	1
57	только на то	1	1
58	как и всякое	1	1
59	романтизм принес с	1	1
60	при этом не	1	1
61	в каждом своем	1	1
62	никогда не бывает	1	1
63	к тому что	1	1
64	не знает что	1	1
65	в отношении к	2	1
66	сама по себе	2	1
67	в какой-то мере	1	1
68	героя никогда не	1	1
