N	2gram	Trubetskoy_1	slovoVRo
1	и в	14	39
2	может быть	9	37
3	и т	3	35
4	то есть	1	26
5	не только	9	24
6	и не	19	22
7	но и	10	21
8	не может	22	20
9	в нем	5	19
10	до конца	1	17
11	в этом	17	16
12	все это	6	16
13	так и	1	15
14	а не	2	14
15	человек и	1	14
16	во всех	5	12
17	в истории	1	11
18	вовсе не	1	10
19	и с	7	9
20	не в	4	9
21	языка и	1	9
22	таким образом	11	8
23	себя в	4	8
24	прежде всего	8	8
25	точки зрения	11	8
26	еще не	3	7
27	языком и	1	7
28	при этом	5	7
29	в этих	2	7
30	для него	6	7
31	с ним	2	7
32	никогда не	5	7
33	могут быть	1	7
34	как мы	1	7
35	язык и	1	7
36	в его	4	7
37	и даже	2	7
38	и потому	3	7
39	как бы	4	7
40	в сущности	1	6
41	но не	4	6
42	в своем	6	6
43	все же	4	6
44	и к	6	6
45	но в	2	6
46	все эти	2	6
47	значительной степени	1	6
48	как и	4	6
49	она не	2	6
50	в значительной	3	6
51	в большинстве	3	6
52	этом случае	3	6
53	жизни и	4	6
54	человека в	1	5
55	это не	1	5
56	том что	9	5
57	по себе	2	5
58	не могут	4	5
59	но все	1	5
60	той или	3	5
61	с другой	1	5
62	один из	1	5
63	в том	17	5
64	с ними	1	5
65	конечно не	5	5
66	уже не	2	5
67	и их	1	5
68	или иной	5	5
69	большинстве случаев	2	5
70	остается в	2	5
71	и для	6	5
72	только в	5	5
73	для нас	2	5
74	от него	2	5
75	и все	1	5
76	и наконец	2	5
77	отношения к	2	4
78	в зависимости	1	4
79	и на	5	4
80	по отношению	2	4
81	всех этих	3	4
82	то же	11	4
83	всех областях	1	4
84	его в	4	4
85	входит в	1	4
86	с другими	1	4
87	на почве	2	4
88	ни в	2	4
89	не менее	1	4
90	в то	10	4
91	одна из	3	4
92	в основе	1	4
93	же время	10	4
94	во всем	4	4
95	что оно	3	4
96	для этого	3	4
97	борьба с	1	4
98	для всех	6	4
99	и других	1	4
100	так как	4	4
