N	2gram	Voloshinov_1	Mirosoze
1	может быть	14	30
2	не только	4	29
3	и в	12	28
4	не может	16	28
5	но и	3	25
6	а не	5	25
7	он не	2	24
8	в этом	4	20
9	не было	1	18
10	у него	1	17
11	не в	4	16
12	в ней	6	15
13	в своей	3	15
14	никогда не	5	14
15	до конца	2	14
16	в нем	6	13
17	и он	1	12
18	и это	1	12
19	в самом	4	11
20	для него	3	11
21	и не	10	11
22	из подполья	1	10
23	в своем	2	10
24	в творчестве	3	10
25	было бы	1	10
26	что в	2	10
27	прежде всего	8	10
28	и потому	2	10
29	и все	2	10
30	и его	13	9
31	не есть	2	9
32	в его	2	9
33	в котором	3	8
34	но не	2	8
35	менее всего	1	7
36	но в	5	7
37	в себе	3	7
38	к нему	4	7
39	того что	3	7
40	нет ничего	2	7
41	должна быть	5	6
42	и на	4	6
43	все в	1	6
44	только в	6	6
45	вместе с	2	6
46	все это	3	6
47	человек и	1	6
48	в том	6	6
49	от нее	1	5
50	это не	2	5
51	как и	5	5
52	записок из	1	5
53	у нас	1	5
54	не могут	1	5
55	то что	5	5
56	это и	1	4
57	отношение к	4	4
58	за пределы	4	4
59	увидим что	1	4
60	не к	3	4
61	не как	1	4
62	и по	3	4
63	в них	3	4
64	в этих	2	4
65	точки зрения	14	4
66	она не	2	4
67	что и	2	4
68	уже не	4	4
69	уже в	2	4
70	есть уже	2	4
71	творчестве достоевского	1	4
72	с этой	2	4
73	от него	1	4
74	не знает	1	4
75	не знают	1	3
76	с его	2	3
77	природы это	1	3
78	когда он	3	3
79	когда человек	1	3
80	и вот	1	3
81	на этом	1	3
82	и с	3	3
83	то есть	1	3
84	его в	4	3
85	в жизни	5	3
86	для них	1	3
87	том что	5	3
88	но если	1	3
89	ничего не	2	3
90	в момент	2	3
91	к тому	1	3
92	в ее	1	3
93	только и	1	3
94	социальной среды	2	3
95	себя в	1	3
96	конечно не	3	3
97	одно из	1	3
98	не так	2	3
99	и их	1	3
100	так как	9	3
101	себя и	2	3
102	ко всем	2	3
103	должно быть	1	3
104	он должен	3	3
105	потому не	1	3
106	для нас	7	3
107	хотя бы	5	3
108	мы увидим	1	3
109	чтобы не	1	2
110	не остается	2	2
111	не хочет	1	2
112	проникает в	1	2
113	высшей степени	1	2
114	время как	1	2
115	в виду	5	2
116	литературы и	4	2
117	по отношению	11	2
118	себе и	1	2
119	относится к	2	2
120	в истории	1	2
121	как в	5	2
122	все же	4	2
123	и к	4	2
124	чего же	1	2
125	все эти	3	2
126	бы не	2	2
127	если бы	9	2
128	приходят к	1	2
129	с ней	1	2
130	входит в	1	2
131	на протяжении	1	2
132	который и	1	2
133	и мы	1	2
134	место в	2	2
135	от его	1	2
136	сих пор	3	2
137	природу и	1	2
138	с которой	1	2
139	в то	2	2
140	в основе	1	2
141	того чтобы	1	2
142	по своей	1	2
143	в каком	3	2
144	когда мы	1	2
145	есть только	1	2
146	могут быть	2	2
147	и уж	1	2
148	то время	1	2
149	и что	2	2
150	с ним	3	2
151	о том	3	2
152	и кровь	1	2
153	и во	1	2
154	и те	2	2
155	и она	1	2
156	и мир	1	2
157	жизни и	4	2
158	так называемый	1	2
159	ведь это	1	2
160	отношению к	11	2
161	как будто	1	2
162	даже и	1	2
163	момент в	1	2
164	в высшей	1	2
165	до сих	3	2
166	мы еще	1	2
167	и самый	1	2
168	его как	2	2
169	о чем	1	2
170	как бы	13	2
171	него не	1	2
172	его творчество	1	2
173	уж конечно	1	2
174	и для	3	2
175	не существует	1	2
176	оторвался от	1	2
177	отношении к	3	2
178	жизни в	1	2
179	в свою	1	2
180	сказать что	7	2
181	к этому	2	2
182	это художественное	1	1
183	я и	1	1
184	ту же	1	1
185	более глубокую	1	1
186	не вне	1	1
187	и то	2	1
188	на самом	4	1
189	в зависимости	2	1
190	определяется в	1	1
191	и взаимоотношения	1	1
192	мы имеем	2	1
193	мы не	3	1
194	психологическое но	1	1
195	не вполне	1	1
196	зависимости от	4	1
197	не способен	2	1
198	стороны его	1	1
199	еще не	3	1
200	во всех	1	1
201	тем как	2	1
202	то мы	1	1
203	самом деле	3	1
204	друг к	1	1
205	к которой	1	1
206	для других	2	1
207	в свои	1	1
208	что они	1	1
209	в одной	1	1
210	как к	3	1
211	в различные	1	1
212	кто не	1	1
213	его к	2	1
214	отказывается от	1	1
215	движение и	1	1
216	имеем в	2	1
217	во многих	1	1
218	похожее на	1	1
219	эти и	2	1
220	явление но	1	1
221	к одному	1	1
222	с таким	1	1
223	из него	2	1
224	значительной степени	1	1
225	же не	1	1
226	внешней социальной	1	1
227	они должны	1	1
228	к другу	1	1
229	на все	2	1
230	в душе	2	1
231	искусства в	1	1
232	не совпадает	1	1
233	зрения и	1	1
234	определяется тем	1	1
235	кажется что	1	1
236	ее истории	1	1
237	и вся	1	1
238	которой он	1	1
239	одна и	1	1
240	смысл и	2	1
241	можно найти	2	1
242	в такой	3	1
243	и без	1	1
244	противоречит самым	1	1
245	она в	1	1
246	что до	1	1
247	что я	1	1
248	нельзя было	1	1
249	точку зрения	2	1
250	делает его	2	1
251	обращение к	1	1
252	и более	3	1
253	не должно	1	1
254	и почти	1	1
255	бы но	1	1
256	вовсе не	1	1
257	в атмосфере	2	1
258	в отношении	2	1
259	между людьми	1	1
260	не менее	3	1
261	в обоих	1	1
262	в русской	1	1
263	он еще	1	1
264	мы все	4	1
265	различные стороны	1	1
266	чем не	1	1
267	и такой	1	1
268	а лишь	1	1
269	же он	1	1
270	не нужен	1	1
271	в области	1	1
272	от того	4	1
273	и оно	1	1
274	все то	1	1
275	бы это	1	1
276	оно не	2	1
277	и самое	2	1
278	и о	1	1
279	единство а	1	1
280	в пределах	3	1
281	не стремится	1	1
282	можно было	1	1
283	так и	4	1
284	не отражает	2	1
285	было в	1	1
286	по природе	2	1
287	жизнь и	1	1
288	является в	1	1
289	из одного	1	1
290	в содержании	1	1
291	собственно в	1	1
292	а к	2	1
293	их но	1	1
294	и та	2	1
295	человек занимает	1	1
296	в значительной	1	1
297	и только	1	1
298	и можно	1	1
299	во внутренней	1	1
300	все время	6	1
301	и наконец	3	1
302	мы уже	1	1
303	как явление	1	1
304	быть и	3	1
305	на которой	1	1
306	в новой	1	1
307	ли он	1	1
308	же этот	1	1
309	не имеющих	1	1
310	то он	1	1
311	между тем	3	1
312	в обществе	1	1
313	и ее	3	1
314	в эти	1	1
315	это ни	1	1
316	литературы в	1	1
317	оно всегда	1	1
318	участие в	1	1
319	его и	1	1
320	себе в	1	1
321	всяком случае	1	1
322	что она	1	1
323	в одном	1	1
324	произведения и	3	1
325	у нее	1	1
326	к ним	2	1
327	как его	1	1
328	нее не	1	1
329	характерны для	1	1
330	но из	1	1
331	одного только	1	1
332	рядом с	1	1
333	выходит за	1	1
334	только психологическое	1	1
335	и из	1	1
336	влияние на	2	1
337	к которому	1	1
338	и др	5	1
339	или о	1	1
340	что не	4	1
341	говорит о	1	1
342	это прежде	1	1
343	не на	1	1
344	в идиоте	1	1
345	точек зрения	3	1
346	для их	1	1
347	этом основании	1	1
348	не раскрывает	1	1
349	себя на	1	1
350	все более	1	1
351	вступает в	1	1
352	в частности	1	1
353	все основные	1	1
354	к его	2	1
355	подхода к	1	1
356	он будет	1	1
357	наряду с	1	1
358	да и	3	1
359	в содержание	3	1
360	ее пределы	1	1
361	и менее	1	1
362	комнаты и	1	1
363	более и	1	1
364	и увидели	1	1
365	является для	2	1
366	что мы	5	1
367	только для	1	1
368	но это	2	1
369	в смысле	1	1
370	протяжении всей	1	1
371	за его	2	1
372	только одна	1	1
373	уже на	1	1
374	к пониманию	1	1
375	человека для	1	1
376	бы даже	2	1
377	особого рода	1	1
378	находит свое	3	1
379	еще более	1	1
380	тем более	1	1
381	не должен	1	1
382	теряет свою	1	1
383	человеческого общества	2	1
384	обычно не	1	1
385	от всех	2	1
386	нему как	1	1
387	самой своей	1	1
388	но этот	2	1
389	культуры в	1	1
390	та же	1	1
391	выходят за	2	1
392	на это	2	1
393	в искусстве	1	1
394	с первого	1	1
395	и эта	1	1
396	так же	3	1
397	во всяком	1	1
398	они не	1	1
399	слова это	1	1
