N	2gram	Trubetskoy_1	Poddanst
1	не только	10	17
2	и в	26	14
3	и не	8	12
4	в области	9	11
5	в этом	15	10
6	в отношении	6	10
7	в качестве	3	9
8	но в	7	9
9	то же	4	9
10	в том	11	9
11	хотя бы	3	8
12	только в	4	7
13	в то	4	7
14	же время	2	7
15	в ней	1	6
16	было бы	1	6
17	но и	9	6
18	в смысле	4	6
19	в которых	4	5
20	с другой	8	5
21	может быть	10	5
22	и пр	1	5
23	не в	2	5
24	и о	3	5
25	если бы	3	4
26	а также	2	4
27	в своем	3	4
28	и к	5	4
29	как бы	12	4
30	и если	3	4
31	европейской культуры	3	4
32	том что	7	4
33	не может	4	4
34	и потому	6	4
35	в котором	4	4
36	по себе	1	4
37	на пути	2	4
38	что в	9	4
39	мы должны	6	4
40	же в	1	4
41	а в	4	4
42	то что	7	4
43	мы не	1	3
44	между тем	2	3
45	это не	1	3
46	вслед за	2	3
47	и как	3	3
48	тот же	2	3
49	с ними	1	3
50	с одной	7	3
51	в себе	6	3
52	в нем	4	3
53	сами по	1	3
54	в россии	2	3
55	для того	5	3
56	заключается в	1	3
57	прежде всего	2	3
58	одной стороны	7	3
59	с тем	18	3
60	что мы	2	3
61	с точки	6	3
62	но не	8	3
63	могут быть	1	3
64	потому что	7	3
65	точки зрения	13	3
66	и это	2	2
67	отношения к	1	2
68	в сфере	1	2
69	значительной мере	2	2
70	в ее	1	2
71	и есть	1	2
72	в мире	5	2
73	было в	1	2
74	есть не	1	2
75	по сравнению	2	2
76	к началу	1	2
77	которое в	1	2
78	в значительной	3	2
79	во всех	2	2
80	в которую	1	2
81	если в	3	2
82	в общем	8	2
83	во всей	1	2
84	в русском	2	2
85	с этим	1	2
86	того что	3	2
87	помнить что	1	2
88	к чему	1	2
89	думать что	1	2
90	в начале	2	2
91	главным образом	8	2
92	и других	1	2
93	в его	5	2
94	из них	7	2
95	в виде	4	2
96	не к	2	2
97	в силу	5	2
98	как раз	1	2
99	и с	10	2
100	может ли	2	2
101	именно в	2	2
102	мира с	1	2
103	в жизни	1	2
104	православная церковь	1	2
105	в них	2	2
106	весьма вероятно	1	2
107	не было	2	2
108	а не	5	2
109	должно быть	1	2
110	нужно было	1	2
111	в эту	2	2
112	в европе	1	2
113	духовную жизнь	1	2
114	культуры в	1	2
115	не менее	3	2
116	все это	6	2
117	на этих	1	2
118	русский народ	3	2
119	мысль о	2	2
120	да и	1	2
121	тем более	1	2
122	заключает в	2	2
123	может и	1	2
124	так называемые	3	2
125	как на	8	2
126	том числе	5	2
127	от этой	1	1
128	в русских	2	1
129	же как	3	1
130	с другом	5	1
131	и через	1	1
132	связана с	2	1
133	которого в	1	1
134	и нижним	1	1
135	тем и	2	1
136	как известно	1	1
137	пусть эта	1	1
138	как по	1	1
139	тем же	1	1
140	в определенный	1	1
141	в себя	1	1
142	культуры и	3	1
143	к жизни	5	1
144	идет речь	1	1
145	культуры на	2	1
146	к смерти	1	1
147	на нее	3	1
148	целому ряду	1	1
149	те же	2	1
150	заставить их	1	1
151	не с	2	1
152	особенно в	2	1
153	что уже	1	1
154	в эпоху	7	1
155	для этого	2	1
156	духовной и	1	1
157	европеизации в	1	1
158	сам как	1	1
159	не вполне	3	1
160	оно есть	1	1
161	мировоззрения не	1	1
162	с ее	1	1
163	и ее	1	1
164	том виде	2	1
165	именно потому	1	1
166	мы и	1	1
167	эти явления	1	1
168	и здесь	2	1
169	области религиозной	1	1
170	характер этого	1	1
171	может не	1	1
172	не означает	1	1
173	настоящее время	1	1
174	и что	4	1
175	притом в	1	1
176	еще не	2	1
177	и на	2	1
178	с того	2	1
179	ибо существование	1	1
180	с его	2	1
181	тюрков и	1	1
182	в лесах	1	1
183	различия между	2	1
184	связь между	1	1
185	сменяют друг	1	1
186	бы часть	1	1
187	в православии	1	1
188	грань между	2	1
189	более как	1	1
190	что и	6	1
191	отличие от	1	1
192	греховности и	1	1
193	востока и	2	1
194	них в	1	1
195	все существующее	2	1
196	в рамках	3	1
197	и мир	2	1
198	оставаясь в	1	1
199	тех пор	2	1
200	все же	6	1
201	обе эти	1	1
202	мы видим	1	1
203	более или	5	1
204	русское благочестие	2	1
205	в самом	4	1
206	только то	1	1
207	в которой	3	1
208	бы и	1	1
209	что это	3	1
210	или его	1	1
211	их не	1	1
212	формы в	1	1
213	могли бы	1	1
214	представляет собой	3	1
215	чуть ли	1	1
216	в творениях	1	1
217	из этих	10	1
218	себя в	1	1
219	отчасти и	1	1
220	и будущее	1	1
221	что его	1	1
222	сливаются в	1	1
223	уже в	2	1
224	только на	1	1
225	на то	2	1
226	если он	1	1
227	был элемент	1	1
228	не могла	2	1
229	веры и	1	1
230	связывается с	3	1
231	соприкасается с	1	1
232	под ногами	1	1
233	из этой	2	1
234	тем чтобы	5	1
235	мы знаем	1	1
236	вероятно что	1	1
237	есть как	2	1
238	с западом	1	1
239	одно из	2	1
240	не как	2	1
241	иначе как	1	1
242	русской стихии	5	1
243	богов и	5	1
244	к ним	3	1
245	друг друга	1	1
246	чтобы в	1	1
247	мы можем	2	1
248	и только	4	1
249	и по	4	1
250	прежде чем	1	1
251	с собой	1	1
252	основные черты	1	1
253	значительной части	2	1
254	от нее	1	1
255	и духовные	1	1
256	многих других	1	1
257	представляют собой	1	1
258	связанные с	7	1
259	из двух	1	1
260	не были	1	1
261	возможно что	1	1
262	ней и	1	1
263	и некоторой	1	1
264	или иной	2	1
265	из всех	3	1
266	на этой	1	1
267	ясно что	3	1
268	его в	1	1
269	русской интеллигенции	2	1
270	в душе	1	1
271	живет в	1	1
272	выйдет из	1	1
273	совершенно ясно	1	1
274	весь мир	1	1
275	а с	7	1
276	есть несколько	1	1
277	русской культуры	15	1
278	в ином	1	1
279	с богом	1	1
280	выступает в	2	1
281	далеко не	4	1
282	в этой	4	1
283	черты в	1	1
284	как и	1	1
285	существующее в	1	1
286	верхами и	2	1
287	технических средств	1	1
288	относящиеся к	1	1
289	подходя к	2	1
290	в одно	2	1
291	и западных	1	1
292	должна была	2	1
293	эту эпоху	1	1
294	и путь	1	1
295	или менее	5	1
296	и при	3	1
297	и любовью	1	1
298	люди и	1	1
299	так же	5	1
300	и особенно	2	1
301	за тем	1	1
302	представить себе	1	1
303	всяком случае	6	1
304	от церкви	1	1
305	хозяйственной жизни	1	1
306	ли они	2	1
307	прийти к	1	1
308	что именно	2	1
309	место в	1	1
310	на каждом	1	1
311	поскольку они	1	1
312	в отличие	1	1
313	в данном	1	1
314	сравнению с	2	1
315	значительную часть	1	1
316	можно говорить	1	1
317	есть проблема	1	1
318	эти последние	1	1
319	эти черты	2	1
320	на какие	1	1
321	как к	1	1
322	и более	1	1
323	там где	1	1
324	или что	1	1
325	друг с	5	1
