N	2gram	Tiupa_Lite_2	Vladivir
1	вл соловьева	1	152
2	и в	19	30
3	в году	5	24
4	в этом	9	20
5	то что	7	20
6	у него	2	19
7	и не	11	18
8	в том	10	18
9	и с	3	14
10	что он	3	13
11	в конце	2	13
12	не только	8	12
13	том что	7	12
14	что в	4	12
15	как мы	1	11
16	в его	4	11
17	а в	3	11
18	а также	2	10
19	не было	2	10
20	и даже	8	10
21	все же	2	9
22	было бы	2	9
23	не в	4	9
24	в то	9	9
25	не может	9	9
26	для него	4	9
27	потому что	2	9
28	в своем	1	8
29	но в	2	8
30	что же	1	8
31	не мог	1	8
32	связи с	1	8
33	но и	10	8
34	вместе с	5	8
35	до конца	2	7
36	то есть	5	7
37	которую он	1	7
38	точки зрения	4	7
39	никогда не	3	7
40	не менее	6	7
41	в эти	1	7
42	может быть	17	7
43	а не	20	7
44	как это	2	7
45	для нас	2	7
46	и все	1	7
47	он был	1	6
48	и к	2	6
49	в себе	6	6
50	тем не	2	6
51	и его	3	6
52	у нас	5	6
53	а именно	3	6
54	еще и	1	6
55	прежде всего	4	6
56	к этому	1	6
57	жизни и	4	6
58	того же	4	5
59	и то	3	5
60	и я	1	5
61	то в	2	5
62	все эти	1	5
63	при этом	6	5
64	же касается	1	5
65	как и	10	5
66	в своей	1	5
67	так как	3	5
68	для себя	2	5
69	так и	7	5
70	с ним	2	5
71	и что	2	5
72	того что	5	5
73	тот же	2	5
74	так что	4	5
75	как бы	2	5
76	в основном	1	5
77	в результате	2	5
78	из этого	1	5
79	то же	12	4
80	той же	2	4
81	я не	5	4
82	и он	3	4
83	в ней	4	4
84	и на	6	4
85	что это	1	4
86	в целом	2	4
87	в этой	3	4
88	в нем	3	4
89	он не	5	4
90	его в	1	4
91	и мы	1	4
92	мы с	3	4
93	в этих	1	4
94	по крайней	2	4
95	и о	1	4
96	здесь не	1	4
97	можно сказать	1	4
98	о том	2	4
99	вовсе не	2	4
100	крайней мере	2	4
101	со стороны	3	4
102	именно в	1	4
103	так же	1	4
104	в это	1	4
105	с этой	2	4
106	но это	3	4
107	в начале	3	4
108	и наконец	2	4
109	ко всему	2	4
110	него в	1	4
111	отношения к	1	3
112	едва ли	4	3
113	и вот	1	3
114	именно к	1	3
115	во всех	3	3
116	но не	5	3
117	отличие от	1	3
118	как в	1	3
119	и как	3	3
120	поскольку в	3	3
121	всех этих	1	3
122	таким образом	1	3
123	должен был	1	3
124	в них	2	3
125	в отношении	1	3
126	с точки	3	3
127	не столько	3	3
128	в отличие	1	3
129	что я	2	3
130	но он	1	3
131	в россии	2	3
132	вплоть до	3	3
133	только и	1	3
134	же время	9	3
135	в области	4	3
136	он и	2	3
137	и вполне	1	3
138	сравнительно с	1	3
139	вот и	1	3
140	никак не	1	3
141	впрочем не	2	3
142	что и	2	3
143	уже не	2	3
144	я в	7	3
145	уже в	2	3
146	здесь мы	1	3
147	даже и	2	3
148	наконец в	2	3
149	после прочтения	1	3
150	не говоря	2	3
151	конце концов	1	3
152	нет ничего	1	3
153	из трех	1	3
154	в данном	3	3
155	по существу	3	3
156	своей жизни	1	3
157	под названием	2	3
158	и для	3	3
159	еще более	1	3
160	хотя бы	2	3
161	в свою	1	3
162	в таком	1	3
163	я и	4	2
164	цели но	2	2
165	но тем	4	2
166	и до	2	2
167	приходит к	1	2
168	его не	1	2
169	жизни по	1	2
170	на первом	2	2
171	не вполне	2	2
172	как я	3	2
173	ему в	1	2
174	но то	1	2
175	в будущем	1	2
176	при жизни	1	2
177	а он	1	2
178	себе и	3	2
179	он пишет	1	2
180	как к	3	2
181	году но	1	2
182	я должен	1	2
183	это тоже	1	2
184	к числу	1	2
185	он на	2	2
186	и хотя	1	2
187	в самом	1	2
188	еще один	1	2
189	во многих	1	2
190	как он	2	2
191	на то	1	2
192	а к	2	2
193	в статье	1	2
194	мысли и	2	2
195	же это	1	2
196	том чтобы	3	2
197	и сам	2	2
198	на земле	1	2
199	и по	1	2
200	на этом	2	2
201	это не	1	2
202	он же	1	2
203	с тем	2	2
204	а за	2	2
205	которой он	1	2
206	мы видели	1	2
207	мы не	4	2
208	еще в	4	2
209	общего дела	4	2
210	в их	3	2
211	к той	1	2
212	их в	1	2
213	однако в	6	2
214	даже в	4	2
215	а вот	1	2
216	то с	2	2
217	не имеет	1	2
218	того как	1	2
219	и притом	1	2
220	того чтобы	1	2
221	того и	1	2
222	казалось бы	1	2
223	в русском	2	2
224	всей жизни	1	2
225	а мы	1	2
226	уже о	2	2
227	к тому	1	2
228	можно и	1	2
229	но по	1	2
230	в виду	2	2
231	свою очередь	1	2
232	говоря уже	2	2
233	не могу	2	2
234	данном случае	3	2
235	ничего не	3	2
236	со своей	2	2
237	нам представляется	2	2
238	после того	1	2
239	в чем	1	2
240	в сущности	3	2
241	и жизни	3	2
242	себя в	6	2
243	он сам	1	2
244	а то	1	2
245	ни с	1	2
246	себе в	1	2
247	в новом	1	2
248	мы находим	1	2
249	друг друга	2	2
250	бытия и	1	2
251	но уже	2	2
252	ее на	1	2
253	для того	2	2
254	как у	1	2
255	и прежде	1	2
256	во второй	1	2
257	что не	2	2
258	мы сами	2	2
259	стремится к	1	2
260	в частности	4	2
261	к его	1	2
262	и потому	1	2
263	в ноябре	1	2
264	наряду с	1	2
265	такого рода	9	2
266	можно было	1	2
267	годов в	1	2
268	в стихотворении	13	2
269	и от	1	2
270	к этой	2	2
271	чувствовал себя	1	2
272	же в	2	2
273	жизни в	4	2
274	о своем	1	2
275	в сравнении	2	2
276	есть и	1	2
277	можно назвать	1	2
278	в своих	2	2
279	гораздо более	1	2
280	этом свете	1	1
281	с новыми	1	1
282	если б	1	1
283	и т	2	1
284	одним из	3	1
285	в этот	1	1
286	и др	3	1
287	я перед	1	1
288	отношений в	1	1
289	от самого	1	1
290	отношения между	1	1
291	по преимуществу	2	1
292	смерть в	1	1
293	и за	2	1
294	поэзии и	2	1
295	есть не	1	1
296	в первый	2	1
297	из своих	2	1
298	он как	1	1
299	а для	1	1
300	вас не	1	1
301	требует от	1	1
302	я услышал	1	1
303	жизни как	2	1
304	но даже	1	1
305	начала в	1	1
306	о судьбе	1	1
307	ним и	1	1
308	думаю что	1	1
309	мне что	1	1
310	бы то	1	1
311	истории в	1	1
312	самом деле	1	1
313	то он	1	1
314	б с	1	1
315	но как	2	1
316	не все	1	1
317	если в	2	1
318	жизни все	1	1
319	не просто	1	1
320	земле в	1	1
321	нет и	1	1
322	в произведениях	1	1
323	более чем	1	1
324	общего с	1	1
325	его сердце	1	1
326	о жизни	1	1
327	как нам	1	1
328	этом же	1	1
329	когда он	1	1
330	как уже	2	1
331	что по	1	1
332	работает в	1	1
333	ноябре года	1	1
334	его дела	1	1
335	самом начале	1	1
336	себе не	2	1
337	в противоположность	2	1
338	и свою	1	1
339	этой цели	1	1
340	за собой	1	1
341	гораздо раньше	1	1
342	себе как	1	1
343	лежит на	1	1
344	в нашем	2	1
345	право на	3	1
346	быть живым	1	1
347	времени не	1	1
348	уже тогда	1	1
349	одно что	1	1
350	и еще	2	1
351	на том	1	1
352	в тот	1	1
353	этой книге	1	1
354	не к	2	1
355	и сказал	1	1
356	свое время	2	1
357	всех своих	3	1
358	это конечно	1	1
359	то ни	1	1
360	им как	1	1
361	с позиций	1	1
362	а по	1	1
363	его личности	1	1
364	в свое	2	1
365	он есть	1	1
366	по мысли	1	1
367	например с	1	1
368	в жизни	2	1
369	все равно	2	1
370	далеко не	1	1
371	но лишь	3	1
372	мы имеем	1	1
373	всю жизнь	1	1
374	между собою	1	1
375	он внутренне	1	1
376	здесь все	1	1
377	такой же	3	1
378	перед своим	1	1
379	мной так	1	1
380	не так	2	1
381	от своего	1	1
382	поэтического творчества	1	1
383	в такой	2	1
384	и без	2	1
385	место в	1	1
386	что до	1	1
387	оказывается что	1	1
388	своего рода	13	1
389	не путем	1	1
390	слово что	1	1
391	не раз	2	1
392	но эта	1	1
393	далека от	1	1
394	вещей и	1	1
395	что этот	1	1
396	него просто	1	1
397	случае мы	1	1
398	было но	1	1
399	сам говорит	1	1
400	шла о	1	1
401	произведения как	1	1
402	на рубеже	1	1
403	но они	1	1
404	в русской	4	1
405	все мы	1	1
406	вообще является	1	1
407	путь и	3	1
408	но только	2	1
409	не могло	1	1
410	только не	1	1
411	каждый из	4	1
412	и всегда	1	1
413	в отношениях	1	1
414	этих двух	1	1
415	базируется на	1	1
416	во всем	1	1
417	не нам	1	1
418	в сознании	1	1
419	перед ним	2	1
420	бытия не	2	1
421	здоровья и	1	1
422	бытия как	1	1
423	свое собственное	1	1
424	личной судьбы	1	1
425	сравнении с	2	1
426	ли не	4	1
427	что со	1	1
428	все еще	2	1
429	ничего общего	1	1
430	стихотворении с	1	1
431	в собственном	1	1
432	исторической жизни	1	1
433	только то	1	1
434	в себя	3	1
435	но мы	1	1
436	всей своей	3	1
437	так в	5	1
438	слова а	1	1
439	и перед	1	1
440	на нее	1	1
441	лет назад	1	1
442	за то	2	1
443	еще не	2	1
444	он писал	1	1
445	раз не	1	1
