N	3gram	Vygotskiy__1	Dialekti
1	и т д	1	15
2	с точки зрения	18	9
3	в том что	15	9
4	по крайней мере	1	7
5	это значит что	1	7
6	не может быть	5	6
7	то же время	2	6
8	в то же	2	6
9	сама по себе	1	5
10	для того чтобы	15	5
11	в этом смысле	1	4
12	само по себе	1	4
13	и тем более	1	4
14	только тогда когда	2	4
15	и той же	2	3
16	есть прежде всего	2	3
17	в чем заключается	1	3
18	одной и той	2	3
19	и в этом	1	3
20	или по крайней	1	3
21	на то что	3	3
22	то же что	1	3
23	в чем же	1	2
24	но если так	1	2
25	как и все	1	2
26	и в то	1	2
27	сам по себе	3	2
28	в собственном смысле	5	2
29	точно так же	1	2
30	с этой точки	1	2
31	ту или иную	1	2
32	этой точки зрения	1	2
33	по сравнению с	5	2
34	что оно есть	1	2
35	от того что	2	2
36	то что мы	1	2
37	в свою очередь	3	2
38	и в частности	2	2
39	тем не менее	1	2
40	даже тогда когда	1	1
41	что в результате	1	1
42	в силу этого	3	1
43	другой стороны в	1	1
44	не могло не	1	1
45	это так то	1	1
46	прежде всего в	2	1
47	дело в том	1	1
48	должны сказать что	1	1
49	ясно что с	1	1
50	что перед нами	2	1
51	что в данном	1	1
52	отличаются друг от	1	1
53	в силу того	1	1
54	же как и	4	1
55	на первый план	2	1
56	во всем учении	1	1
57	что с точки	1	1
58	именно в этом	2	1
59	в зависимости от	2	1
60	только для того	1	1
61	в отличие от	1	1
62	так как мы	1	1
63	можно сказать что	4	1
64	и именно в	1	1
65	в себе и	1	1
66	то что я	1	1
67	в одинаковой мере	1	1
68	в своем исследовании	1	1
69	то понятие которое	1	1
70	и то что	1	1
71	в жизни и	1	1
72	если это так	1	1
73	первый план то	1	1
74	содержит в себе	1	1
75	в данном случае	2	1
76	мы видели уже	1	1
77	если бы мы	1	1
78	не только в	1	1
79	в конце концов	1	1
80	в сущности это	1	1
81	которая заключается в	1	1
82	и при этом	1	1
83	и как бы	1	1
84	в природе и	1	1
85	мы будем говорить	1	1
86	если мы хотим	2	1
87	и главным образом	1	1
88	не в силах	1	1
89	однако ясно что	1	1
90	я не могу	2	1
91	из объединения этих	1	1
92	не мог не	1	1
93	а вместе с	1	1
94	но тем не	1	1
95	то обстоятельство что	1	1
96	мы должны сказать	1	1
97	о том что	6	1
98	не имеет никакой	1	1
99	и вместе с	1	1
100	хотя бы в	1	1
101	не только не	1	1
102	и не может	1	1
103	лежащее в основе	1	1
104	речь идет о	2	1
105	но все же	1	1
106	может быть выражено	1	1
107	с другой стороны	9	1
108	друг от друга	3	1
109	которые могут быть	1	1
110	в каком отношении	1	1
111	это случайно возникшее	1	1
112	а именно в	1	1
113	не сама по	1	1
114	ничего принципиально нового	1	1
115	из того что	5	1
116	мы только что	2	1
117	поэтому если мы	1	1
118	той или иной	1	1
