N	2gram	Losev_Dial_1	Russkaja
1	не может	12	22
2	и не	30	19
3	в том	9	17
4	в этом	12	17
5	и в	18	14
6	с другом	1	14
7	друг с	1	14
8	то что	13	13
9	то же	10	11
10	точки зрения	17	11
11	таким образом	1	11
12	в то	6	10
13	же время	4	10
14	но и	7	10
15	в себе	11	9
16	не только	13	9
17	том что	9	9
18	с точки	12	9
19	может быть	17	9
20	во всяком	4	9
21	того чтобы	1	8
22	прежде всего	10	8
23	самом деле	3	7
24	отнюдь не	9	7
25	и если	1	7
26	к богу	3	7
27	и с	5	7
28	в данном	3	7
29	к тому	4	7
30	не будет	1	7
31	о том	4	7
32	мы должны	5	7
33	ни к	2	7
34	если в	3	6
35	в своем	5	6
36	и к	1	6
37	и при	2	6
38	если бы	12	6
39	все это	11	6
40	и для	2	6
41	для того	2	6
42	что он	11	6
43	всяком случае	2	6
44	для него	2	6
45	на самом	3	6
46	а между	1	5
47	вопрос о	2	5
48	во всех	1	5
49	на то	5	5
50	в нем	16	5
51	при этом	1	5
52	он не	3	5
53	было бы	12	5
54	в своей	2	5
55	никогда не	9	5
56	потому что	14	5
57	между тем	1	5
58	а потому	1	5
59	и только	1	5
60	только в	3	5
61	хотя бы	6	5
62	конечно не	3	5
63	или иной	3	5
64	до сих	2	5
65	по существу	1	5
66	сих пор	2	5
67	а в	5	5
68	жизни в	1	5
69	и то	9	4
70	но не	4	4
71	себе и	2	4
72	себя в	1	4
73	все же	5	4
74	более или	3	4
75	не в	6	4
76	в этой	1	4
77	в корне	2	4
78	на земле	2	4
79	его в	1	4
80	как и	2	4
81	или менее	3	4
82	в их	3	4
83	точку зрения	3	4
84	во всем	2	4
85	а лишь	3	4
86	ли это	3	4
87	от того	1	4
88	не могут	1	4
89	когда они	1	4
90	идет речь	2	4
91	в мире	2	4
92	можно было	5	4
93	в его	3	4
94	так как	11	4
95	со стороны	2	4
96	вместе с	1	4
97	что же	3	4
98	как бы	11	4
99	жизни и	3	4
100	что в	13	4
101	к этой	1	4
102	все что	1	4
103	и т	21	3
104	то в	7	3
105	и этот	1	3
106	говорить о	5	3
107	в будущем	1	3
108	и ни	6	3
109	еще не	2	3
110	он сам	5	3
111	самих себя	1	3
112	из этих	2	3
113	что они	3	3
114	в самом	3	3
115	что это	11	3
116	главным образом	1	3
117	на том	1	3
118	и по	1	3
119	в другом	2	3
120	для них	1	3
121	о которых	2	3
122	несмотря на	10	3
123	должно быть	3	3
124	всех этих	3	3
125	но если	5	3
126	и сейчас	2	3
127	знаем что	1	3
128	том чтобы	1	3
129	можно ли	1	3
130	связи с	1	3
131	в сознании	3	3
132	то это	4	3
133	что оно	5	3
134	той или	7	3
135	что все	1	3
136	может только	1	3
137	для этого	2	3
138	при котором	1	3
139	но мы	1	3
140	что и	3	3
141	того что	2	3
142	в качестве	2	3
143	в виде	2	3
144	из них	2	3
145	в конце	4	3
146	именно в	2	3
147	что для	3	3
148	не было	6	3
149	и потому	3	3
150	да и	6	3
151	при условии	3	3
152	она может	1	3
153	о котором	1	3
154	конце концов	3	3
155	и как	7	3
156	все они	1	3
157	не есть	40	3
158	из этого	1	3
159	речь идет	1	2
160	говоря о	2	2
161	бы для	1	2
162	и есть	16	2
163	должна быть	3	2
164	к чему	1	2
165	но она	3	2
166	на себя	1	2
167	но даже	1	2
168	в ней	3	2
169	в таком	1	2
170	не просто	7	2
171	друг от	1	2
172	сама по	8	2
173	с этим	2	2
174	помнить что	2	2
175	и наконец	1	2
176	но в	6	2
177	не можем	1	2
178	это есть	9	2
179	все эти	2	2
180	что ничего	1	2
181	раз навсегда	1	2
182	не к	1	2
183	и вот	6	2
184	свое учение	2	2
185	мы уже	1	2
186	того или	1	2
187	на почве	1	2
188	по себе	25	2
189	и тем	1	2
190	этого не	1	2
191	и тогда	2	2
192	нисколько не	4	2
193	в этих	5	2
194	будет в	2	2
195	что такое	10	2
196	могут не	1	2
197	в котором	4	2
198	место в	1	2
199	в силу	1	2
200	другом и	1	2
201	друг другу	3	2
202	и более	4	2
203	для нее	2	2
204	тому что	3	2
205	она не	6	2
206	как акт	1	2
207	каждого отдельного	1	2
208	для нас	1	2
209	у него	1	2
210	больше чем	1	2
211	людей и	1	2
212	и является	2	2
213	как будто	1	2
214	отличается от	2	2
215	понять что	1	2
216	указывает на	3	2
217	если же	1	2
218	и о	3	2
219	от друга	1	2
220	культуры и	1	2
221	во главе	1	2
222	если они	1	2
223	ясно что	8	2
224	даже не	3	2
225	и должно	1	2
226	и что	12	2
227	были бы	2	2
228	вне всякой	1	2
229	любви к	1	2
230	при полном	1	2
231	от него	4	2
232	к нему	8	2
233	быть и	4	2
234	сделать это	1	2
235	совершенно не	8	2
236	даже если	3	2
237	проявляется в	1	2
238	бы ни	1	2
239	так что	15	2
240	уже не	2	2
241	только на	3	2
242	является не	2	2
243	но совершенно	1	2
244	не так	1	2
245	представить себе	1	2
246	ни в	15	2
247	не о	4	2
248	мы можем	4	2
249	только с	3	2
250	она будет	1	2
251	и вместе	1	2
252	даже и	3	2
253	и даже	13	2
254	будет ли	1	2
255	а с	2	2
256	не нужна	1	2
257	зависит от	1	2
258	а не	14	2
259	в частности	2	2
260	так же	4	2
261	– не	11	2
262	в меру	1	2
263	ни от	2	2
264	отношения к	3	2
265	есть и	5	2
266	однако они	1	2
267	но это	8	2
268	этом и	1	2
269	от нас	1	2
270	но для	1	2
271	если не	1	2
272	и от	2	2
273	в результате	1	2
274	чтобы понять	3	2
275	не должен	1	2
276	с ним	6	2
277	отношении к	3	2
278	на это	1	2
279	и состоит	2	2
280	значило бы	2	2
281	тем самым	1	2
282	точно так	2	2
283	должен быть	1	1
284	без них	1	1
285	ли оно	2	1
286	он может	1	1
287	силы и	1	1
288	к своей	1	1
289	это и	4	1
290	на деле	2	1
291	показать что	1	1
292	пропадает и	2	1
293	что эти	1	1
294	схемы и	1	1
295	то самое	1	1
296	также и	7	1
297	ее целиком	1	1
298	есть не	3	1
299	от всякой	2	1
300	дело для	1	1
301	всему этому	1	1
302	мы не	1	1
303	же как	2	1
304	и ничего	1	1
305	часть света	1	1
306	великое дело	1	1
307	он как	1	1
308	деле ничего	1	1
309	оно есть	2	1
310	в полной	2	1
311	они были	2	1
312	которое в	2	1
313	себе что	1	1
314	людьми для	1	1
315	формы в	1	1
316	разумеется не	1	1
317	столько же	1	1
318	в создании	1	1
319	не был	2	1
320	столь же	1	1
321	подходе к	1	1
322	заключается не	1	1
323	друг к	2	1
324	ее к	1	1
325	к этому	2	1
326	но как	2	1
327	а только	3	1
328	точка зрения	2	1
329	только тогда	2	1
330	в гармонии	1	1
331	человек может	1	1
332	что хотя	1	1
333	первый взгляд	1	1
334	каждая из	1	1
335	данный момент	1	1
336	то чем	1	1
337	по которому	1	1
338	что первое	1	1
339	что ее	1	1
340	что касается	2	1
341	перед нами	1	1
342	ни того	1	1
343	кто не	1	1
344	в полном	1	1
345	когда он	1	1
346	что по	1	1
347	он на	2	1
348	от этого	3	1
349	есть самое	1	1
350	не быть	1	1
351	еще на	1	1
352	в которой	1	1
353	того ни	1	1
354	бы не	1	1
355	выражение в	1	1
356	быть как	1	1
357	то и	2	1
358	только один	1	1
359	тому же	2	1
360	иначе и	1	1
361	если он	1	1
362	он всегда	2	1
363	вообще не	1	1
364	не могла	1	1
365	сейчас не	1	1
366	тем не	1	1
367	верит в	1	1
368	эта последняя	1	1
369	же это	3	1
370	к одному	1	1
371	веет от	1	1
372	ни другого	1	1
373	мало того	1	1
374	постольку поскольку	1	1
375	лишь с	1	1
376	так например	1	1
377	и заключается	1	1
378	но все	3	1
379	это конечно	2	1
380	в одну	3	1
381	здесь мы	1	1
382	могла бы	2	1
383	тем же	1	1
384	тем в	1	1
385	чисто личной	1	1
386	об этом	4	1
387	и никакого	1	1
388	к другу	2	1
389	всего необходимо	2	1
390	а по	1	1
391	полной мере	1	1
392	то есть	1	1
393	на каком	1	1
394	заключается в	1	1
395	те или	1	1
396	не умеет	1	1
397	с другими	2	1
398	это не	9	1
399	нечего и	1	1
400	и мы	5	1
401	уже знаем	1	1
402	то все	1	1
403	обе стороны	3	1
404	чаще всего	2	1
405	в жизни	1	1
406	из нее	1	1
407	ею как	1	1
408	это положение	1	1
409	она и	1	1
410	все равно	3	1
411	сторон в	1	1
412	со своими	1	1
413	не всегда	1	1
414	всегда и	3	1
415	для чего	2	1
416	живое целое	1	1
417	жизни но	1	1
418	нет и	1	1
419	на одну	1	1
420	такой же	2	1
421	наблюдение над	1	1
422	на первый	1	1
423	что значит	1	1
424	привело к	1	1
425	от своего	1	1
426	и культуры	1	1
427	нас не	2	1
428	в такой	1	1
429	и без	1	1
430	на свою	1	1
431	представление о	1	1
432	оказывается что	1	1
433	в которых	2	1
434	– при	1	1
435	для всякого	2	1
436	спорить и	1	1
437	мы теперь	1	1
438	и другого	2	1
439	стало быть	9	1
440	эта не	1	1
441	надо чтобы	1	1
442	для которых	1	1
443	ко всему	2	1
444	по крайней	4	1
445	и эти	1	1
446	ни было	2	1
447	о какой-то	1	1
448	ставит себя	1	1
449	вовсе не	7	1
450	даже в	3	1
451	это особенно	1	1
452	и вся	1	1
453	сознании в	1	1
454	ему как	1	1
455	если и	2	1
456	не менее	2	1
457	или что	2	1
458	до известной	1	1
459	что эта	4	1
460	и другое	2	1
461	есть подлинная	2	1
462	самого начала	1	1
463	дело в	1	1
464	а тогда	1	1
465	на себе	3	1
466	в основе	3	1
467	сколько и	1	1
468	говорить что	2	1
469	отличное от	2	1
470	иметь в	3	1
471	но только	3	1
472	та или	3	1
473	себе самом	2	1
474	он с	1	1
475	в какую-то	2	1
476	много других	1	1
477	того и	1	1
478	что весьма	1	1
479	в разных	3	1
480	именно с	1	1
481	всего на	1	1
482	природы в	1	1
483	явление в	1	1
484	бы все	2	1
485	к ней	4	1
486	этом отношении	2	1
487	или иных	1	1
488	однако это	1	1
489	стороны и	3	1
490	в духе	1	1
491	нет ни	2	1
492	есть только	5	1
493	могут быть	3	1
494	сказать только	1	1
