N	3gram	Tiupa_Hudo_2	Problemy
1	на чужое слово	1	13
2	и т п	2	9
3	в пределах одного	1	9
4	с точки зрения	2	8
5	до сих пор	2	7
6	к чужому слову	1	6
7	по отношению к	7	5
8	то же время	4	5
9	с самим собою	1	5
10	в то же	4	5
11	не может быть	3	4
12	в самом деле	3	4
13	как бы в	1	4
14	и т д	2	4
15	можно было бы	2	3
16	к тому же	2	3
17	с другой стороны	1	3
18	той или иной	1	3
19	с самим собой	1	3
20	как и в	3	3
21	отношению к чужому	1	2
22	в настоящее время	1	2
23	как раз и	1	2
24	рядом с собой	2	2
25	но при этом	3	2
26	то время как	1	2
27	я не могу	1	2
28	тем не менее	3	2
29	о том же	1	2
30	в то время	1	2
31	но все же	1	2
32	друг от друга	1	2
33	человека и его	1	2
34	о том как	2	1
35	а между тем	3	1
36	обойтись без другого	1	1
37	однако в этом	2	1
38	и в жизни	1	1
39	дело в том	1	1
40	в том числе	1	1
41	то же самое	2	1
42	же как и	1	1
43	в таком случае	1	1
44	а не как	1	1
45	и в других	1	1
46	хотя бы и	2	1
47	что он не	1	1
48	у него в	1	1
49	бы то ни	1	1
50	между тем как	1	1
51	том числе и	1	1
52	одного слова и	1	1
53	здесь не в	1	1
54	с чужого голоса	1	1
55	то что было	2	1
56	в значительной степени	1	1
57	это я не	1	1
58	с одной стороны	3	1
59	так или иначе	1	1
60	и в рассказе	1	1
61	все же не	1	1
62	перед нами в	1	1
63	на фоне его	1	1
64	чужому слову я	1	1
65	о нем он	1	1
66	и в том	1	1
67	бы не было	1	1
68	если бы оно	1	1
69	о том что	7	1
70	ни одного слова	2	1
71	но тем не	2	1
72	является непосредственным продолжением	1	1
73	в одном из	1	1
74	не только не	2	1
75	в художественном мире	1	1
76	можно сказать что	1	1
77	как мы знаем	1	1
78	если бы не	1	1
79	после того как	1	1
80	берет на себя	1	1
81	в том что	11	1
82	и все что	1	1
83	зачем же я	1	1
84	в своей жизни	1	1
