N	2gram	Bakhtin_Pr_2	Marksizm
1	точки зрения	13	34
2	может быть	23	26
3	и не	29	26
4	не может	18	24
5	с точки	8	20
6	и в	43	19
7	и его	8	19
8	таким образом	5	17
9	в этом	13	16
10	как бы	22	15
11	в процессе	2	14
12	языка в	1	14
13	как мы	10	13
14	прежде всего	10	13
15	как и	14	12
16	социального общения	1	12
17	и пр	2	12
18	если мы	2	11
19	так и	3	11
20	связи с	1	11
21	и для	3	11
22	самом деле	5	10
23	в нем	12	10
24	в слове	5	10
25	ни было	2	10
26	и т.п	1	10
27	в самом	7	10
28	внутренней речи	2	9
29	лишь в	8	9
30	только в	4	9
31	для него	8	9
32	в результате	4	9
33	на материале	2	8
34	бы то	1	8
35	все же	3	8
36	не только	11	8
37	при этом	6	8
38	то ни	1	8
39	друг друга	1	8
40	до сих	7	8
41	но и	14	8
42	сих пор	7	8
43	то что	7	8
44	во всех	4	7
45	в ее	1	7
46	точка зрения	1	7
47	но в	10	7
48	все эти	5	7
49	то же	8	7
50	в каждом	11	7
51	слова как	3	7
52	а не	7	7
53	в связи	1	7
54	так же	2	7
55	в направлении	4	7
56	кроме того	3	6
57	так сказать	6	6
58	мы не	4	6
59	ничего не	3	6
60	в пределах	16	6
61	и здесь	3	6
62	настоящее время	2	6
63	в его	10	6
64	на почве	2	6
65	в том	6	6
66	с помощью	1	6
67	в основном	1	6
68	в смысле	1	6
69	в настоящее	2	6
70	другой стороны	3	6
71	того же	3	6
72	связи между	3	5
73	отличие от	4	5
74	конечно не	2	5
75	входит в	2	5
76	может стать	4	5
77	рядом с	5	5
78	в отличие	4	5
79	не в	11	5
80	того чтобы	1	5
81	ничего общего	1	5
82	те же	1	5
83	совершается в	1	5
84	и все	6	5
85	этот вопрос	4	5
86	социальной ситуации	1	5
87	в начале	1	5
88	в конце	2	5
89	вовсе не	5	5
90	с другой	4	5
91	за пределы	3	5
92	настоящего времени	1	5
93	до конца	4	5
94	мы знаем	1	5
95	и потому	1	5
96	до настоящего	1	5
97	хотя бы	2	5
98	к этому	1	5
99	во всяком	2	5
100	вопрос о	2	4
101	и на	10	4
102	нет и	1	4
103	как в	2	4
104	к одному	6	4
105	здесь мы	2	4
106	было бы	5	4
107	мысли и	2	4
108	не менее	3	4
109	по себе	11	4
110	в отношении	3	4
111	в идеологическом	1	4
112	в рамки	1	4
113	в языке	1	4
114	еще не	9	4
115	только на	3	4
116	слово как	4	4
117	далеко не	4	4
118	и между	1	4
119	как же	2	4
120	слове в	1	4
121	с этим	2	4
122	что же	7	4
123	дело идет	1	4
124	вне его	2	4
125	тот же	3	4
126	а в	5	4
127	отношении к	2	4
128	между ними	4	4
129	и эта	2	4
130	сказать что	2	4
131	что в	4	4
