N	3gram	Vinokur_Vv_1	Myshleni
1	для того чтобы	21	14
2	по отношению к	4	12
3	в том что	12	11
4	с точки зрения	2	9
5	так же как	1	7
6	в известном смысле	3	7
7	потому что он	2	5
8	по сравнению с	3	5
9	в этом отношении	3	5
10	заключается в том	3	5
11	с самого начала	1	5
12	можно сказать что	3	5
13	в другом месте	2	4
14	подобно тому как	1	4
15	то же самое	2	4
16	из того что	1	4
17	на этот вопрос	3	4
18	с этой точки	1	4
19	этой точки зрения	1	4
20	о том что	12	4
21	сама по себе	3	4
22	и того же	2	3
23	состоит в том	2	3
24	в этом случае	6	3
25	в лучшем случае	1	3
26	не то что	1	3
27	до сих пор	5	3
28	можно было бы	3	3
29	с одной стороны	4	3
30	в свою очередь	1	3
31	мере в какой	4	3
32	не может быть	8	3
33	на вопрос о	4	3
34	одного и того	2	3
35	вопрос о том	5	3
36	той мере в	4	3
37	в той мере	4	3
38	том что в	1	2
39	потому что в	1	2
40	вообще не может	2	2
41	в самом деле	5	2
42	а потому что	1	2
43	в зависимости от	1	2
44	по самой своей	2	2
45	в отличие от	3	2
46	учение о формальной	1	2
47	что представляет собой	3	2
48	и то что	2	2
49	и т.д и	1	2
50	именно в этом	3	2
51	вместе с тем	3	2
52	что идет от	1	2
53	так как она	1	2
54	не до конца	2	2
55	тем или иным	1	2
56	иначе как через	1	2
57	ответ на этот	1	2
58	того чтобы сделать	1	2
59	с другой стороны	5	2
60	не иначе как	1	2
61	в свое время	2	2
62	то обстоятельство что	1	2
63	от того что	1	2
64	его отношение к	1	2
65	же самое что	2	2
66	само по себе	3	2
67	но все же	3	2
68	мы говорим о	1	2
69	самой своей природе	2	2
70	как мы видели	2	2
71	того о чем	1	1
72	в том виде	3	1
73	не одного а	1	1
74	что иное как	4	1
75	в обоих случаях	1	1
76	что в этом	2	1
77	том виде как	1	1
78	сказать что в	1	1
79	имеет дело с	2	1
80	в прямом смысле	2	1
81	он мог бы	1	1
82	в начале этой	1	1
83	то положение что	1	1
84	чтобы можно было	2	1
85	мы имеем в	1	1
86	в его смысле	1	1
87	ответить на этот	1	1
88	в их развитии	1	1
89	имеем в виду	1	1
90	на самом деле	1	1
91	в этом смысле	10	1
92	в какой они	1	1
93	никак не может	1	1
94	в том же	1	1
95	одной стороны и	3	1
96	совершенно то же	1	1
97	принять во внимание	2	1
98	только в том	2	1
99	в достаточной мере	1	1
100	сам по себе	1	1
101	представление о том	1	1
102	мысли как мы	1	1
103	при исследовании каждой	1	1
104	что не только	1	1
105	в собственном смысле	2	1
106	в известной мере	2	1
107	бы сказать что	1	1
108	и той же	2	1
109	одно и то	1	1
110	если же мы	1	1
111	в применении к	6	1
112	чтобы понять что	1	1
113	не что иное	4	1
114	а не только	1	1
115	того чтобы он	2	1
116	знаний и сведений	1	1
117	вообще не существует	1	1
118	в первом случае	2	1
119	имеет еще и	1	1
120	с каждым новым	1	1
121	именно в этой	1	1
122	значение только в	1	1
123	чтобы выяснить как	1	1
124	смысле этого слова	2	1
125	чем то что	1	1
126	и то же	1	1
127	не только по	1	1
128	рядом с понятием	1	1
129	не могут быть	2	1
130	чтобы увидеть что	1	1
131	из которых в	1	1
132	в связи с	2	1
133	но вместе с	2	1
134	потому что она	1	1
135	развития тем более	1	1
136	вообще в этом	1	1
137	собственном смысле слова	1	1
138	во всяком случае	3	1
139	дело заключается в	1	1
140	которая существует между	1	1
141	и как они	1	1
142	на эту тему	1	1
143	по своему значению	2	1
144	что обе эти	1	1
145	тем не менее	8	1
146	что оно имеет	1	1
147	материала на котором	1	1
148	так как вообще	1	1
149	которая лежит в	1	1
150	в этом пункте	1	1
151	того чтобы понять	2	1
152	в одном и	1	1
153	есть не что	2	1
154	как уже сказано	1	1
155	в том чтобы	5	1
156	которые осуществляются в	1	1
157	того или иного	1	1
158	и что следовательно	1	1
159	одной из основных	1	1
160	и никогда не	1	1
161	к выводу что	5	1
162	по данному предмету	1	1
163	логической точки зрения	1	1
164	но в этом	1	1
165	самое существенное в	1	1
166	как мы видим	1	1
167	но в силу	1	1
168	представляют собой не	1	1
169	в то же	5	1
170	оказываются двумя сторонами	1	1
171	язык и т.д	1	1
172	к тому что	1	1
173	одной и той	2	1
174	в большей мере	2	1
175	показывает что в	1	1
176	тех или иных	3	1
177	если бы оно	1	1
178	заключенное в нем	1	1
179	но не может	1	1
180	той или иной	1	1
181	влечет за собой	2	1
182	одним из самых	1	1
