N	3gram	Tiupa_Disk_1	Myslijsy
1	более или менее	2	8
2	сами по себе	2	7
3	во всяком случае	1	7
4	в том что	13	7
5	и того же	2	6
6	в свою очередь	3	6
7	одного и того	2	6
8	по крайней мере	2	5
9	тем не менее	1	5
10	подобно тому как	2	4
11	до сих пор	1	4
12	сам по себе	1	4
13	на то что	1	3
14	с одной стороны	9	3
15	по себе не	2	3
16	то все же	1	2
17	и может быть	1	2
18	не только по	1	2
19	на самом деле	1	2
20	в таком случае	1	2
21	одно и то	1	2
22	только потому что	1	2
23	тогда как в	5	2
24	не в том	3	2
25	с другой стороны	3	2
26	то же время	4	2
27	так и в	1	2
28	не может быть	3	2
29	с самого начала	1	2
30	в этом смысле	1	2
31	в то же	3	2
32	и то же	1	2
33	не имея в	2	1
34	состоит в том	2	1
35	нами не как	1	1
36	потому что в	1	1
37	дело в том	1	1
38	не только о	1	1
39	большей или меньшей	2	1
40	но и о	1	1
41	то что они	1	1
42	том что он	1	1
43	то есть к	1	1
44	о том как	1	1
45	тем же словом	1	1
46	одной стороны и	2	1
47	языка и не	1	1
48	что же касается	2	1
49	по себе они	1	1
50	только в том	2	1
51	себе не может	1	1
52	том случае если	1	1
53	в отличие от	4	1
54	возможно только при	1	1
55	из того что	1	1
56	обратить внимание на	2	1
57	и не может	1	1
58	не было в	2	1
59	к мысли о	1	1
60	вместе с тем	1	1
61	в том случае	1	1
62	может и не	1	1
63	на мой взгляд	2	1
64	что во всех	1	1
65	но в таком	1	1
66	в процессе речи	1	1
67	как и в	1	1
68	он мог быть	2	1
69	она еще не	1	1
70	из виду что	1	1
71	заметить что во	1	1
72	во всех этих	1	1
73	к которому мы	1	1
74	в большей или	1	1
75	в связи с	1	1
76	которое не может	1	1
77	могла бы быть	2	1
78	далеко не все	1	1
79	при этом как	1	1
80	она могла бы	1	1
81	а в том	2	1
82	которое может быть	1	1
83	в наше время	2	1
84	и как бы	3	1
85	с точкой зрения	1	1
86	что не только	1	1
87	их влияния на	1	1
88	в том чтобы	2	1
89	в этом случае	1	1
90	на этом основании	1	1
91	о том что	5	1
92	то есть в	2	1
93	не связано с	1	1
94	но все же	1	1
95	в большинстве случаев	1	1
96	может быть названа	1	1
97	здесь как и	1	1
98	при этом по	1	1
