N	2gram	Tiupa_Narr_1	Vladivir
1	и в	11	30
2	в году	2	24
3	в этом	12	20
4	то что	9	20
5	у него	7	19
6	и не	23	18
7	в том	8	18
8	и с	3	14
9	что он	3	13
10	в конце	2	13
11	не только	31	12
12	том что	7	12
13	что в	3	12
14	как мы	2	11
15	в его	6	11
16	а в	13	11
17	сказать что	2	11
18	и вообще	1	10
19	а также	6	10
20	не было	3	10
21	и даже	2	10
22	все же	4	9
23	не в	6	9
24	в то	4	9
25	не может	8	9
26	для него	4	9
27	потому что	5	9
28	в своем	3	8
29	но в	7	8
30	не мог	6	8
31	связи с	2	8
32	но и	27	8
33	в связи	2	8
34	вместе с	2	8
35	до конца	2	7
36	то есть	9	7
37	точки зрения	5	7
38	никогда не	4	7
39	не менее	3	7
40	может быть	15	7
41	а не	13	7
42	как это	3	7
43	для нас	1	7
44	и все	3	7
45	также и	3	6
46	он был	1	6
47	хотя и	4	6
48	и к	1	6
49	в себе	6	6
50	об этом	6	6
51	в москве	2	6
52	тем не	3	6
53	и его	10	6
54	у нас	3	6
55	его жизни	3	6
56	только в	12	6
57	всяком случае	2	6
58	а именно	1	6
59	еще и	1	6
60	прежде всего	4	6
61	о чем	4	6
62	к этому	1	6
63	жизни и	6	6
64	во всяком	2	6
65	того же	1	5
66	и то	3	5
67	и я	1	5
68	с этим	1	5
69	то в	4	5
70	при этом	19	5
71	как и	13	5
72	в своей	5	5
73	в котором	1	5
74	по себе	4	5
75	так как	1	5
76	так и	5	5
77	с ним	2	5
78	того что	4	5
79	тот же	1	5
80	он уже	2	5
81	как бы	6	5
82	о его	2	5
83	все это	1	5
84	в результате	2	5
85	то же	8	4
86	той же	1	4
87	и он	6	4
88	в ней	4	4
89	и на	5	4
90	с его	4	4
91	отношение к	1	4
92	в которой	1	4
93	что это	1	4
94	в целом	3	4
95	в этой	6	4
96	в нем	4	4
97	он не	3	4
98	содержит в	1	4
99	его в	1	4
100	это было	2	4
101	и мы	1	4
102	в этих	2	4
103	по крайней	1	4
104	и о	3	4
105	здесь не	2	4
106	можно сказать	5	4
107	о том	4	4
108	с которыми	1	4
109	крайней мере	1	4
110	со стороны	8	4
111	именно в	3	4
112	после смерти	2	4
113	так же	1	4
114	но это	1	4
115	в начале	3	4
116	и наконец	1	4
117	на этот	1	4
118	по поводу	1	4
119	это время	1	4
120	говоря о	1	3
121	едва ли	3	3
122	и вот	2	3
123	быть в	1	3
124	во всех	1	3
125	но не	4	3
126	не то	1	3
127	отличие от	2	3
128	его на	1	3
129	как в	4	3
130	что касается	2	3
131	и как	3	3
132	более или	1	3
133	из этих	4	3
134	таким образом	1	3
135	только одно	1	3
136	или менее	1	3
137	в следующем	1	3
138	с точки	1	3
139	в отличие	2	3
140	что я	1	3
141	последних дней	1	3
142	вплоть до	4	3
143	же время	4	3
144	к ней	1	3
145	в области	2	3
146	последние дни	1	3
147	он и	2	3
148	никак не	2	3
149	что и	1	3
150	мы будем	1	3
151	уже не	8	3
152	я в	2	3
153	уже в	1	3
154	этот раз	1	3
155	дело в	2	3
156	наконец в	1	3
157	не говоря	1	3
