N	3gram	Trubetskoy_1	Freidism
1	с точки зрения	6	11
2	по отношению к	1	8
3	во всяком случае	6	7
4	не может быть	1	7
5	в самом деле	1	6
6	то же время	2	4
7	в то же	2	4
8	в данном случае	1	4
9	можно сказать что	2	4
10	для того чтобы	5	3
11	в таком случае	1	3
12	бы то ни	2	3
13	и тот же	1	3
14	но в общем	1	3
15	один и тот	1	3
16	в свою очередь	1	3
17	с самого начала	2	3
18	то же самое	2	2
19	то или иное	2	2
20	до сих пор	5	2
21	в отличие от	1	2
22	может быть и	2	2
23	но в то	1	2
24	так и в	1	2
25	а с другой	5	2
26	в этом отношении	2	2
27	это и есть	1	2
28	то ни было	2	2
29	желаний и чувств	1	2
30	с одной стороны	7	2
31	тем не менее	3	2
32	в конце концов	3	2
33	мы видели что	1	2
34	следует заметить что	1	1
35	найти выход из	1	1
36	в котором он	1	1
37	у них не	1	1
38	самом деле если	1	1
39	оно превращается в	1	1
40	но тем не	1	1
41	в котором они	1	1
42	в эту эпоху	1	1
43	до известной степени	1	1
44	уже с самых	2	1
45	мы должны признать	2	1
46	друг на друга	2	1
47	что все эти	1	1
48	для обеих сторон	1	1
49	только то что	1	1
50	роли в жизни	1	1
51	что мы знаем	1	1
52	у всех народов	1	1
53	при таких условиях	1	1
54	или по крайней	1	1
55	но когда мы	1	1
56	в этот период	1	1
57	распространено убеждение что	1	1
58	по крайней мере	5	1
59	от этих последних	1	1
60	же что и	1	1
61	но вместе с	2	1
62	и не могут	1	1
63	но при этом	1	1
64	не имеющие ничего	1	1
65	по сравнению с	2	1
66	одни из этих	1	1
67	всяком случае не	3	1
68	дело не исчерпывается	1	1
69	то что он	2	1
70	этим дело не	1	1
71	таким образом он	1	1
72	из них не	1	1
73	но этим дело	1	1
74	мы знаем о	1	1
75	своей психической жизни	1	1
76	и все же	1	1
77	общем можно сказать	1	1
78	сих пор не	1	1
79	таким образом в	2	1
80	имеющие ничего общего	1	1
81	имеем в виду	1	1
82	может таким образом	1	1
83	в то время	1	1
84	всяком случае в	1	1
85	сказать и о	1	1
86	о том что	4	1
87	ничего общего с	2	1
88	не только не	1	1
89	в связь с	1	1
90	той или иной	2	1
91	но все же	4	1
92	мы имеем в	1	1
93	смысле этого слова	1	1
94	все это для	1	1
95	не совсем так	1	1
96	и что он	1	1
97	от всей этой	1	1
98	как и ее	1	1
99	в том что	3	1
100	что и в	1	1
101	может быть даже	2	1
102	в общем можно	1	1
