N	2gram	Ircho_Kome_1	Dialekti
1	и не	8	30
2	т е	13	30
3	может быть	9	20
4	не только	10	19
5	и в	22	19
6	по себе	1	18
7	и т	9	17
8	в себе	2	15
9	т д	4	15
10	что она	1	14
11	потому что	5	14
12	то что	2	14
13	в том	11	14
14	так как	4	14
15	и даже	5	14
16	как бы	1	14
17	вовсе не	2	13
18	то же	6	12
19	точки зрения	4	12
20	но и	11	12
21	и все	3	12
22	и как	3	10
23	что это	1	10
24	в нем	4	10
25	ни в	6	10
26	как и	9	10
27	том что	12	10
28	стало быть	1	10
29	сказать что	1	10
30	так и	5	10
31	времени и	2	9
32	не может	2	9
33	мы уже	1	8
34	в этом	3	8
35	не в	6	8
36	прежде всего	5	8
37	время как	4	7
38	так что	1	7
39	и к	1	7
40	как это	3	7
41	и притом	2	7
42	в душе	1	7
43	как будто	2	7
44	совершенно не	1	7
45	но это	2	7
46	что в	6	7
47	чтобы не	1	6
48	но не	2	6
49	что они	4	6
50	отнюдь не	1	6
51	в то	10	6
52	что он	6	6
53	того что	1	6
54	да и	3	6
55	жизни и	1	6
56	и потому	1	5
57	и это	1	5
58	говорить о	1	5
59	в силу	2	5
60	все равно	1	5
61	жизнь и	1	5
62	же время	4	5
63	и его	8	5
64	и с	3	5
65	о том	8	5
66	и что	1	5
67	что и	4	5
68	с другой	5	5
69	и следовательно	1	5
70	по своему	3	5
71	как раз	3	5
72	только что	2	5
73	в самом	2	5
74	только в	3	5
75	еще не	2	4
76	быть в	1	4
77	за пределы	2	4
78	независимо от	2	4
79	в своем	1	4
80	все же	3	4
81	как он	1	4
82	при этом	5	4
83	он не	3	4
84	и вот	4	4
85	и по	6	4
86	таким образом	8	4
87	а потом	1	4
88	в одном	8	4
89	но он	2	4
90	все это	5	4
91	с ним	1	4
92	по своей	2	4
93	в таком	1	4
94	в каком	1	4
95	не могут	1	4
96	это конечно	1	4
97	и когда	1	4
98	ясно что	4	4
99	в другом	4	4
100	к нему	2	4
101	и только	1	4
