N	3gram	Vygotskiy__4	Morfolog
1	и т д	2	47
2	мы видим что	2	9
3	не может быть	1	8
4	подобно тому как	1	5
5	по отношению к	1	4
6	с точки зрения	4	4
7	а также и	1	4
8	с другой стороны	2	4
9	на самом деле	5	3
10	потому что его	1	2
11	оно может быть	1	2
12	точно так же	3	2
13	мы приходим к	1	2
14	то время как	2	2
15	с одной стороны	3	2
16	на первый взгляд	1	2
17	и таким образом	1	2
18	в то время	2	2
19	тем и другим	1	2
20	для того чтобы	19	2
21	в том что	12	2
22	таким образом что	2	1
23	весь этот материал	1	1
24	и может быть	4	1
25	одна из них	3	1
26	ответить на этот	1	1
27	он может быть	1	1
28	том что он	3	1
29	о том как	2	1
30	вдруг совершенно неожиданно	1	1
31	что иное как	1	1
32	как бы в	1	1
33	тому что в	1	1
34	до сих пор	3	1
35	в таком случае	1	1
36	даже не упоминается	1	1
37	мы переходим к	1	1
38	было бы показать	1	1
39	так как мы	2	1
40	бы то ни	1	1
41	можно было бы	4	1
42	правильнее было бы	1	1
43	то мы увидим	1	1
44	не то что	3	1
45	встречаются на пути	1	1
46	элемента из которых	1	1
47	что совсем не	1	1
48	и в некоторых	1	1
49	в том или	1	1
50	в совершенно другом	1	1
51	на этот вопрос	1	1
52	один из них	1	1
53	и заставляет его	1	1
54	в первый раз	3	1
55	совершенно непонятно почему	1	1
56	то что он	3	1
57	перед нами в	1	1
58	бы мы имели	1	1
59	т д все	1	1
60	во всяком случае	3	1
61	так же и	1	1
62	из них не	1	1
63	порядке в каком	1	1
64	а на самом	1	1
65	вместо того чтобы	2	1
66	но если бы	2	1
67	потому что они	1	1
68	самом деле в	1	1
69	в третий раз	1	1
70	как таковые как	1	1
71	самом деле он	1	1
72	первый раз он	1	1
73	во всех этих	2	1
74	друг к другу	1	1
75	то же время	1	1
76	бы в том	1	1
77	как это уже	1	1
78	что они должны	1	1
79	но никто не	1	1
80	то что ему	2	1
81	те или иные	1	1
82	о том что	10	1
83	если бы мы	2	1
84	и что следовательно	1	1
85	с самого начала	5	1
86	ни одна из	1	1
87	вслед за этим	3	1
88	можно сказать что	1	1
89	или во всяком	1	1
90	на то что	6	1
91	и независимо от	1	1
92	что вопрос о	1	1
93	в то же	1	1
94	иначе чем это	1	1
95	к тому что	5	1
96	не что иное	1	1
97	во второй раз	1	1
98	друг с другом	4	1
99	но в этом	1	1
100	иногда может быть	1	1
101	что и в	1	1
102	могло бы быть	1	1
