N	3gram	Vygotskiy__5	VerxiiNi
1	вместе с тем	3	8
2	с одной стороны	12	7
3	с точки зрения	2	6
4	более или менее	1	5
5	до сих пор	5	5
6	по крайней мере	1	5
7	друг с другом	3	5
8	а с другой	4	5
9	для того чтобы	19	5
10	о том что	6	4
11	в конце концов	2	3
12	так же как	2	3
13	и таким образом	2	3
14	в том что	14	3
15	в том виде	1	2
16	то же самое	3	2
17	те и другие	1	2
18	в этом отношении	3	2
19	и для того	1	2
20	заключает в себе	4	2
21	в значительной мере	1	2
22	с этой точки	1	2
23	то или иное	1	2
24	может быть и	2	2
25	по сравнению с	4	2
26	то что он	3	2
27	но вместе с	1	2
28	ничего общего с	1	2
29	этой точки зрения	1	2
30	с самого начала	3	2
31	той или иной	2	2
32	можно сказать что	2	2
33	на то что	16	2
34	и в этом	1	2
35	влечет за собой	1	2
36	и в сущности	1	1
37	и того же	2	1
38	и все же	1	1
39	и есть то	1	1
40	что в этом	6	1
41	состоит в том	2	1
42	психологической точки зрения	1	1
43	иметь в виду	3	1
44	чуть ли не	1	1
45	по отношению к	1	1
46	одной из этих	1	1
47	в самом деле	5	1
48	одного и того	2	1
49	них как на	1	1
50	совпадает с тем	1	1
51	то что эти	1	1
52	до известной степени	1	1
53	сами по себе	2	1
54	потому что сама	1	1
55	с тем что	3	1
56	совершенно ясно что	5	1
57	том или ином	1	1
58	с ними в	1	1
59	но все они	1	1
60	борющихся друг с	1	1
61	в том или	1	1
62	в данном случае	2	1
63	тот факт что	4	1
64	на задний план	1	1
65	смысле этого слова	1	1
66	с психологической точки	1	1
67	в отличие от	2	1
68	по тому же	1	1
69	и в этой	1	1
70	приводит к их	1	1
71	потому что в	2	1
72	указывает на то	2	1
73	на них как	1	1
74	а не как	1	1
75	однако несмотря на	1	1
76	друг к другу	4	1
77	с другой стороны	5	1
78	как бы в	2	1
79	речь идет о	1	1
80	мы видели что	1	1
81	один и тот	1	1
82	из этих трех	1	1
83	а в том	1	1
84	только то что	1	1
85	сих пор не	1	1
86	не может быть	2	1
87	из которых каждый	1	1
88	что в этой	1	1
89	в то время	1	1
90	в свою очередь	1	1
91	в очень редких	1	1
92	но совершенно ясно	1	1
93	не только не	4	1
94	что это есть	2	1
95	он как бы	1	1
96	и в результате	2	1
97	мы имеем в	1	1
98	после того как	1	1
99	мы видим что	3	1
100	самом деле если	2	1
101	в своем целом	1	1
102	и что он	1	1
103	ложному пути и	1	1
104	по ложному пути	1	1
105	и только в	1	1
106	именно потому что	2	1
107	и тот же	1	1
