N	2gram	Vygotskiy__6	slovoVRo
1	и в	28	41
2	в нем	7	30
3	могут быть	5	19
4	во всех	4	17
5	не только	16	16
6	и не	11	16
7	точки зрения	13	16
8	языка в	2	16
9	но и	10	16
10	а не	3	15
11	то же	7	14
12	и на	5	14
13	в то	6	14
14	и его	3	14
15	в пределах	5	14
16	может быть	13	14
17	и др	2	14
18	не может	19	14
19	в сущности	7	13
20	в его	3	13
21	в этом	27	12
22	до конца	3	12
23	языка и	5	12
24	как бы	11	12
25	так и	6	11
26	в той	4	10
27	слово в	1	10
28	все эти	2	9
29	таким образом	18	9
30	той или	1	9
31	или иной	1	9
32	точка зрения	1	8
33	как в	3	8
34	но в	5	8
35	на его	3	8
36	с точки	10	8
37	как мы	10	8
38	может не	1	8
39	слова в	1	8
40	прежде всего	2	8
41	отношение к	7	7
42	все же	2	7
43	в своей	2	7
44	не в	4	7
45	вовсе не	1	7
46	чужой речи	1	7
47	с ним	2	7
48	и следовательно	4	7
49	на фоне	3	7
50	того же	7	6
51	при этом	3	6
52	в плане	3	6
53	это не	5	6
54	в них	3	6
55	к своему	1	6
56	в отношении	10	6
57	оно не	4	6
58	только в	18	6
59	и даже	1	6
60	а в	2	6
61	отношении к	3	6
62	и к	6	5
63	в самом	8	5
64	он в	1	5
65	с другими	2	5
66	далеко не	1	5
67	все это	2	5
68	в основе	3	5
69	не на	2	5
70	к нему	1	5
71	с другой	2	5
72	и непосредственно	2	5
73	ту же	3	4
74	одним из	2	4
75	еще не	8	4
76	с его	3	4
77	за пределы	1	4
78	перед нами	1	4
79	и наконец	2	4
80	в которой	7	4
81	но именно	1	4
82	всех этих	1	4
83	не как	1	4
84	в каждом	3	4
85	связанных с	1	4
86	и с	1	4
87	входит в	1	4
88	языка но	1	4
89	как и	6	4
90	в их	3	4
91	к предмету	6	4
92	речи в	2	4
93	том же	5	4
94	в процессе	9	4
95	лежит в	3	4
96	прямо и	3	4
97	все его	1	4
98	языковой системы	1	4
99	язык в	1	4
100	один из	3	4
101	с одной	1	4
102	рядом с	1	4
103	одной стороны	1	4
104	и все	5	4
105	там где	7	4
106	мы сказали	1	4
107	и от	2	4
108	кроме того	1	4
109	здесь в	1	4
110	известной степени	2	4
111	другой стороны	2	4
112	в первом	4	3
113	его же	1	3
114	в зависимости	5	3
115	язык как	1	3
116	зависимости от	5	3
117	данном случае	1	3
118	в своем	7	3
119	не требует	1	3
120	языка так	1	3
121	из этих	3	3
122	языка а	1	3
123	в себе	4	3
124	связанные с	3	3
125	он пользуется	1	3
126	вообще не	6	3
127	конца и	1	3
