N	3gram	Vinokur_Vv_1	Myslijsy
1	по отношению к	4	8
2	заключает в себе	1	8
3	в том что	12	7
4	до тех пор	1	6
5	в этом случае	6	5
6	по крайней мере	4	5
7	не может быть	8	5
8	само по себе	3	5
9	о том что	12	5
10	а между тем	1	4
11	то же самое	2	4
12	до сих пор	5	4
13	и т п	5	4
14	с тем что	3	4
15	и то что	2	4
16	сам по себе	1	4
17	и в этом	3	4
18	только тогда когда	1	4
19	можно сказать что	3	4
20	для того чтобы	21	4
21	тем не менее	8	4
22	на самом деле	1	3
23	с точки зрения	2	3
24	вместе с тем	3	3
25	не то что	1	3
26	во всяком случае	3	3
27	и т д	37	3
28	когда мы говорим	1	3
29	то же время	5	3
30	от того что	1	3
31	потому что в	1	3
32	в то же	5	3
33	с течением времени	6	2
34	что иное как	4	2
35	тех пор пока	1	2
36	только потому что	1	2
37	вопрос что такое	1	2
38	подобно тому как	1	2
39	в том же	1	2
40	только в том	2	2
41	хотя бы и	2	2
42	в этих случаях	2	2
43	и это есть	1	2
44	на этот вопрос	3	2
45	в данном случае	4	2
46	в общих чертах	1	2
47	не могут быть	2	2
48	мы имеем дело	1	2
49	так или иначе	4	2
50	не в том	2	2
51	том что между	1	2
52	и в том	3	2
53	а в том	1	2
54	в греческом языке	1	2
55	после того как	2	2
56	вопрос о том	5	2
57	тогда когда оно	1	2
58	обратить внимание на	2	2
59	не что иное	4	2
60	но независимо от	1	1
61	но уже и	1	1
62	и есть то	1	1
63	и говорить о	1	1
64	что же касается	2	1
65	лицом к лицу	1	1
66	наук относящихся к	1	1
67	и не нужно	1	1
68	и того же	2	1
69	дело в том	2	1
70	и той же	2	1
71	только на основании	1	1
72	в том виде	3	1
73	сплошь да рядом	1	1
74	ответить на этот	1	1
75	по меньшей мере	2	1
76	не только о	1	1
77	в настоящее время	1	1
78	в течение многих	2	1
79	но какой бы	1	1
80	то она есть	1	1
81	не менее не	1	1
82	при благоприятных условиях	1	1
83	в том только	1	1
84	можно говорить о	1	1
85	исследования но в	1	1
86	но и в	1	1
87	в этом отношении	3	1
88	что в нем	2	1
89	что чем больше	1	1
90	виде в каком	1	1
91	точно так же	2	1
92	сказанного ясно что	1	1
93	и др в	1	1
94	и не в	1	1
95	и что это	1	1
96	что даже и	1	1
97	том что можно	1	1
98	может быть и	2	1
99	сказать что в	1	1
100	пока мы говорим	1	1
101	чтобы понять что	1	1
102	быть названо зародышем	1	1
103	может быть не	1	1
104	в ее основании	1	1
105	дело не с	1	1
106	что может быть	3	1
107	с одной стороны	4	1
108	смысле этого слова	2	1
109	в связи с	2	1
110	если же мы	1	1
111	отношению к нему	1	1
112	как один из	1	1
113	в разной мере	1	1
114	этот вопрос мы	1	1
115	большую или меньшую	1	1
116	имеем дело с	1	1
117	науку потому что	1	1
118	разница только в	1	1
119	в свою очередь	1	1
120	только после того	2	1
121	уже и в	1	1
122	в одно целое	1	1
123	лишь в том	1	1
124	с другой стороны	5	1
125	того чтобы определить	1	1
126	по себе должно	1	1
127	все то что	1	1
128	в свое время	2	1
129	на вопрос что	1	1
130	о котором мы	1	1
131	значительной степени это	1	1
132	том виде в	1	1
133	идет от действительности	1	1
134	есть не что	2	1
135	в них в	1	1
136	человеческой природы и	1	1
137	как уже сказано	1	1
138	же самое что	2	1
139	заключается в том	3	1
140	очевидно что если	1	1
141	в том чтобы	5	1
142	что это то	1	1
143	второй половины xix	2	1
144	всего того что	1	1
145	наук о человеке	1	1
146	может быть названо	4	1
147	с самого начала	1	1
148	и в самом	3	1
149	слово которое в	1	1
150	заключенное в нем	1	1
151	мы говорим о	1	1
152	одного и того	2	1
153	во второй половине	2	1
154	к тому что	1	1
155	одной и той	2	1
156	слова таким образом	1	1
157	только в этом	1	1
158	том что такое	5	1
159	это однако не	2	1
160	дело не в	1	1
161	в сравнении с	1	1
162	что мы можем	1	1
163	в них не	1	1
164	самом деле есть	1	1
