N	3gram	Bakhtin_Fr_3	Analitik
1	в том что	1	7
2	по отношению к	2	7
3	с другой стороны	1	5
4	о том что	2	5
5	в свою очередь	1	4
6	как и в	2	4
7	в данном случае	2	3
8	то же время	6	3
9	той или иной	2	3
10	в то же	6	3
11	в этом отношении	2	3
12	дело в том	1	2
13	подобно тому как	1	2
14	с точки зрения	1	2
15	одной и той	2	2
16	в отличие от	3	2
17	в значительной степени	2	2
18	который в свою	1	2
19	во всяком случае	1	2
20	в свое время	1	2
21	в начале этого	1	2
22	и прежде всего	3	2
23	можно сказать что	2	2
24	и той же	2	2
25	и в сущности	1	1
26	дело здесь не	1	1
27	под этим углом	1	1
28	в частности и	1	1
29	что иное как	1	1
30	в той или	2	1
31	не могла не	1	1
32	к миру но	1	1
33	требует от нас	1	1
34	на самом деле	3	1
35	и так сказать	1	1
36	и в особенности	1	1
37	в этом случае	1	1
38	и в данном	1	1
39	не видит что	1	1
40	до сих пор	4	1
41	хотя бы и	1	1
42	и т.п все	2	1
43	между тем как	1	1
44	в основе своей	1	1
45	этим углом зрения	1	1
46	в данном контексте	1	1
47	в этой части	1	1
48	как раз в	2	1
49	в том чтобы	1	1
50	дело не с	1	1
51	однако и здесь	1	1
52	в применении к	1	1
53	во втором случае	1	1
54	что в отличие	1	1
55	и в этой	1	1
56	в одном слове	1	1
57	в связи с	4	1
58	для того чтобы	3	1
59	по ту сторону	1	1
60	есть не что	1	1
61	не может быть	2	1
62	хотя он и	1	1
63	в первом случае	1	1
64	само по себе	1	1
65	о чем свидетельствует	1	1
66	в одном из	1	1
67	не нуждается в	1	1
68	ко второму изданию	1	1
69	заключается в том	1	1
70	можно судить по	1	1
71	не что иное	1	1
72	он не видит	1	1
73	что и в	1	1
