N	2gram	Losev_Prob_1	OGranits
1	и в	32	13
2	и его	3	12
3	прежде всего	10	9
4	может быть	14	8
5	не может	8	8
6	и не	31	8
7	в его	6	7
8	и их	1	7
9	и пр	4	7
10	точки зрения	3	7
11	только в	7	6
12	как бы	14	6
13	не только	17	6
14	то что	42	6
15	мы должны	5	6
16	таким образом	6	6
17	художественного произведения	1	5
18	все же	1	5
19	но ведь	3	5
20	с точки	3	5
21	в процессе	1	5
22	хотя бы	3	5
23	и эта	1	5
24	мы не	2	4
25	еще и	5	4
26	но в	14	4
27	вопроса о	2	4
28	мы можем	4	4
29	то же	10	4
30	лишь в	1	4
31	в сознании	5	4
32	в своей	8	4
33	было бы	8	4
34	все это	7	4
35	только и	3	4
36	не является	5	4
37	в каждом	1	4
38	и то	6	3
39	в ее	3	3
40	самом деле	6	3
41	в пределах	1	3
42	так и	12	3
43	г в	1	3
44	отвлечения однородных	1	3
45	говорить о	6	3
46	для целей	1	3
47	в их	4	3
48	за пределы	6	3
49	общего с	8	3
50	с этим	3	3
51	в которой	2	3
52	ни один	1	3
53	в себе	15	3
54	к единству	1	3
55	не как	2	3
56	так как	11	3
57	одно и	1	3
58	но и	9	3
59	как и	3	3
60	и уже	3	3
61	что же	9	3
62	не в	4	3
63	да и	3	3
64	есть прежде	1	3
65	но для	3	3
66	и для	4	3
67	никогда не	7	3
68	и все	7	3
69	что в	12	3
70	в искусстве	3	3
71	поставить вопрос	1	3
72	ничего общего	11	3
73	смысле слова	7	2
74	для себя	3	2
75	данном случае	8	2
76	только его	1	2
77	и может	2	2
78	которое может	1	2
79	и этот	1	2
80	конечно в	2	2
81	мы уже	5	2
82	есть не	6	2
83	мог бы	1	2
84	если бы	4	2
85	путем отвлечения	2	2
86	что иное	2	2
87	иное как	2	2
88	не что	2	2
89	и должно	2	2
90	себе что	2	2
91	ее в	2	2
92	а также	4	2
93	в чем	3	2
94	между тем	2	2
95	категорий но	1	2
96	явлений и	1	2
97	в ряд	2	2
98	в общем	1	2
99	в языке	1	2
100	во всей	3	2
101	что они	3	2
102	к сожалению	1	2
103	чем же	2	2
104	и следовательно	3	2
105	может иметь	2	2
106	как в	4	2
107	только ее	2	2
108	в данном	9	2
109	в этом	19	2
110	в том	9	2
111	мы видим	2	2
112	тот же	1	2
113	в действительности	3	2
114	или иного	2	2
115	от этого	1	2
116	которое мы	1	2
117	и тем	13	2
118	все эти	8	2
119	учение о	3	2
120	думать что	1	2
121	уже в	3	2
122	кажется что	1	2
123	иным как	1	2
124	в нем	13	2
125	связанные с	1	2
126	при этом	6	2
127	для него	2	2
128	в другом	1	2
129	отношений между	1	2
130	вовсе не	35	2
131	тем что	7	2
132	в них	7	2
133	связанных с	1	2
134	в области	2	2
135	с другой	3	2
136	всей своей	1	2
137	в самом	6	2
138	входит в	4	2
139	того или	2	2
140	может стать	1	2
141	она является	2	2
142	мы считаем	1	2
143	не чем	1	2
144	он только	1	2
145	не на	3	2
146	а не	15	2
147	другой стороны	3	2
148	между собою	7	2
149	несмотря на	3	2
150	в связи	4	2
151	том что	12	2
152	и при	2	2
153	конечно мы	1	2
154	и ее	8	2
155	так же	9	2
156	в отношении	3	2
157	но такое	2	2
158	который мы	2	2
159	в течение	1	2
160	их внутренней	1	2
161	с этой	1	2
162	слова и	1	2
163	художественное произведение	1	2
164	не менее	19	2
165	что эта	1	2
166	не имеет	2	2
167	сознания и	2	2
168	на язык	1	2
169	собственно говоря	2	2
170	от всех	2	2
171	и является	7	2
172	а в	4	2
173	в целях	2	2
174	нет ничего	10	2
175	и к	1	2
176	имеет место	1	2
177	могут быть	2	2
178	чем иным	1	2
179	к тому	3	2
180	и это	9	1
181	необходимо изучить	1	1
182	эту систему	1	1
183	не думает	1	1
184	одним из	1	1
185	также и	11	1
186	же как	2	1
187	и уж	2	1
188	функции в	4	1
189	себя как	1	1
190	в виду	6	1
191	того же	3	1
192	в некоторых	1	1
193	только потому	3	1
194	и отражение	1	1
195	выражение то	1	1
196	и есть	6	1
197	здесь и	1	1
198	ту же	1	1
199	сознания с	2	1
200	и до	2	1
201	он всегда	3	1
202	не имеют	5	1
203	напоминает нам	1	1
204	на том	4	1
205	едва ли	2	1
206	сознании не	1	1
207	своей научной	1	1
208	уже первый	1	1
209	можно было	3	1
210	особенно в	2	1
211	отождествляется с	1	1
212	здесь нет	2	1
213	что изучение	1	1
214	или на	3	1
215	мы имеем	2	1
216	на первом	1	1
217	и о	8	1
218	является наиболее	1	1
219	мы в	3	1
220	говоря и	1	1
221	вопрос о	1	1
222	никоим образом	1	1
223	и всякого	1	1
224	для этого	3	1
225	это направление	1	1
226	из одного	1	1
227	нам удалось	1	1
228	утверждение не	1	1
229	фактов но	1	1
230	по себе	15	1
231	по мере	1	1
232	выходит за	1	1
233	в определенной	1	1
234	но такая	1	1
235	разных типов	1	1
236	как то	1	1
237	общем виде	1	1
238	на себя	2	1
239	с ее	1	1
240	и который	2	1
241	сводится к	1	1
242	часто и	2	1
243	но даже	1	1
244	этого термина	4	1
245	то это	1	1
246	он пытается	1	1
247	с большим	1	1
248	теории литературы	3	1
249	собою и	2	1
250	внимание на	1	1
251	следовательно в	2	1
252	другими словами	3	1
253	и что	9	1
254	почему же	1	1
255	еще не	9	1
256	нам представляется	1	1
257	есть отражение	2	1
258	времени в	1	1
259	ли кто-нибудь	1	1
260	то мы	1	1
261	к нему	3	1
262	нем только	2	1
263	на самом	6	1
264	совсем не	4	1
265	но не	9	1
266	то он	2	1
267	с момента	1	1
268	переходит в	1	1
269	может и	3	1
270	тут же	1	1
271	нет и	2	1
272	или иное	1	1
273	в свои	1	1
274	смысловой и	1	1
275	всего является	1	1
276	на то	8	1
277	каждом отдельном	1	1
278	в художественной	1	1
279	которая и	1	1
280	и эстетического	1	1
281	в истории	4	1
282	рождается понятие	1	1
283	в одной	1	1
284	не зная	1	1
285	познания в	1	1
286	в своем	5	1
287	то или	2	1
288	по своей	1	1
289	один из	4	1
290	которые и	1	1
291	моменты в	1	1
292	собой разумеется	1	1
293	и как	6	1
294	не хотят	1	1
295	его к	1	1
296	этот вопрос	1	1
297	что он	7	1
298	более или	3	1
299	течение всей	1	1
300	роль играет	1	1
301	есть его	2	1
302	являются отражением	1	1
303	выражение ни	1	1
304	не должна	1	1
305	который в	1	1
306	не приходится	1	1
307	и оба	1	1
308	это заставляет	1	1
309	со всеми	2	1
310	выражение в	1	1
311	разъяснить и	1	1
312	ни одна	1	1
