N	2gram	Losev_Dial_2	Istorich
1	и в	19	24
2	не только	19	21
3	что он	6	21
4	и т	17	17
5	т д	15	16
6	т е	30	16
7	может быть	20	14
8	не может	9	14
9	что в	7	13
10	в этих	3	13
11	мы имеем	3	12
12	как в	2	12
13	в этом	8	12
14	и здесь	1	12
15	но и	12	11
16	это не	10	10
17	том что	10	10
18	и что	5	10
19	у него	1	10
20	мы видим	2	10
21	а в	4	10
22	все же	4	9
23	с другой	5	9
24	не в	8	9
25	о том	5	9
26	потому что	14	9
27	то же	12	8
28	еще не	4	8
29	показывает что	1	8
30	что и	5	8
31	так как	14	8
32	другой стороны	4	8
33	а не	16	8
34	все это	4	8
35	или в	2	8
36	во всех	2	7
37	то что	14	7
38	таким образом	4	7
39	одна из	1	7
40	к нему	4	7
41	что здесь	2	7
42	в том	14	7
43	вместе с	2	7
44	что это	10	6
45	но не	6	6
46	как он	4	6
47	в нем	10	6
48	он не	4	6
49	всех этих	3	6
50	об этом	3	6
51	как и	10	6
52	и все	12	6
53	а именно	5	6
54	того что	6	6
55	только в	5	6
56	тем что	2	6
57	так же	2	6
58	с этой	1	6
59	во время	2	6
60	то это	2	5
61	в чем	3	5
62	с одной	2	5
63	но в	2	5
64	что она	14	5
65	не менее	3	5
66	с ним	4	5
67	дело не	2	5
68	ничего не	3	5
69	так и	10	5
70	представление об	1	5
71	одной стороны	1	5
72	там где	1	5
73	в тех	2	5
74	видно что	1	5
75	же как	3	4
76	он может	2	4
77	мы уже	8	4
78	мы не	1	4
79	жениться на	1	4
80	первый взгляд	1	4
81	как бы	14	4
82	при этом	4	4
83	мы можем	1	4
84	но все	2	4
85	не всегда	1	4
86	на первый	1	4
87	точки зрения	12	4
88	в их	2	4
89	тем не	2	4
90	по существу	1	4
91	не имеет	1	4
92	никогда не	9	4
93	в других	1	4
94	в сказках	1	4
95	что у	2	4
96	то не	3	4
97	а она	5	4
98	ли он	1	4
99	то и	1	4
100	вовсе не	13	4
101	ее на	1	4
102	в данном	3	4
103	в состоянии	2	4
104	и не	30	4
105	мы должны	2	4
106	есть и	6	4
107	например в	2	3
108	и он	1	3
109	в различных	1	3
110	себе и	3	3
111	что они	6	3
112	кроме того	3	3
113	когда он	1	3
114	из этих	1	3
115	в дальнейшем	1	3
116	на то	1	3
117	если он	1	3
118	и если	4	3
119	после этого	3	3
120	и по	4	3
121	его в	3	3
122	уже знаем	3	3
123	в них	1	3
124	и становится	1	3
125	она в	1	3
126	знаем что	1	3
127	вопрос о	3	3
128	в конце	2	3
129	как мы	3	3
130	тогда когда	6	3
131	того как	2	3
132	не все	1	3
133	или когда	1	3
134	и его	5	3
135	связи с	4	3
136	из одного	1	3
137	должны быть	3	3
138	данном случае	2	3
139	в образе	1	3
140	здесь нет	1	3
141	не знаю	2	3
142	и она	2	3
143	по дороге	1	3
144	так что	7	3
145	уже в	4	3
146	на ней	1	3
147	при помощи	1	3
148	и даже	14	3
149	связано с	1	3
150	превращается в	1	3
151	вступает в	1	3
152	что за	1	3
153	происходит в	1	3
154	что мы	2	3
155	сих пор	2	3
156	но это	7	3
157	ее в	2	3
158	он также	1	2
159	с тех	2	2
160	очень много	1	2
161	что эти	2	2
162	по его	1	2
163	его не	2	2
164	такое положение	1	2
165	время как	7	2
166	и ее	1	2
167	их не	1	2
168	того же	1	2
169	и на	1	2
170	не знал	1	2
171	к которой	1	2
172	если в	2	2
173	не просто	12	2
174	которые не	2	2
175	в одной	4	2
176	его на	1	2
177	с этим	3	2
178	на лбу	1	2
179	стороны и	1	2
180	и нет	2	2
181	перед нами	2	2
182	что по	2	2
183	но эта	1	2
184	в самом	5	2
185	та же	4	2
186	в которой	2	2
187	не видят	1	2
188	он в	1	2
189	все эти	2	2
190	во многих	1	2
191	вообще не	1	2
192	на его	2	2
193	в чужую	1	2
194	три года	1	2
195	связанные с	1	2
196	д в	1	2
197	в силу	5	2
198	на земле	1	2
199	жить в	1	2
200	в одну	5	2
201	не будет	2	2
202	стороны не	1	2
203	на ту	1	2
204	с целью	2	2
205	раз он	1	2
206	было бы	3	2
207	известно что	1	2
208	и тем	1	2
209	ни в	10	2
210	не ясно	1	2
211	этом мы	1	2
212	ли эти	1	2
213	попадает в	1	2
214	в один	3	2
215	в котором	1	2
216	не от	1	2
217	но он	4	2
218	новые и	2	2
219	что этот	3	2
220	нас к	1	2
221	тому что	2	2
222	она не	8	2
223	в то	6	2
224	и другое	1	2
225	что такое	3	2
226	на него	2	2
227	не по	2	2
228	в основе	1	2
229	друг друга	1	2
230	во всем	1	2
231	это искусство	1	2
232	и после	1	2
233	не могут	4	2
234	это конечно	4	2
235	ему все	1	2
236	как только	3	2
237	еще яснее	1	2
238	и это	5	2
239	из всего	2	2
240	но при	1	2
241	без всякого	4	2
242	в ее	4	2
243	нами выше	2	2
244	то время	4	2
245	собственно не	1	2
246	и когда	4	2
247	об этой	2	2
248	имеется в	2	2
249	все дело	1	2
250	же должны	1	2
251	не содержит	1	2
252	не стоит	1	2
253	все его	3	2
254	сюда же	1	2
255	все в	2	2
256	тем более	1	2
257	если это	1	2
258	здесь не	1	2
259	тот же	1	2
260	небо и	1	2
261	конечно не	6	2
262	уже не	3	2
263	только на	1	2
264	что не	6	2
265	бросил ее	1	2
266	или даже	1	2
267	из них	3	2
268	ни с	4	2
269	мы знаем	1	2
270	прежде всего	8	2
271	у нее	1	2
272	к ним	1	2
273	в особенности	1	2
274	до сих	2	2
275	в каких	2	2
276	и др	1	2
277	говорит о	1	2
278	ничем не	1	2
279	в руках	1	2
280	и оно	1	2
281	в связи	4	2
282	долго и	1	2
283	как это	7	2
284	а если	1	2
285	в литературе	1	2
286	а потом	4	2
287	по которому	1	2
288	был в	2	2
289	это значит	8	2
290	и такие	1	2
291	только о	2	2
292	и от	3	2
293	и о	1	2
294	отличается от	1	2
295	но для	1	2
296	это как	3	2
297	в другое	2	2
298	в мифе	16	2
299	но вот	2	2
300	в целях	3	2
301	е в	3	2
302	к женщине	1	2
303	сказать что	10	2
304	в отдельности	1	2
305	и эта	1	2
306	точно так	1	2
307	они не	3	2
308	связана с	2	1
309	не остается	1	1
310	случае есть	1	1
311	самом деле	4	1
312	как известно	2	1
313	от этой	1	1
314	только потому	2	1
315	показать что	1	1
316	образом связана	1	1
317	магическая сила	1	1
318	между двумя	1	1
319	должна быть	5	1
320	становится ясной	1	1
321	не должны	1	1
322	есть не	7	1
323	можно и	1	1
324	мифе все	1	1
325	этого нет	3	1
326	что если	3	1
327	что уже	2	1
328	случае это	1	1
329	ответить на	1	1
330	и новые	1	1
331	она а	1	1
332	но она	1	1
333	что иное	3	1
334	весь дом	1	1
335	я не	6	1
336	как я	2	1
337	ему в	1	1
338	в некотором	1	1
339	один пример	1	1
340	зависимости от	2	1
341	это значит?	1	1
342	в ней	2	1
343	более или	2	1
344	и этого	1	1
345	он был	1	1
346	что то	1	1
347	миф о	2	1
348	бы то	1	1
349	ее к	1	1
350	совсем не	1	1
351	они имеют	1	1
352	тут он	1	1
353	об этих	1	1
354	и всякий	1	1
355	свою жизнь	1	1
356	только тогда	7	1
357	миф по	1	1
358	тут же	4	1
359	только путем	1	1
360	сама по	7	1
361	во что	1	1
362	план выступает	1	1
363	или вообще	3	1
364	независимо от	4	1
365	что именно	1	1
366	дает нам	1	1
367	в своем	4	1
368	совершенно иными	1	1
369	она живет	1	1
370	и как	10	1
371	с двенадцатью	1	1
372	и к	7	1
373	духа и	1	1
374	пока совершенно	1	1
375	есть ли	5	1
376	искусство и	3	1
377	или иную	1	1
378	где все	1	1
379	жизнь уже	1	1
380	из мифа	1	1
381	потом уже	2	1
382	вопрос почему	1	1
383	в целом	1	1
384	от меня	1	1
385	образом и	1	1
386	эти более	1	1
387	чем бы	1	1
388	в этой	3	1
389	переходит на	1	1
390	однако как	1	1
391	но возможна	1	1
392	не могла	1	1
393	бы ни	2	1
394	яснее это	2	1
395	он все	1	1
396	черты ее	1	1
397	единственная форма	1	1
398	всего предыдущего	2	1
399	станет ясным	1	1
400	есть та	3	1
401	и вот	4	1
402	быть с	1	1
403	в зависимости	2	1
404	из него	1	1
405	всех своих	1	1
406	весь миф	1	1
407	в каждом	2	1
408	то ни	1	1
409	же не	3	1
410	в другом	4	1
411	форма есть	1	1
412	до бесконечности	1	1
413	на все	2	1
414	теми которые	1	1
415	небу и	1	1
416	знает что	1	1
417	не простая	1	1
418	ведь она	1	1
419	его форм	1	1
420	и смерти	1	1
421	духа в	1	1
422	солнце и	2	1
423	но уже	1	1
424	мифа а	1	1
425	превращаются в	1	1
426	и делает	2	1
427	она и	2	1
428	ни одной	1	1
429	далеко не	1	1
430	для своего	1	1
431	с тем	2	1
432	со своими	1	1
433	и уже	3	1
434	одна и	4	1
435	есть явление	1	1
436	и вне	1	1
437	должно быть	7	1
438	он от	1	1
439	когда в	1	1
440	вы с	1	1
441	или менее	2	1
442	бы на	1	1
443	но если	1	1
444	и при	2	1
445	в своей	8	1
446	которую мы	1	1
447	как все	1	1
448	взгляд на	2	1
449	именно и	1	1
450	с точки	8	1
451	еще нет	1	1
452	этого вопроса	1	1
453	что я	2	1
454	от его	1	1
455	пор мы	1	1
456	и другого	1	1
457	друг другу	1	1
458	силу и	1	1
459	надо сказать	1	1
460	на небо	1	1
461	и более	3	1
462	она или	1	1
463	не должно	2	1
464	и то	7	1
465	в предыдущем	1	1
466	по себе	18	1
467	что эта	1	1
468	же мы	3	1
469	и есть	4	1
470	некоторых случаях	1	1
471	случае в	1	1
472	можно ли	3	1
473	не раз	2	1
474	важно что	3	1
475	исторического бытия	1	1
476	и радости	1	1
477	в науке	2	1
478	и остается	2	1
479	не нуждается	4	1
480	на следующую	1	1
481	из их	1	1
482	да вот	1	1
483	он мог	2	1
484	он с	1	1
485	того и	2	1
486	больше чем	1	1
487	на землю	1	1
488	с религией	1	1
489	при всем	1	1
490	во лбу	1	1
491	месте я	1	1
492	оно есть	3	1
493	предполагать что	1	1
494	ее с	1	1
495	правда это	1	1
496	ему и	1	1
497	но дело	1	1
498	что мифический	1	1
499	как будто	7	1
500	мы и	1	1
501	ли это	1	1
502	однако это	2	1
503	ему не	1	1
504	и живой	1	1
505	нуждается ни	1	1
