N	3gram	Propp_Isto_5	Problemy
1	с точки зрения	1	13
2	то же время	1	9
3	в то же	1	9
4	по отношению к	2	8
5	в том что	2	6
6	в зависимости от	1	5
7	на самом деле	1	4
8	не может быть	3	4
9	подобно тому как	1	3
10	во всяком случае	1	3
11	само по себе	1	3
12	с другой стороны	8	3
13	то же что	1	3
14	но все же	4	2
15	в самом деле	1	2
16	здесь конечно не	1	2
17	до сих пор	2	2
18	но это не	2	2
19	т е в	3	2
20	в данном случае	2	2
21	не только в	2	2
22	с ним и	1	2
23	что может быть	1	2
24	и входит в	1	2
25	но и он	1	1
26	как и его	1	1
27	все это он	1	1
28	потому что он	2	1
29	мы уже говорили	1	1
30	же как и	2	1
31	в свою очередь	1	1
32	он не может	2	1
33	в нем и	3	1
34	так как в	2	1
35	в этом случае	7	1
36	в своей работе	1	1
37	за ним как	1	1
38	ним как за	1	1
39	и в других	1	1
40	в себе и	1	1
41	точно так же	1	1
42	они и не	1	1
43	до него и	1	1
44	то время как	1	1
45	так же как	3	1
46	в которых может	1	1
47	в одно время	1	1
48	тем что он	2	1
49	он знает что	1	1
50	и потому не	1	1
51	не в том	1	1
52	о нем в	1	1
53	по себе не	1	1
54	этой точки зрения	1	1
55	о том что	4	1
56	таким образом в	1	1
57	в то время	1	1
58	между героем и	1	1
59	может быть это	1	1
60	и не потому	1	1
61	с самого начала	1	1
62	художественного творчества они	1	1
63	можно сказать что	1	1
64	чтобы она не	2	1
65	в себя как	1	1
66	за ним и	1	1
67	может быть дана	1	1
68	друг с другом	2	1
69	для того чтобы	3	1
70	что и в	2	1
71	он не только	1	1
72	и т д	18	1
73	как мы видели	1	1
