N	2gram	Tiupa_Anal_3	Problema
1	и в	18	44
2	вовсе не	1	37
3	и не	12	35
4	не есть	4	35
5	то есть	10	34
6	может быть	9	28
7	по себе	4	25
8	потому что	1	25
9	то что	2	23
10	в том	9	21
11	только в	2	19
12	а не	9	18
13	в этом	14	17
14	сказать что	2	16
15	когда мы	2	15
16	не только	22	14
17	и даже	8	14
18	то же	3	13
19	не в	6	13
20	но в	2	12
21	том что	12	12
22	той или	3	12
23	так что	1	12
24	не является	5	11
25	отнюдь не	4	10
26	так и	14	10
27	как и	14	10
28	тем не	2	10
29	не менее	4	10
30	у нас	1	10
31	но и	13	10
32	в нем	2	9
33	художественный образ	1	9
34	это не	2	9
35	в то	3	9
36	никак не	1	9
37	в его	7	9
38	что и	5	9
39	что он	4	9
40	в данном	4	9
41	как бы	10	9
42	таким образом	4	9
43	и от	2	9
44	во всяком	2	9
45	у гоголя	1	8
46	сама по	2	8
47	перед нами	4	8
48	в себе	2	8
49	он не	6	8
50	было бы	3	8
51	но это	1	8
52	как раз	7	8
53	связи с	1	8
54	как мы	1	8
55	здесь не	3	8
56	того что	1	8
57	или иной	5	8
58	а именно	1	8
59	художественное произведение	1	8
60	что мы	2	8
61	что в	9	8
62	это и	2	7
63	мы не	3	7
64	в связи	1	7
65	на самом	1	7
66	все эти	2	7
67	мы должны	1	7
68	указывает на	3	7
69	данном случае	3	7
70	с ним	1	7
71	с другой	7	7
72	уже не	5	7
73	еще и	3	7
74	не может	2	7
75	и потому	2	7
76	здесь только	1	7
77	сам по	1	6
78	в целом	3	6
79	все же	4	6
80	и к	4	6
81	о том	6	6
82	у пушкина	3	6
83	того или	1	6
84	но если	1	6
85	никогда не	5	6
86	для этого	1	6
87	можно сказать	4	6
88	и только	1	6
89	всяком случае	2	6
90	мы можем	2	6
91	такого рода	5	6
92	жизни и	1	6
93	и есть	1	5
94	едва ли	3	5
95	есть не	2	5
96	еще не	6	5
97	за пределы	1	5
98	что они	3	5
99	в своем	4	5
100	хотя и	2	5
101	с тем	2	5
102	и сам	4	5
103	точки зрения	3	5
104	в своей	1	5
105	тем самым	4	5
106	как о	1	5
107	и его	13	5
108	и о	1	5
109	в ней	2	5
110	и здесь	2	5
111	крайней мере	4	5
112	гораздо более	2	5
113	или даже	1	5
114	в конце	5	5
115	не было	3	5
116	по крайней	4	5
117	этом случае	1	5
118	как в	3	5
119	да и	2	5
120	этого слова	2	5
121	все это	3	5
122	а в	10	5
123	другой стороны	5	5
124	в таком	1	5
125	таком случае	1	4
126	не что	1	4
127	не имеют	1	4
128	мы уже	1	4
129	что иное	1	4
130	он сам	1	4
131	иное как	1	4
132	но как	3	4
133	только при	1	4
134	могли бы	2	4
135	при этом	11	4
136	заключается в	1	4
137	и без	3	4
138	дело в	2	4
139	и является	1	4
140	в ее	3	4
141	мы могли	1	4
142	д и	1	4
143	всякого рода	1	4
144	тем что	2	4
145	на этот	1	4
146	дело здесь	1	4
147	а также	2	4
148	совершенно не	2	4
149	же самой	1	4
150	в искусстве	2	4
151	отношения к	2	3
152	то в	2	3
153	здесь и	3	3
154	говорить о	3	3
155	и ее	2	3
156	там и	1	3
157	но не	7	3
158	уже как	1	3
159	в художественном	1	3
160	и как	4	3
161	в самом	5	3
162	в этой	6	3
163	на то	1	3
164	пушкина и	2	3
165	свою собственную	1	3
166	что у	1	3
167	об этом	2	3
168	его в	3	3
169	с другими	1	3
170	о которых	2	3
171	в чистом	1	3
172	и тогда	1	3
173	себе а	1	3
174	бы быть	1	3
175	на себе	1	3
176	ничего не	3	3
177	или иная	1	3
178	как будто	1	3
179	именно потому	1	3
180	с самим	2	3
181	если бы	1	3
182	или как	1	3
183	во всей	1	3
184	может иметь	1	3
185	этот вопрос	1	3
186	есть ни	1	3
187	в качестве	12	3
188	самом деле	2	3
189	есть в	1	3
190	уже в	3	3
191	в мифе	1	3
192	для него	6	3
193	могло бы	1	3
194	случае не	1	3
195	само по	1	3
196	отличие от	2	3
197	прежде всего	5	3
198	его как	3	3
199	жизнь в	1	3
200	художественности и	1	3
201	в той	2	3
202	в тех	2	3
203	с этой	1	3
204	это уже	1	3
205	формы и	1	3
206	и все	2	3
207	тем более	1	3
208	хотя бы	1	3
209	будто бы	1	3
210	же в	2	3
211	или иного	1	3
212	из этого	1	3
213	и другие	1	3
214	к тому	6	3
215	того же	5	2
216	говорилось выше	1	2
217	и до	1	2
218	его не	3	2
219	мы имеем	5	2
220	мы и	1	2
221	целое и	1	2
222	нам представляется	2	2
223	во всех	2	2
224	мы будем	1	2
225	друг от	1	2
226	в известном	1	2
227	с этим	3	2
228	когда он	2	2
229	тем же	1	2
230	мертвых душ	1	2
231	себе не	1	2
232	с нею	2	2
233	не будем	1	2
234	с их	3	2
235	например как	2	2
236	время и	1	2
237	всех этих	1	2
238	такого же	1	2
239	и может	1	2
240	в другом	1	2
241	он есть	1	2
242	в слове	5	2
243	во внимание	1	2
244	он и	3	2
245	жизни но	1	2
246	есть он	1	2
247	же есть	1	2
248	с точки	2	2
249	в их	6	2
250	еще нет	1	2
251	не столько	3	2
252	в отличие	2	2
253	от себя	1	2
254	бы мы	1	2
255	от его	2	2
256	является в	1	2
257	вполне самостоятельное	1	2
258	его внешней	2	2
259	произведения в	1	2
260	однако в	5	2
261	для нее	1	2
262	нас к	1	2
263	с теми	1	2
264	дело не	3	2
265	в основе	1	2
266	же рода	1	2
267	в самой	1	2
268	слова как	1	2
269	и по	2	2
270	со своим	1	2
271	является ни	1	2
272	чистом виде	2	2
273	мертвые души	1	2
274	могут быть	2	2
275	в стихотворении	1	2
276	что при	1	2
277	для себя	1	2
278	с ее	3	2
279	от друга	1	2
280	такое что	1	2
281	разного рода	1	2
282	жизнь и	3	2
283	мы читаем	1	2
284	о ней	1	2
285	искусства и	1	2
286	себя не	1	2
287	свое произведение	1	2
288	это было	1	2
289	но с	2	2
290	мы захотели	1	2
291	который в	3	2
292	за себя	1	2
293	произведения то	1	2
294	с одной	2	2
295	себя в	4	2
296	да еще	1	2
297	и у	1	2
298	своим собственным	1	2
299	в начале	6	2
300	произведения и	2	2
301	между прочим	1	2
302	были бы	3	2
303	нам не	2	2
304	до сих	1	2
305	не обязательно	1	2
306	именно в	3	2
307	чем он	1	2
308	а с	1	2
309	только к	2	2
310	он только	1	2
311	о чем	4	2
312	в частности	12	2
313	вместе с	2	2
314	как это	3	2
315	из которых	1	2
316	по своему	2	2
317	сравнении с	2	2
318	в контексте	2	2
319	сих пор	1	2
320	о его	2	2
321	ни для	2	2
322	от нас	1	2
323	пока еще	3	2
324	и для	2	2
325	в результате	5	2
326	другое дело	1	2
327	от него	1	2
328	бы в	1	2
329	своих героев	1	2
330	все они	2	2
331	к самому	1	2
332	есть от	1	2
333	которые здесь	1	2
334	в сравнении	2	2
335	есть и	1	2
336	героя в	1	2
337	по поводу	3	2
338	как на	1	2
339	слова это	1	2
340	не явно	1	1
341	ни своей	1	1
342	произведения но	1	1
343	речь идет	1	1
344	тому например	1	1
345	получает в	1	1
346	значении этого	1	1
