N	2gram	Tiupa_Hudo_2	Myslijsy
1	потому что	2	49
2	для нас	3	31
3	то есть	1	30
4	и в	28	24
5	в душе	8	23
6	может быть	8	23
7	то что	6	20
8	и не	18	19
9	в том	15	18
10	а не	14	18
11	т с	2	18
12	что в	5	16
13	не только	11	15
14	по себе	1	15
15	при этом	11	13
16	в слове	1	13
17	не в	13	13
18	было бы	3	13
19	то же	6	12
20	но не	4	12
21	не может	4	12
22	мы не	1	11
23	вместе с	2	11
24	если бы	6	11
25	что и	4	11
26	только в	4	11
27	тогда как	7	10
28	как в	5	10
29	в себе	9	10
30	для него	5	10
31	так что	1	10
32	так как	1	10
33	независимо от	1	9
34	в нем	3	9
35	вовсе не	2	9
36	то и	4	9
37	но и	9	9
38	как бы	5	9
39	точно так	1	9
40	и на	3	8
41	в этом	13	8
42	том что	19	8
43	а в	6	8
44	во всех	1	7
45	мысль о	2	7
46	как и	11	7
47	зрения и	1	7
48	того как	2	7
49	прежде всего	3	7
50	тем что	6	7
51	того что	1	7
52	и т	4	6
53	что если	1	6
54	в состоянии	3	6
55	тем не	4	6
56	в то	6	6
57	есть только	1	6
58	между тем	8	6
59	и только	2	6
60	на другие	1	6
61	звук и	1	6
62	в одном	3	6
63	с другой	3	6
64	не было	6	6
65	в ряду	2	6
66	только как	1	6
67	по поводу	3	6
68	столь же	3	5
69	что они	4	5
70	все же	2	5
71	уже в	1	5
72	бы не	3	5
73	и уже	4	5
74	не менее	5	5
75	с ним	7	5
76	так и	8	5
77	о том	12	5
78	с другими	3	5
79	из них	2	5
80	от того	1	5
81	в них	3	5
82	для того	4	5
83	что не	2	5
84	представляется нам	2	5
85	только для	2	5
86	же в	1	5
87	в памяти	3	5
88	в которой	1	5
89	а между	4	4
90	к другому	1	4
91	в самом	5	4
92	одной мысли	1	4
93	время как	1	4
94	еще не	3	4
95	но в	2	4
96	уже не	10	4
97	из этих	2	4
98	как он	3	4
99	так сказать	1	4
100	то все	1	4
101	в котором	6	4
102	место в	2	4
103	сих пор	2	4
104	стало быть	1	4
105	одном из	1	4
106	тем самым	2	4
107	для меня	1	4
108	и другое	1	4
109	чувства в	2	4
110	образом в	1	4
111	подобно тому	4	4
112	одна из	2	4
113	то время	1	4
114	никогда не	5	4
115	и что	1	4
116	что он	8	4
117	с одной	3	4
118	в других	4	4
119	до сих	2	4
120	там где	1	4
121	в человеке	3	4
122	тому как	4	4
123	во время	1	4
124	мысли о	2	4
125	себе не	1	4
126	в таком	1	4
127	например в	1	3
128	человека и	3	3
129	и то	2	3
130	но тем	2	3
131	на деле	1	3
132	той же	2	3
133	полагает что	1	3
134	не совсем	1	3
135	только тогда	1	3
136	если в	2	3
137	со стороны	3	3
138	хотя и	1	3
139	что это	5	3
140	что без	1	3
141	с чем	1	3
142	что она	7	3
143	т д	2	3
144	о которой	2	3
145	при виде	1	3
146	не как	2	3
147	отношений между	1	3
148	в человеческой	1	3
149	человека в	4	3
150	могла бы	2	3
151	его в	2	3
152	это не	6	3
153	и тем	1	3
154	о которых	2	3
155	рядом с	5	3
156	и тогда	2	3
157	в этих	3	3
158	и при	1	3
159	себе в	2	3
160	на мысль	1	3
161	в ней	3	3
162	мысли в	1	3
163	и притом	1	3
164	на него	3	3
165	которых мы	1	3
166	об одном	1	3
167	оно не	2	3
168	те же	2	3
169	не с	2	3
170	том как	2	3
171	мы в	1	3
172	в словах	1	3
173	но мы	1	3
174	вслед за	4	3
175	как например	1	3
176	и у	2	3
177	одно из	5	3
178	искать в	1	3
179	т п	2	3
180	что на	3	3
181	только по	1	3
182	одной стороны	3	3
183	становится для	1	3
184	в самой	1	3
185	слова и	1	3
186	но это	1	3
187	и для	2	3
188	и от	2	3
189	то не	1	3
190	и все	7	3
191	с ними	3	3
192	все что	3	3
193	как на	2	3
194	таком случае	1	2
195	самом деле	3	2
