N	2gram	Vygotskiy__2	Morfolog
1	может быть	18	52
2	и т	10	49
3	т д	2	47
4	таким образом	21	20
5	не может	17	17
6	в этих	2	16
7	могут быть	4	15
8	с этим	4	14
9	эта форма	2	13
10	и в	32	13
11	действующих лиц	3	13
12	в этом	13	13
13	так как	12	12
14	связи с	1	11
15	мы видим	4	11
16	видим что	3	10
17	заметить что	2	10
18	то же	13	9
19	мы имеем	4	9
20	так и	3	9
21	этом случае	1	9
22	прежде всего	1	9
23	а не	7	9
24	в связи	1	9
25	и не	10	9
26	при помощи	10	8
27	что и	17	8
28	с другой	3	8
29	по существу	3	8
30	в результате	1	8
31	имеем в	2	7
32	или же	3	7
33	в качестве	1	7
34	в тех	1	7
35	все же	4	7
36	но если	1	7
37	этот случай	1	6
38	но не	2	6
39	может считаться	1	6
40	это не	2	6
41	подобно тому	2	6
42	не могут	3	6
43	и здесь	2	6
44	в том	37	6
45	а в	4	6
46	мы не	3	5
47	во всех	3	5
48	тому как	3	5
49	то что	21	5
50	далеко не	5	5
51	не менее	8	5
52	потому что	21	5
53	или в	1	5
54	вслед за	5	5
55	один из	3	5
56	мы увидим	1	5
57	если мы	12	5
58	сюда же	1	5
59	наряду с	4	5
60	как бы	6	5
61	и другие	1	5
62	также и	2	4
63	показать что	5	4
64	то это	3	4
65	что его	5	4
66	если в	2	4
67	как в	9	4
68	два раза	1	4
69	и как	7	4
70	не только	12	4
71	на его	2	4
72	на этом	3	4
73	следующим образом	1	4
74	об этом	3	4
75	его в	1	4
76	было бы	11	4
77	вовсе не	2	4
78	как и	10	4
79	несмотря на	4	4
80	точки зрения	17	4
81	с точки	10	4
82	тем не	4	4
83	на котором	1	4
84	ничего не	4	4
85	тем что	9	4
86	в других	2	4
87	как мы	1	4
88	случае не	1	4
89	и затем	1	4
90	в некоторых	1	4
91	другой стороны	2	4
92	там где	2	4
93	так же	18	4
94	что в	20	4
95	самом деле	16	3
96	на самом	5	3
97	в первом	1	3
98	и для	4	3
99	независимо от	1	3
100	предметы и	1	3
101	целый ряд	6	3
102	но в	3	3
103	в целом	4	3
104	в нашем	1	3
105	он должен	1	3
106	и по	4	3
107	но все	1	3
108	в ход	2	3
109	а по	1	3
110	из них	4	3
111	ни в	2	3
112	и вне	1	3
113	том что	21	3
114	в то	5	3
115	и отсюда	2	3
116	в сущности	7	3
117	на него	2	3
118	того чтобы	14	3
119	от того	4	3
120	и другим	1	3
121	на нем	1	3
122	большей частью	1	3
123	с собой	1	3
124	если бы	6	3
125	с того	2	3
126	но и	10	3
127	он не	6	3
128	значит что	3	3
129	к нему	2	3
130	в какой	2	3
131	и ее	3	3
132	рассматриваться как	1	3
133	а то	1	3
134	мы можем	3	3
135	что они	7	3
136	из которых	2	3
137	форма в	2	3
138	но это	2	3
139	кроме того	1	3
140	мы должны	3	3
141	только что	1	3
142	первом случае	1	3
143	если же	4	3
144	смысле слова	1	2
145	как это	4	2
146	по этим	1	2
147	тем же	1	2
148	есть нечто	2	2
149	время как	3	2
150	мы получаем	2	2
151	чем это	1	2
152	другой пример	1	2
153	а с	2	2
154	и таким	2	2
155	если она	2	2
156	и к	3	2
157	более или	1	2
158	то в	1	2
159	животных и	1	2
160	та же	3	2
161	из его	1	2
162	сколько можно	1	2
163	не значит	2	2
164	состоит в	3	2
165	развитию и	1	2
166	в нее	1	2
167	можно было	7	2
168	и за	1	2
169	в другом	1	2
170	это было	3	2
171	то как	3	2
172	с тем	11	2
173	и тогда	1	2
174	или менее	1	2
175	для него	1	2
176	и при	2	2
177	за которым	1	2
178	что до	1	2
179	и более	4	2
180	однако в	1	2
181	и наоборот	2	2
182	же может	1	2
183	все эти	7	2
184	в таких	1	2
185	что эта	1	2
186	с теми	1	2
187	эти формы	1	2
188	не имеет	4	2
189	одна из	1	2
190	не сумеем	5	2
191	элемент в	1	2
192	что ни	1	2
193	и его	7	2
194	так например	1	2
195	в каком	3	2
196	один раз	1	2
197	можно сравнить	1	2
198	они и	1	2
