N	2gram	Vinokur_St_2	Myshleni
1	в развитии	1	28
2	то что	11	26
3	в этом	21	25
4	что он	13	25
5	потому что	9	21
6	таким образом	10	19
7	точки зрения	5	18
8	в том	27	18
9	не может	2	18
10	того чтобы	6	17
11	не только	19	16
12	и в	29	16
13	того что	5	16
14	так как	2	16
15	что в	19	16
16	том что	27	15
17	так же	3	15
18	для того	7	14
19	в сущности	1	13
20	в процессе	2	13
21	сказать что	2	13
22	вопрос о	6	12
23	по отношению	1	12
24	в области	2	12
25	и что	6	12
26	и не	9	12
27	отношению к	1	12
28	из того	1	11
29	отношение к	1	11
30	в его	13	11
31	но не	3	10
32	было бы	5	10
33	как мы	1	10
34	только в	2	10
35	а не	5	10
36	с точки	2	9
37	в отношении	2	9
38	может быть	2	9
39	то же	2	8
40	в известном	3	8
41	как и	2	8
42	если бы	2	8
43	в основе	1	8
44	о том	17	8
45	он не	9	8
46	точка зрения	1	8
47	как это	2	8
48	же как	3	7
49	того же	2	7
50	представляет собой	1	7
51	в нем	4	7
52	но он	3	7
53	по себе	3	7
54	так и	9	7
55	известном смысле	1	7
56	и на	6	6
57	но в	8	6
58	в этой	2	6
59	как он	2	6
60	в другом	4	6
61	но если	1	6
62	не в	4	6
63	что оно	1	6
64	что все	1	6
65	этот вопрос	2	6
66	мы можем	1	6
67	у него	1	6
68	но и	19	6
69	в той	5	6
70	в какой	2	6
71	к тому	10	6
72	мере в	2	5
73	мы и	1	5
74	что они	2	5
75	как в	3	5
76	в своем	9	5
77	говорит что	1	5
78	в которой	11	5
79	на все	1	5
80	из нее	3	5
81	тому что	7	5
82	что с	2	5
83	самого начала	3	5
84	в то	2	5
85	того как	7	5
86	никогда не	3	5
87	ничего не	4	5
88	этом отношении	9	5
89	с самого	3	5
90	можно было	1	5
91	по сравнению	1	5
92	на вопрос	3	5
93	можно сказать	1	5
94	заключается в	1	5
95	тот же	1	5
96	хотя бы	3	5
97	для него	4	5
98	тем что	3	5
99	сравнению с	1	5
100	как бы	5	5
101	не является	3	5
102	еще более	4	5
103	только что	2	5
