N	2gram	Nazirov_Tr_1	Psycholo
1	и в	18	38
2	то что	4	35
3	все время	1	30
4	в том	2	25
5	в самом	2	25
6	самом деле	1	21
7	что в	4	20
8	может быть	7	19
9	и что	4	18
10	что она	2	16
11	в ней	1	15
12	то есть	3	15
13	и т	1	14
14	том что	4	14
15	как бы	7	14
16	потому что	2	14
17	в этом	9	13
18	в этой	4	13
19	не только	8	12
20	таким образом	1	12
21	не в	2	12
22	мы видим	1	12
23	что он	6	11
24	то же	5	10
25	что это	5	10
26	и не	7	10
27	и все	4	10
28	того чтобы	1	9
29	в двух	1	9
30	и то	2	8
31	все же	5	8
32	и как	3	8
33	говорит что	2	8
34	с тем	2	8
35	как и	5	8
36	в одном	2	8
37	и это	2	8
38	но только	1	8
39	так что	2	8
40	перед нами	2	8
41	для нас	1	8
42	заключается в	1	7
43	не может	5	7
44	как мы	1	7
45	в ее	2	7
46	между тем	1	7
47	а не	1	7
48	и на	7	6
49	как это	3	6
50	и если	1	6
51	он не	2	6
52	в котором	1	6
53	тому что	1	6
54	она не	1	6
55	не имеет	2	6
56	самого начала	1	6
57	и его	6	6
58	к тому	2	6
59	указывает на	1	6
60	с самого	1	6
61	и здесь	2	6
62	о том	2	6
63	один из	3	6
64	с одной	1	6
65	должна быть	1	5
66	я не	4	5
67	в своем	3	5
68	в которой	1	5
69	так сказать	1	5
70	на этом	1	5
71	в другом	1	5
72	несмотря на	5	5
73	с такой	1	5
74	в своей	1	5
75	т п	1	5
76	в его	3	5
77	но и	4	5
78	вместе с	1	5
79	в той	1	5
80	совершенно не	1	5
81	на деле	1	4
82	что эти	2	4
83	во всех	1	4
84	мысль что	1	4
85	как в	3	4
86	в целом	4	4
87	все эти	3	4
88	в себе	4	4
89	если он	1	4
90	в нем	4	4
91	при этом	3	4
92	здесь мы	1	4
93	не мог	2	4
94	но если	1	4
95	не могли	1	4
96	что этот	2	4
97	что эта	1	4
98	что с	3	4
99	одна из	2	4
100	никогда не	2	4
101	в самой	1	4
102	как будто	3	4
103	и совершенно	1	4
104	когда в	1	4
105	в виду	1	4
106	согласиться с	1	4
107	что и	2	4
108	только в	1	4
109	у него	6	4
110	и даже	4	4
111	обратиться к	1	4
112	того что	1	4
113	смысл этого	1	3
114	сам автор	1	3
115	стихах и	1	3
116	но в	6	3
117	ответом на	1	3
118	не к	1	3
119	что все	2	3
120	конечно в	1	3
121	рассказывает о	1	3
122	бы в	1	3
123	его в	2	3
124	ни в	2	3
125	в них	1	3
126	отвращение к	1	3
127	в такой	1	3
128	бы не	1	3
129	в то	5	3
130	того как	1	3
131	смысл этой	1	3
132	где он	1	3
133	и о	1	3
134	наряду с	1	3
135	он был	2	3
136	под маской	1	3
137	не так	2	3
138	ее не	1	3
139	к ним	1	3
140	тем что	2	3
141	что не	1	3
142	то и	2	3
143	в стихах	1	3
144	но это	4	3
145	все это	4	3
146	она должна	2	3
147	что под	1	3
148	а я	5	3
149	в таком	2	3
150	например в	1	2
151	что образ	3	2
152	что когда	1	2
153	той же	1	2
154	между собой	1	2
155	столь же	2	2
156	всего этого	1	2
157	но как	1	2
158	в общем	1	2
159	не просто	2	2
160	отнюдь не	3	2
161	и я	2	2
162	в истории	1	2
163	материалом для	1	2
164	что именно	1	2
165	это был	2	2
166	и наконец	1	2
167	со своей	1	2
168	представляет собой	1	2
169	он в	1	2
170	не могла	1	2
171	и вот	1	2
172	и по	1	2
173	на всю	1	2
174	перед собой	1	2
175	и ее	2	2
176	растет и	1	2
177	сама собой	1	2
178	должны были	1	2
179	но он	1	2
180	всяких прикрас	1	2
181	но они	2	2
182	что сам	1	2
183	вместе и	1	2
184	этими двумя	2	2
185	и всегда	1	2
186	ничего не	2	2
187	к ней	1	2
188	ли это	1	2
189	не могут	2	2
190	что оно	1	2
191	утверждать что	1	2
192	с ее	3	2
193	данном случае	2	2
194	в глаза	2	2
195	он именно	1	2
196	с ним	3	2
197	или от	1	2
198	но мы	1	2
199	и который	1	2
200	говорит он	1	2
201	что даже	1	2
202	по мнению	2	2
203	это же	1	2
204	есть в	1	2
205	уже не	2	2
206	чтобы он	1	2
207	в виде	2	2
