N	2gram	Propp_Isto_6	Mirosoze
1	может быть	11	30
2	не только	10	29
3	и в	26	28
4	не может	6	28
5	но и	9	25
6	а не	2	25
7	он не	2	24
8	в этом	12	20
9	не было	3	18
10	у него	7	17
11	не в	3	16
12	потому что	13	16
13	в ней	5	15
14	в своей	3	15
15	переходит в	1	15
16	и есть	1	14
17	он был	2	14
18	никогда не	13	14
19	человека в	2	13
20	в нем	8	13
21	и он	4	12
22	и это	8	12
23	для него	1	11
24	и не	10	11
25	в своем	2	10
26	было бы	2	10
27	бога и	1	10
28	что в	12	10
29	в мире	1	10
30	прежде всего	4	10
31	что он	9	10
32	был бы	1	10
33	те которые	1	9
34	с тем	4	9
35	но он	2	9
36	и его	7	9
37	не есть	2	9
38	в его	5	9
39	в котором	1	8
40	но не	2	8
41	но в	7	7
42	в себе	3	7
43	к нему	1	7
44	того что	2	7
45	он весь	1	7
46	бог и	1	7
47	должна быть	3	6
48	и на	12	6
49	в этой	2	6
50	только в	5	6
51	вместе с	8	6
52	все это	1	6
53	в том	12	6
54	если он	3	5
55	от нее	2	5
56	это не	4	5
57	в самую	1	5
58	как и	5	5
59	что есть	1	5
60	у нас	5	5
61	не могут	1	5
62	то что	6	5
63	мира и	2	5
64	отношения к	1	4
65	и этот	1	4
66	есть не	1	4
67	отношение к	1	4
68	увидим что	2	4
69	не как	1	4
70	и по	4	4
71	в них	3	4
72	в этих	2	4
73	точки зрения	1	4
74	в которых	2	4
75	к концу	3	4
76	к ней	1	4
77	она не	3	4
78	иной мир	3	4
79	что и	4	4
80	в середине	1	4
81	значит что	2	4
82	один из	3	4
83	уже не	7	4
84	уже в	1	4
85	есть уже	1	4
86	а в	3	4
87	тем что	5	4
88	но человек	1	4
89	и вместе	1	4
90	нет в	3	4
91	и там	6	4
92	с этой	2	4
93	которых он	2	4
94	от него	3	4
95	не знает	1	4
96	небо и	3	4
97	вряд ли	1	3
98	его не	2	3
99	не знают	1	3
100	с его	4	3
101	с этим	2	3
102	когда он	3	3
103	этого мира	1	3
104	духа в	1	3
