N	2gram	Losev_Vlad_1	Istorich
1	и в	31	26
2	так как	8	18
3	в египте	3	16
4	мы имеем	1	14
5	никогда не	9	13
6	потому что	11	13
7	и на	3	12
8	в этом	14	12
9	таким образом	3	12
10	в том	11	12
11	что в	14	12
12	может быть	6	11
13	связь с	1	11
14	и т	2	10
15	не только	24	10
16	том что	14	10
17	с другой	3	10
18	и не	17	10
19	еще не	2	9
20	представление о	1	9
21	а именно	2	9
22	что он	12	9
23	но и	19	9
24	и это	2	8
25	все эти	3	8
26	все же	3	8
27	в нем	4	8
28	т д	2	8
29	с ним	5	8
30	вместе с	3	8
31	другой стороны	3	8
32	но в	12	7
33	мы можем	1	7
34	и его	7	7
35	о том	11	7
36	с одной	1	7
37	уже не	3	7
38	представлений о	1	7
39	у него	15	7
40	одной стороны	1	7
41	мы уже	7	6
42	мы не	1	6
43	как в	3	6
44	как он	4	6
45	так в	1	6
46	и с	14	6
47	в виде	3	6
48	то что	18	6
49	в более	1	6
50	ее в	1	6
51	не может	6	6
52	то же	6	5
53	в ней	1	5
54	не будет	1	5
55	как и	4	5
56	и что	6	5
57	в то	8	5
58	очень часто	1	5
59	так и	6	5
60	в его	12	5
61	в приведенных	1	5
62	только в	9	5
63	тем что	2	5
64	связаны с	1	5
65	у нас	6	5
66	как это	7	5
67	как мы	9	4
68	и он	3	4
69	с его	11	4
70	но как	5	4
71	из этих	2	4
72	на его	3	4
73	после этого	1	4
74	и по	8	4
75	здесь мы	3	4
76	это не	1	4
77	и тем	1	4
78	с тем	2	4
79	не имели	2	4
80	в очень	2	4
81	а также	5	4
82	что и	5	4
83	в других	1	4
84	прежде всего	1	4
85	в это	2	4
86	у них	1	4
87	но это	3	4
88	все что	2	4
89	и через	3	3
90	и то	10	3
91	так у	1	3
92	там же	13	3
93	почти всегда	1	3
94	на место	1	3
95	время как	1	3
96	из которых	1	3
97	видели что	1	3
98	когда он	5	3
99	в себе	4	3
100	если он	1	3
101	что она	2	3
102	главным образом	4	3
103	при этом	2	3
104	если бы	1	3
105	уже видели	1	3
106	и вот	3	3
107	так например	2	3
108	в них	2	3
109	в своей	4	3
110	таким же	1	3
111	в одном	1	3
112	не в	5	3
113	их в	1	3
114	приводят к	1	3
115	она не	1	3
116	к концу	2	3
117	не потому	1	3
118	вот почему	1	3
119	и другие	1	3
120	то время	2	3
121	только через	1	3
122	от него	2	3
123	один из	4	3
124	меня и	1	3
125	и действительно	3	3
126	в качестве	6	3
127	так что	10	3
128	и других	2	3
129	от того	1	3
130	и только	1	3
131	со стороны	2	3
132	далеко не	1	3
133	не было	5	3
134	попал в	1	3
135	в частности	2	3
136	к своему	3	3
137	в данном	1	3
138	в тех	2	3
139	что здесь	1	3
140	и от	5	3
141	кроме того	7	3
142	или в	1	3
143	вопрос о	1	3
144	каждый год	1	3
145	на первый	2	3
146	а в	9	3
147	еще в	4	3
148	и эта	1	3
149	сказать что	7	3
150	из этого	2	3
151	как на	2	3
152	в своих	5	3
153	к этому	6	3
154	ту же	1	2
155	того же	6	2
156	нам кажется	1	2
157	что когда	1	2
158	из его	4	2
159	и больше	1	2
160	то самое	1	2
161	что иное	1	2
162	представляет собой	1	2
163	он был	14	2
164	первый план	2	2
165	но не	3	2
166	то он	6	2
167	по отношению	1	2
168	тогда как	1	2
169	а через	1	2
170	в свои	2	2
171	на то	5	2
172	относится к	1	2
173	в одной	1	2
174	дает нам	1	2
175	в своем	4	2
176	что касается	3	2
177	и как	4	2
178	и хотя	1	2
179	в этой	4	2
180	то и	2	2
181	и до	2	2
182	но он	5	2
183	и те	1	2
184	он не	10	2
185	из него	1	2
186	с этой	1	2
187	но все	1	2
188	человека в	1	2
189	было бы	2	2
190	уже знаем	1	2
191	известно что	2	2
192	именно что	1	2
193	кажется что	2	2
194	по всему	1	2
195	ни в	2	2
196	ни одной	1	2
197	вовсе не	5	2
198	а потом	1	2
199	и сейчас	2	2
200	она в	1	2
201	знаем что	2	2
202	не будем	2	2
203	которые в	1	2
204	без всяких	1	2
205	что этот	3	2
206	даже в	2	2
207	тем самым	2	2
208	которых он	2	2
209	одна из	1	2
210	на него	3	2
211	не могло	1	2
212	это мы	2	2
213	не вполне	1	2
214	или как	1	2
215	и далее	1	2
216	нет ни	1	2
217	ее на	1	2
218	к тому	3	2
219	от нее	2	2
220	за что	1	2
221	где он	2	2
222	этим самым	1	2
223	в свое	5	2
224	представляли себе	1	2
225	здесь не	3	2
226	только то	1	2
227	и сам	6	2
228	что у	4	2
229	о котором	2	2
230	ничего не	3	2
231	эта сторона	1	2
232	сводится к	1	2
233	как существо	1	2
234	но мы	2	2
235	можно сказать	6	2
236	как у	1	2
237	не видел	1	2
238	того что	2	2
239	и решил	1	2
240	самого себя	1	2
241	мы знаем	2	2
242	пока не	1	2
243	всяком случае	2	2
244	что они	3	2
245	после смерти	4	2
246	а с	5	2
247	что не	1	2
248	а не	1	2
249	о чем	1	2
250	он и	6	2
251	уже давно	1	2
252	него в	2	2
253	так же	1	2
254	общее заключение	1	2
255	к себе	2	2
256	что же	5	2
257	что мы	2	2
258	видно что	5	2
259	под названием	2	2
260	тот свет	1	2
261	для нас	4	2
262	мы должны	2	2
263	только что	2	2
264	в этих	1	2
265	еще очень	1	2
266	но вот	1	2
267	не есть	1	2
268	е в	7	2
269	с ними	2	2
270	жизни и	5	2
271	во всяком	2	2
272	умерший в	1	1
273	что отношение	1	1
274	для более	1	1
275	отношения к	1	1
276	одним из	2	1
277	также и	10	1
278	по адресу	1	1
279	с кем	1	1
280	в связи	3	1
281	только потому	1	1
282	и есть	1	1
283	своей красотой	1	1
284	нас на	1	1
285	именно здесь	1	1
286	есть не	1	1
287	несколько лет	1	1
288	лет и	2	1
289	если я	1	1
290	на первом	2	1
291	что если	1	1
292	ни у	1	1
293	рассказывается о	1	1
294	ответить на	1	1
295	нам в	1	1
296	этом не	2	1
297	он как	3	1
298	но она	3	1
299	еще с	1	1
300	с редкой	1	1
301	в полной	2	1
302	считая что	1	1
303	что можно	1	1
304	так или	1	1
305	может дать	1	1
306	беседует с	2	1
307	по этому	2	1
308	дать ему	1	1
309	на них	1	1
310	мы читаем	2	1
311	за это	2	1
312	что его	4	1
313	во всех	1	1
314	природы и	1	1
315	то мы	3	1
316	заметим что	1	1
317	нем мы	1	1
318	он будет	2	1
319	тут же	7	1
320	не просто	1	1
321	мы сейчас	7	1
322	идеалы в	1	1
323	человек может	1	1
324	которые не	1	1
325	лицом к	1	1
326	в истории	4	1
327	же с	11	1
328	некоторое время	2	1
329	что как	1	1
330	им в	1	1
331	ними и	2	1
332	хотя и	4	1
333	как уже	1	1
334	его к	2	1
335	и к	6	1
336	из книги	1	1
337	знаю что	1	1
338	более или	3	1
339	ясно и	1	1
340	в этот	4	1
341	выше мы	2	1
342	многих из	1	1
343	ни один	1	1
344	в целом	3	1
345	сказать о	1	1
346	он в	3	1
347	старухи и	1	1
348	до меня	1	1
349	учение о	2	1
350	может считаться	1	1
351	раз в	1	1
352	и тот	2	1
353	но на	3	1
354	одно и	1	1
355	и если	5	1
356	жизнью и	1	1
357	не имеют	1	1
358	мое сердце	1	1
359	тем не	2	1
360	этого вопроса	1	1
361	в силу	1	1
362	никак не	4	1
363	он так	2	1
364	свое время	6	1
365	чтобы в	1	1
366	бога и	2	1
367	на этом	2	1
368	ним на	1	1
369	людей которые	1	1
370	однако все	1	1
371	что все	2	1
372	другого человека	1	1
373	чего он	1	1
374	на все	2	1
375	то есть	3	1
376	этого мы	1	1
377	с целью	1	1
378	материалы которые	1	1
379	знает что	1	1
380	которого не	1	1
381	по одним	1	1
382	месте и	1	1
383	в свой	2	1
384	они по	1	1
385	был очень	2	1
386	в жизни	3	1
387	по существу	2	1
388	был и	1	1
389	о которых	1	1
390	когда я	1	1
391	человек имеет	1	1
392	мы хотели	3	1
393	с такой	1	1
394	чем в	1	1
395	остается в	1	1
396	сейчас же	1	1
397	одно из	1	1
398	или менее	3	1
399	точки зрения	2	1
400	но если	1	1
401	от своего	1	1
402	где мы	1	1
403	на месте	1	1
404	в котором	6	1
405	и требованиями	1	1
406	не столько	2	1
407	на свою	3	1
408	большую роль	1	1
409	что я	2	1
410	от его	1	1
411	на языке	1	1
412	все это	5	1
413	и более	1	1
414	что сам	2	1
415	он увидел	1	1
416	в религиозных	2	1
417	сам он	1	1
418	и вся	1	1
419	и очень	3	1
420	не менее	2	1
421	к такой	1	1
422	в таких	1	1
423	что с	2	1
424	этими двумя	1	1
425	правда в	1	1
426	каждый день	1	1
427	к изучению	2	1
428	когда они	1	1
429	куда прибыл	1	1
430	замуж за	1	1
431	того чтобы	2	1
432	следовательно и	1	1
433	выхода из	1	1
434	больше чем	2	1
435	смерти а	2	1
436	а во	1	1
437	где уже	1	1
438	к ней	4	1
439	наряду со	1	1
440	по своей	4	1
441	за исключением	1	1
442	то у	1	1
443	ввиду этого	1	1
444	со своим	5	1
445	ты видишь	1	1
446	только с	1	1
447	он слаб	1	1
448	но даже	2	1
449	что на	2	1
450	в области	1	1
451	в стиле	1	1
452	детей в	1	1
453	человека с	1	1
454	его отец	1	1
455	начиная с	2	1
456	не могут	1	1
457	есть только	1	1
458	сравнении с	1	1
459	указать на	2	1
460	для такого	1	1
461	этой книги	1	1
462	тех же	2	1
463	частным случаем	1	1
464	его супруга	1	1
465	он защищал	1	1
466	время он	3	1
467	приведем еще	1	1
468	будем приводить	1	1
469	и о	2	1
470	тому что	1	1
471	с ее	1	1
472	на нем	1	1
473	связи со	2	1
474	прямо с	1	1
475	нами выше	1	1
476	приводит в	1	1
477	для тех	2	1
478	этими представлениями	1	1
479	и когда	1	1
480	те же	1	1
481	не с	1	1
482	ясно что	2	1
483	так чудно	1	1
484	ее отец	1	1
485	которая была	1	1
486	не переставал	1	1
487	жизнь и	3	1
488	только у	1	1
489	он жил	1	1
490	об этом	7	1
491	образом в	2	1
492	них не	1	1
493	а по	2	1
494	иное как	1	1
495	и здесь	3	1
496	слова из	1	1
497	другом месте	1	1
498	тех кто	1	1
499	на вопрос	1	1
500	и поэтому	1	1
501	и из	3	1
502	одного из	1	1
503	с того	2	1
504	этих двух	1	1
505	это была	3	1
506	к нему	4	1
507	бы она	1	1
508	и можно	2	1
509	и разносторонне	1	1
510	видели и	1	1
511	но тут	1	1
512	с той	1	1
513	но с	1	1
514	не как	1	1
515	мне кажется	1	1
516	время когда	1	1
517	о пребывании	1	1
518	дело с	1	1
519	ценный для	1	1
520	ясной форме	1	1
521	что даже	1	1
522	ли он	1	1
523	друг друга	1	1
524	как нечто	1	1
525	уже и	2	1
526	которое мы	1	1
527	между этими	1	1
528	от них	1	1
529	одной из	2	1
530	уже в	7	1
531	чтобы он	2	1
532	эти же	1	1
533	о ней	1	1
534	а это	2	1
535	что путем	1	1
536	не стал	2	1
537	по другим	1	1
538	для него	7	1
539	купались в	1	1
540	жил и	1	1
541	у нее	1	1
542	отношение к	3	1
543	как его	1	1
544	но что	3	1
545	случае не	1	1
546	и пр	1	1
547	на меня	1	1
548	но уже	1	1
549	и никогда	2	1
550	почему это	1	1
551	и вместе	1	1
552	для того	2	1
553	появилось новое	1	1
554	в особенности	4	1
555	и даже	15	1
556	даже не	2	1
557	человека что	1	1
558	или иначе	1	1
559	именно в	1	1
560	после которой	1	1
561	что тот	1	1
562	о своем	1	1
563	заметить что	1	1
564	еще и	7	1
565	возвращается в	1	1
566	в самую	1	1
567	от другого	1	1
568	с золотой	1	1
569	пола так	1	1
570	он только	1	1
571	у такого	1	1
572	отправился в	1	1
573	его как	1	1
574	если этот	1	1
575	к детям	1	1
576	такие представления	1	1
577	пожар пожар	1	1
578	как о	1	1
579	на эту	1	1
580	когда она	1	1
581	то здесь	1	1
582	под влиянием	3	1
583	несмотря на	4	1
584	видно по	1	1
585	он тут	1	1
586	как ни	1	1
587	к лицу	1	1
588	этой же	1	1
589	подобного рода	1	1
590	о молодом	1	1
591	перейти в	1	1
592	почему он	1	1
593	отец как	1	1
594	он говорит	2	1
595	на колени	1	1
596	смысле этого	1	1
597	не удалось	1	1
598	пути в	1	1
599	и вполне	1	1
600	я ее	1	1
601	такие люди	1	1
602	него есть	1	1
603	и такие	2	1
604	еще несколько	1	1
605	никем не	1	1
606	людей этим	1	1
607	этого слова	1	1
608	и м	2	1
609	много лет	1	1
610	несколько слов	2	1
611	и была	1	1
612	своей жизни	2	1
613	о его	2	1
614	между прочим	11	1
615	над его	1	1
616	с большой	1	1
617	на одной	3	1
618	и для	2	1
619	и часто	1	1
620	еще одна	1	1
621	однако и	1	1
622	элементы в	1	1
623	не существует	1	1
624	сейчас увидим	2	1
625	а все	1	1
626	меня к	1	1
627	на которой	1	1
628	бы в	1	1
629	тем более	2	1
630	его уже	1	1
631	но зато	2	1
632	в сравнении	1	1
633	же в	1	1
634	было хорошо	1	1
635	уже нет	1	1
636	слаб и	1	1
637	хотели бы	3	1
638	в свою	1	1
639	в моем	1	1
640	между ними	1	1
641	материалы к	1	1
642	в точности	1	1
643	из египта	2	1
644	на этот	6	1
645	земли к	1	1
646	не что	1	1
647	д в	1	1
648	время не	1	1
649	себе не	1	1
650	из более	1	1
651	по сообщению	1	1
652	к этой	2	1
653	глубоких и	1	1
654	дать более	1	1
655	в противоположность	1	1
656	в таком	1	1
