N	2gram	Bakhtin_fo_2	KFilosof
1	может быть	7	43
2	в его	8	39
3	в нем	5	31
4	не может	2	27
5	и не	9	26
6	и в	46	22
7	в себе	4	21
8	в котором	4	21
9	и его	12	17
10	в ее	1	17
11	а не	4	17
12	только в	11	16
13	в соотнесении	1	14
14	в этом	22	13
15	точки зрения	10	13
16	и это	2	12
17	но не	5	12
18	ни в	1	12
19	для него	3	12
20	все эти	5	11
21	как момент	1	11
22	в своей	1	11
23	не в	9	11
24	соотнесении с	1	11
25	во всех	11	10
26	в своем	5	10
27	это не	2	10
28	с точки	8	10
29	все это	6	10
30	из себя	1	10
31	и есть	2	9
32	в их	3	9
33	бытия и	1	9
34	но и	9	9
35	как бы	10	9
36	и для	9	9
37	и все	6	9
38	лишь в	2	8
39	было бы	2	8
40	мир в	4	8
41	если бы	1	8
42	не было	3	8
43	жизни и	8	8
44	то что	7	7
45	во всем	1	7
46	должен быть	1	7
47	на основе	3	7
48	в себя	2	7
49	и здесь	1	7
50	что и	3	7
51	себя в	1	7
52	конечно не	4	7
53	вовсе не	13	7
54	быть только	1	7
55	момент в	1	6
56	менее всего	1	6
57	отношение к	3	6
58	отнюдь не	4	6
59	мира в	3	6
60	он не	5	6
61	не значит	1	6
62	мир как	1	6
63	смысл и	1	6
64	в мире	4	6
65	этот момент	1	6
66	и только	2	6
67	и действительно	1	6
68	совершенно не	1	6
69	уже не	3	6
70	и их	4	6
71	но это	2	6
72	в смысле	5	6
73	в том	10	6
74	мы имеем	2	5
75	жизни как	2	5
76	но как	1	5
77	все же	6	5
78	но в	10	5
79	жизнь как	2	5
80	не только	11	5
81	то же	8	5
82	но все	1	5
83	его в	6	5
84	как и	8	5
85	должно быть	5	5
86	от его	1	5
87	но эта	2	5
88	не имеет	1	5
89	никогда не	6	5
90	для себя	1	5
91	с ним	4	5
92	со всем	1	5
93	именно в	2	5
94	бытия в	1	5
95	его как	1	5
96	там где	2	5
97	событие в	1	5
98	ее и	2	5
99	в основе	6	5
100	жизни в	4	5
101	не знает	2	5
102	ко всему	1	5
103	как его	2	4
104	и момент	1	4
105	в действительной	2	4
106	в чем	1	4
107	при этом	6	4
108	не как	1	4
109	здесь мы	3	4
110	место в	4	4
111	к ним	2	4
112	не по	1	4
113	чем не	2	4
114	и т.д	1	4
115	времени и	1	4
116	мира и	9	4
117	между тем	1	4
118	нисколько не	1	4
119	в одном	7	4
120	том что	4	4
121	а в	3	4
122	что в	5	4
123	самом деле	1	3
124	на самом	1	3
125	этого мира	2	3
126	должна быть	1	3
127	мы не	1	3
128	в ней	1	3
129	еще не	6	3
130	и на	7	3
131	тем как	1	3
132	но конечно	1	3
133	а следовательно	3	3
134	себе и	1	3
135	нет и	3	3
136	человека вообще	1	3
137	для которой	1	3
138	и этим	1	3
