N	4gram	Tiupa_Hudo_1	Psycholo
1	с этой точки зрения	1	4
2	заключается в том что	1	3
3	в том и состоит	2	2
4	в том что она	1	2
5	другим и выразить основу	1	1
6	только посредственно словами описывая	1	1
7	можно только посредственно словами	1	1
8	основу этого сцепления непосредственно	1	1
9	в той мере в	1	1
10	одного и того же	2	1
11	есть в конечном счете	1	1
12	посредственно словами описывая образы	1	1
13	думаю а чем-то другим	1	1
14	в том числе и	1	1
15	той мере в какой	1	1
16	так же точно и	1	1
17	одно и то же	3	1
18	описывая образы действия положения	1	1
19	в том или ином	1	1
20	не что иное как	1	1
21	составлено не мыслью я	1	1
22	выразить основу этого сцепления	1	1
23	сцепление составлено не мыслью	1	1
24	в том случае если	1	1
25	не мыслью я думаю	1	1
26	этого сцепления непосредственно словами	1	1
27	подход к изучению искусства	1	1
28	а чем-то другим и	1	1
29	в коем случае не	2	1
30	состоит в том что	4	1
31	мыслью я думаю а	1	1
32	же сцепление составлено не	1	1
33	нельзя а можно только	1	1
34	точно так же как	1	1
35	я думаю а чем-то	1	1
36	между субъективной и объективной	1	1
37	одном и том же	1	1
38	и выразить основу этого	1	1
39	чем-то другим и выразить	1	1
40	том и состоит чтобы	1	1
41	а можно только посредственно	1	1
42	том и состоит что	1	1
43	ни в коем случае	2	1
44	словами описывая образы действия	1	1
45	по себе а в	1	1
