N	2gram	Trubetskoy_1	Komedia
1	и в	23	22
2	и не	8	21
3	том что	19	13
4	таким образом	31	12
5	в том	30	12
6	так как	7	11
7	со стороны	1	11
8	потому что	9	10
9	в самом	8	9
10	до сих	8	9
11	вместе с	6	9
12	сих пор	8	9
13	в этом	12	8
14	его в	5	8
15	в глазах	2	8
16	в своем	10	8
17	к ней	1	8
18	о том	7	8
19	если бы	8	8
20	в его	5	8
21	что и	7	8
22	что он	7	8
23	то же	4	7
24	при этом	9	7
25	не по	1	7
26	в конце	4	7
27	только что	3	7
28	а в	3	7
29	в свою	2	7
30	того же	9	6
31	самом деле	12	6
32	еще не	5	6
33	так что	5	6
34	тому же	6	6
35	в то	6	6
36	и его	1	6
37	к тому	8	6
38	того чтобы	8	6
39	свою очередь	2	6
40	ясно что	8	6
41	и что	8	6
42	для того	8	6
43	может быть	16	6
44	к этому	5	6
45	что его	4	5
46	отношение к	4	5
47	но в	4	5
48	не только	7	5
49	он не	3	5
50	в своей	1	5
51	в которых	2	5
52	то это	1	5
53	не менее	7	5
54	же время	2	5
55	связи с	4	5
56	и сам	2	5
57	хотя и	4	5
58	с ним	6	5
59	к нему	2	5
60	что в	8	5
61	по отношению	9	5
62	из них	5	5
63	тем что	1	5
64	прежде всего	3	5
65	все это	11	5
66	на себя	1	4
67	в ней	3	4
68	с другой	6	4
69	нет и	1	4
70	отнюдь не	2	4
71	все же	13	4
72	то что	18	4
73	в себе	5	4
74	тому назад	1	4
75	лет тому	1	4
76	что она	1	4
77	но все	5	4
78	и с	5	4
79	с тем	2	4
80	несмотря на	6	4
81	точки зрения	13	4
82	не в	8	4
83	однако в	1	4
84	в отношении	1	4
85	самого начала	1	4
86	на него	2	4
87	у него	5	4
88	с самого	1	4
89	друг друга	2	4
90	так и	10	4
91	между собой	4	4
92	и поэтому	2	4
93	вовсе не	2	4
94	само собой	1	4
95	но и	9	4
96	до конца	1	4
97	ничем не	4	4
98	а не	1	4
99	в связи	3	4
100	и для	6	4
101	бы в	3	4
102	тем более	3	4
103	хотя бы	4	4
104	так же	8	4
105	говорить о	2	3
106	из того	4	3
107	столь же	5	3
108	с его	1	3
109	с этим	11	3
110	и к	5	3
111	тем же	2	3
112	в которой	5	3
113	в этой	6	3
114	на то	9	3
115	не могла	1	3
116	в нем	3	3
117	при виде	2	3
118	что ни	1	3
119	приводит к	1	3
120	от нее	2	3
121	то ни	3	3
122	было бы	3	3
123	по всему	1	3
124	в них	2	3
125	далеко не	5	3
126	как и	9	3
127	чем в	3	3
128	и еще	1	3
129	но если	2	3
130	на месте	2	3
131	с точки	8	3
132	тем не	4	3
133	их в	2	3
134	к ним	2	3
135	не имеет	1	3
136	никогда не	4	3
137	ничего не	1	3
138	же самое	1	3
139	судя по	1	3
140	возможно что	1	3
141	тех пор	2	3
142	с одной	3	3
143	со временем	2	3
144	в начале	2	3
145	у того	1	3
146	следует что	2	3
147	это обстоятельство	2	3
148	не так	4	3
149	всяком случае	2	3
150	мы можем	6	3
151	на долю	2	3
152	отношению к	9	3
153	в других	1	3
154	и даже	1	3
155	на которые	1	3
156	один из	1	3
157	в частности	2	3
158	на новую	1	3
159	не может	17	3
160	конечно не	3	3
161	по своему	5	3
162	одной стороны	2	3
163	в течение	4	3
164	как бы	10	3
165	с этой	3	3
166	в целом	5	3
167	еще больше	3	3
168	из себя	10	3
169	бы он	1	3
170	до тех	2	3
171	не знает	2	3
172	все что	9	3
173	во всяком	2	3
174	даже если	2	2
175	из его	1	2
176	мы не	1	2
177	в сущности	2	2
178	время как	1	2
179	представление о	3	2
180	не совсем	1	2
181	но при	1	2
182	меньше чем	2	2
183	и на	6	2
184	бы то	2	2
185	во всех	10	2
186	отличие от	3	2
187	что они	2	2
188	и я	1	2
189	как в	1	2
190	что касается	6	2
191	целый ряд	4	2
192	в результате	9	2
193	и хотя	1	2
194	не приходится	1	2
195	так или	5	2
196	бы не	1	2
197	то обстоятельство	1	2
198	только один	2	2
199	если он	2	2
200	ни было	2	2
201	и если	6	2
202	на его	1	2
203	после этого	1	2
204	о которой	2	2
205	состоит в	1	2
206	в силу	7	2
207	людей и	1	2
208	а затем	2	2
209	в мире	6	2
210	является конечно	1	2
211	из всех	5	2
212	а как	1	2
213	с другими	1	2
214	это не	3	2
215	этот человек	1	2
216	на основании	1	2
217	в развитии	1	2
218	остается в	1	2
219	которую он	2	2
220	и без	5	2
221	в котором	2	2
222	в их	4	2
223	того кто	1	2
224	что эта	4	2
225	сам он	1	2
226	тому что	2	2
227	она не	2	2
228	что с	5	2
229	что их	3	2
230	в основе	2	2
231	за то	1	2
232	больше чем	1	2
233	ему и	2	2
234	в области	4	2
235	одним из	4	2
236	и со	1	2
237	если же	3	2
238	и это	3	2
239	как мы	2	2
240	в виду	2	2
241	вывод что	1	2
242	здесь не	1	2
243	без всякого	1	2
244	за пределами	1	2
245	то время	2	2
246	роль в	1	2
247	действующим лицом	1	2
248	можно было	1	2
249	наряду с	1	2
250	от своей	2	2
251	именно потому	2	2
252	в другом	2	2
253	на вопрос	4	2
254	которой мы	2	2
255	между тем	12	2
256	совсем в	1	2
257	как из	1	2
258	же теперь	1	2
259	тот же	3	2
260	пор не	2	2
261	должен быть	1	2
262	назад в	1	2
263	по мнению	1	2
264	и ее	2	2
265	в качестве	1	2
266	уже в	1	2
267	если мы	4	2
268	за ним	1	2
269	мы знаем	10	2
270	себя от	1	2
271	от того	3	2
272	или иначе	5	2
273	себя и	2	2
274	что для	4	2
275	не было	2	2
276	а на	1	2
277	а сам	1	2
278	обстоятельство что	1	2
279	что мы	4	2
280	ближе к	3	2
281	он и	1	2
282	и особенно	2	2
283	из которых	4	2
284	к своему	1	2
285	не могут	4	2
286	сравнению с	5	2
287	по существу	6	2
288	этом случае	4	2
289	нет ничего	1	2
290	все остальные	1	2
291	является ли	3	2
292	ли в	1	2
293	и все	7	2
294	с уже	2	2
295	конце концов	4	2
296	иначе обстоит	1	2
297	обстоит дело	1	2
298	из этой	2	2
299	даже при	1	2
300	не будет	5	2
301	между ними	2	2
302	другой стороны	5	2
303	совершенно не	3	2
304	из этого	6	2
305	по сравнению	5	2
306	в своих	2	2
307	в таком	4	2
308	и наиболее	1	1
309	я и	1	1
310	в силе	1	1
311	например в	1	1
312	он считает	2	1
313	по адресу	1	1
314	предшественников для	1	1
315	а из	1	1
316	к удовлетворению	1	1
317	в первом	1	1
318	которую они	1	1
319	и до	3	1
320	вопросов на	2	1
321	в зависимости	1	1
322	и должен	1	1
323	всех указанных	1	1
324	если я	1	1
325	с более	3	1
326	зрения между	1	1
327	вопрос о	3	1
328	спасения от	1	1
329	этом не	1	1
330	а для	2	1
331	взгляды на	1	1
332	я не	2	1
333	пор на	1	1
334	зависимости от	1	1
335	из свободного	1	1
336	и говорить	3	1
337	стороны его	1	1
338	он сам	1	1
339	при сравнении	1	1
340	все эти	19	1
341	говоря уже	1	1
342	не пришло	1	1
343	только после	1	1
344	тем как	1	1
345	не без	2	1
346	и главное	1	1
347	малейшего намека	1	1
348	но не	2	1
349	но как	2	1
350	заметим что	2	1
351	к которой	3	1
352	в сторону	2	1
353	с возмущением	1	1
354	если в	1	1
355	очевидно что	3	1
356	можем не	1	1
357	себе и	1	1
358	это? неужели	1	1
359	друг от	6	1
360	друга и	1	1
361	настаивают на	1	1
362	можно отнести	1	1
363	к сожалению	1	1
364	вопросы является	1	1
365	которые не	3	1
366	к точке	1	1
367	в истории	3	1
368	тем больше	1	1
369	если она	1	1
370	независимо от	2	1
371	общего с	2	1
372	как к	5	1
373	бы при	1	1
374	и заставить	1	1
375	перед нами	1	1
376	на земле	3	1
377	и как	1	1
378	что по	3	1
379	и наконец	3	1
380	себе на	1	1
381	внимание что	1	1
382	более или	7	1
383	от этого	1	1
384	в этот	1	1
385	отказывается от	1	1
386	чем больше	4	1
387	в нашем	3	1
388	из этих	8	1
389	еще один	1	1
390	и те	2	1
391	больше всего	1	1
392	после которого	1	1
393	образом для	1	1
394	по крайней	1	1
395	нее и	1	1
396	не являются	1	1
397	к одному	1	1
398	не к	1	1
399	том чтобы	2	1
400	ее из	1	1
401	мало того	4	1
402	прошлого века	1	1
403	или вовсе	2	1
404	принадлежат к	1	1
405	и аргументы	1	1
406	на этом	2	1
407	его можно	1	1
408	эта же	1	1
409	с такими	1	1
410	в каждом	1	1
411	по происхождению	2	1
412	что все	5	1
413	же не	3	1
414	поскольку все	1	1
415	конечно в	2	1
416	той же	1	1
417	это было	1	1
418	который и	1	1
419	а позднее	1	1
420	чтобы узнать	1	1
421	и тем	1	1
422	чаще всего	1	1
423	т наз	1	1
424	же образом	2	1
425	от которого	1	1
426	нет в	2	1
427	этого не	1	1
428	со своими	2	1
429	тот в	1	1
430	как должен	1	1
431	сам не	1	1
432	друга в	1	1
433	а потом	1	1
434	можно считать	1	1
435	такой же	2	1
436	ибо при	1	1
437	одно из	3	1
438	я этого	1	1
439	той ступени	1	1
440	таким же	3	1
441	все социальное	1	1
442	как все	1	1
443	это делает	1	1
444	бы к	1	1
445	каким был	1	1
446	не от	1	1
447	знаем что	8	1
448	что я	1	1
449	признать что	3	1
450	этого потому	1	1
451	для всякого	1	1
452	точку зрения	2	1
453	образом и	2	1
454	друг другу	1	1
455	для восстановления	1	1
456	том и	2	1
457	том же	4	1
458	намека на	1	1
459	этой работы	1	1
460	так называемого	5	1
461	приходится считать	1	1
462	им то	1	1
463	время из	1	1
464	ее не	1	1
465	без того	4	1
466	с которой	1	1
467	того как	1	1
468	и притом	1	1
469	на себе	2	1
470	положение между	1	1
471	к этим	1	1
472	особый характер	1	1
473	на котором	1	1
474	вся его	2	1
475	и весь	1	1
476	в оправдание	1	1
477	и по	3	1
478	таким путем	1	1
479	по своей	7	1
480	во всем	3	1
481	со своим	1	1
482	в сознании	6	1
483	одному и	1	1
484	были те	1	1
485	что на	1	1
486	они так	1	1
487	ли это	1	1
488	с другом	9	1
489	похожи на	1	1
490	уже о	1	1
491	все то	2	1
492	выход из	1	1
493	могут быть	1	1
494	более на	2	1
495	своем уме	1	1
496	числе и	1	1
497	всего в	1	1
498	тот путь	1	1
499	что при	6	1
500	здесь мы	1	1
501	о них	2	1
502	правда не	1	1
503	приходит к	1	1
504	классов в	1	1
505	от друга	6	1
506	были у	1	1
507	и от	5	1
508	быть вполне	2	1
509	в себя	2	1
510	и может	3	1
511	и чаще	1	1
512	как с	1	1
513	что у	2	1
514	очень быстро	1	1
515	те же	2	1
516	к его	1	1
517	всех кто	1	1
518	к первому	1	1
519	жизнь и	3	1
520	не лучше	1	1
521	строго говоря	1	1
522	сделал не	1	1
523	для этого	7	1
524	из одного	2	1
525	в настоящее	2	1
526	не имеющей	1	1
527	входящих в	2	1
528	стремление к	1	1
529	должна бы	1	1
530	новые вопросы	1	1
531	и начало	1	1
532	сводится к	2	1
533	считать этого	1	1
534	два момента	1	1
535	то они	3	1
536	которой по	1	1
537	и ничем	1	1
538	в раннем	1	1
539	и та	1	1
540	язык и	1	1
541	настоящее время	2	1
542	никак не	1	1
543	в риме	1	1
544	все их	1	1
545	все его	2	1
546	в пользу	5	1
547	может не	3	1
548	наконец как	1	1
549	то в	2	1
550	являются в	1	1
551	от них	1	1
552	этому требованию	1	1
553	этому поводу	1	1
554	во втором	2	1
555	этом и	1	1
556	ее на	1	1
557	крайней мере	1	1
558	не надо	1	1
559	и подобных	1	1
560	них обоих	1	1
561	я во	1	1
562	в ту	2	1
563	в лучшем	1	1
564	для самого	2	1
565	не требует	1	1
566	войдя в	2	1
567	раннем детстве	2	1
568	но так	2	1
569	на которой	1	1
570	образом как	2	1
571	себя с	1	1
572	мы видим	1	1
573	менее в	1	1
574	всю свою	1	1
575	причем эта	1	1
576	только в	6	1
577	по этому	2	1
578	а после	1	1
579	чтобы их	1	1
580	в эти	3	1
581	и у	4	1
582	только на	1	1
583	в нашей	1	1
584	целого ряда	1	1
585	этому вопросу	1	1
586	в ином	1	1
587	и других	2	1
588	к своим	1	1
589	объясняется это	1	1
590	к каким	1	1
591	гораздо ближе	1	1
592	и их	5	1
593	на одном	2	1
594	в прошлом	1	1
595	может служить	3	1
596	не случайно	1	1
597	идет в	1	1
598	истинную сущность	1	1
599	без внимания	1	1
600	в семью	1	1
601	что слова	1	1
602	следует признать	1	1
603	но вместе	1	1
604	с общим	2	1
605	из двух	2	1
606	не были	1	1
607	ней и	1	1
608	о своей	1	1
609	как сам	1	1
610	них в	2	1
611	а именно	1	1
612	эти две	1	1
613	всякого другого	1	1
614	и между	1	1
615	а с	4	1
616	считает себя	2	1
617	на которых	1	1
618	в руках	1	1
619	конечно на	1	1
620	а так	1	1
621	наконец не	1	1
622	на время	1	1
623	так называемых	1	1
624	именно поэтому	1	1
625	мы находим	1	1
626	эти слова	1	1
627	эта идея	1	1
628	ко всем	3	1
629	и потому	3	1
630	от заблуждения	1	1
631	как за	1	1
632	надо было	1	1
633	о возможности	1	1
634	предположим что	1	1
635	к жизни	1	1
636	течение которого	1	1
