N	3gram	Vinokur_St_2	Komedia
1	в том что	16	9
2	и т п	3	5
3	в то время	1	5
4	с другой стороны	3	5
5	к тому же	2	5
6	том что он	5	4
7	в конце концов	1	4
8	в одном из	3	4
9	то же время	1	4
10	в то же	1	4
11	и т д	6	4
12	по отношению к	1	3
13	в этом отношении	9	3
14	после того как	4	3
15	речь идет о	3	3
16	о том что	11	3
17	в политическом отношении	2	3
18	не говоря уже	1	2
19	во второй половине	1	2
20	говоря уже о	1	2
21	в первую очередь	1	2
22	до сих пор	5	2
23	т е в	1	2
24	то ни было	2	2
25	бы то ни	2	2
26	во всяком случае	3	2
27	на то что	2	2
28	можно судить по	1	2
29	таким образом в	1	2
30	в г и	1	1
31	том что в	2	1
32	он был очень	1	1
33	лет спустя после	1	1
34	о том каким	1	1
35	что же касается	1	1
36	е в том	1	1
37	на себя внимание	2	1
38	только что в	2	1
39	более или менее	2	1
40	в том числе	1	1
41	трагедии так и	1	1
42	в ответ на	1	1
43	а между тем	1	1
44	в том же	2	1
45	да и в	1	1
46	в зависимости от	1	1
47	вместе с тем	5	1
48	в обоих случаях	1	1
49	сам по себе	1	1
50	и его друзья	2	1
51	и в тех	1	1
52	с тех пор	1	1
53	в которой между	2	1
54	в значительной степени	2	1
55	малейшего намека на	1	1
56	в это время	2	1
57	так же как	3	1
58	в данном случае	1	1
59	обращает на себя	3	1
60	к сожалению не	1	1
61	в высшей степени	1	1
62	в той же	1	1
63	в чем же	1	1
64	в отличие от	2	1
65	так или иначе	1	1
66	вопрос о чем	1	1
67	трагедии в качестве	1	1
68	как раз против	1	1
69	поэтому и в	1	1
70	но это еще	1	1
71	и в том	1	1
72	потому что они	1	1
73	до нас не	1	1
74	еще в г	1	1
75	не мог не	1	1
76	в первые десятилетия	1	1
77	что он не	4	1
78	и тому же	1	1
79	из наиболее ярких	1	1
80	середины х годов	1	1
81	т п иной	1	1
82	но он не	1	1
83	новых идей и	1	1
84	что у него	1	1
85	с самого начала	3	1
86	т п в	1	1
87	ни в одном	2	1
88	идет о том	1	1
89	не представляется возможным	2	1
90	него самого и	1	1
91	к тому что	5	1
92	который в своем	1	1
93	был одним из	1	1
94	в отношении к	1	1
95	тем не менее	2	1
96	в которой на	1	1
97	как мы видели	1	1
98	это предположение и	1	1
99	в предисловии к	2	1
100	для того чтобы	5	1
101	и все это	1	1
102	из того же	1	1
103	в трагедии в	1	1
104	одному и тому	1	1
105	которой между прочим	2	1
106	ни малейшего намека	1	1
