N	4gram	Vinokur_Ku_2	Psycholo
1	заключается в том что	1	7
2	в том случае если	2	4
3	одной и той же	1	4
4	и в самом деле	2	4
5	только в том случае	1	4
6	в то время как	1	2
7	точно так же как	2	2
8	в то же время	3	2
9	все более и более	1	2
10	совершенно ясно что в	1	1
11	преувеличения можно сказать что	1	1
12	и т п в	2	1
13	сами же по себе	1	1
14	прежде всего тем что	1	1
15	не что иное как	1	1
16	бы то ни было	1	1
17	с этой точки зрения	2	1
18	и т п не	1	1
19	и в том что	1	1
20	ответ на этот вопрос	1	1
21	в связи с этим	1	1
22	и тем не менее	4	1
23	с другой стороны к	1	1
24	до тех пор пока	1	1
25	есть вместе с тем	2	1
26	в зависимости от того	1	1
27	в узком смысле слова	1	1
28	приводит к тому что	1	1
29	есть не что иное	1	1
30	нужны для того чтобы	1	1
