N	3gram	Voloshinov_1	KulturaY
1	для того чтобы	7	15
2	в том что	1	15
3	с точки зрения	5	9
4	в самом деле	1	7
5	только потому что	2	6
6	с другой стороны	1	6
7	о том что	2	5
8	в зависимости от	5	5
9	в этом отношении	2	5
10	по крайней мере	1	5
11	до сих пор	1	4
12	хотя бы в	1	4
13	тем не менее	1	4
14	более или менее	1	3
15	того или иного	5	3
16	можно было бы	1	3
17	вместе с тем	2	3
18	в связи с	2	3
19	в свою очередь	4	3
20	не может быть	2	3
21	и того же	1	2
22	у нас есть	1	2
23	чуть ли не	2	2
24	на самом деле	3	2
25	в том и	1	2
26	в этом случае	3	2
27	социального общения и	3	2
28	по большей части	1	2
29	в тех случаях	2	2
30	то же время	7	2
31	хотя бы и	1	2
32	но все же	2	2
33	одного и того	1	2
34	тех случаях когда	2	2
35	в то же	9	2
36	к тому что	2	2
37	мы увидим что	2	2
38	должны были бы	2	1
39	что было в	2	1
40	искать ответа на	1	1
41	только в этих	1	1
42	говоря уже об	1	1
43	что иное как	2	1
44	эти слова и	1	1
45	на следующем примере	1	1
46	органов речи и	1	1
47	как только мы	1	1
48	прежде всего на	1	1
49	иметь в виду	1	1
50	при всем желании	1	1
51	не говоря уже	1	1
52	и в особенности	1	1
53	в самом широком	1	1
54	свое выражение в	1	1
55	как раз и	1	1
56	себе в этом	1	1
57	и в то	2	1
58	у нас на	1	1
59	вследствие того что	1	1
60	в себе и	1	1
61	дело с языком	1	1
62	в собственном смысле	1	1
63	на этот вопрос	1	1
64	ни в какой	1	1
65	поэтому было бы	1	1
66	отнюдь не является	1	1
67	одно и то	3	1
68	он говорит человеку	1	1
69	все же и	1	1
70	не только в	3	1
71	приходится иметь дело	2	1
72	в таких словах	1	1
73	все это как	1	1
74	тех или иных	3	1
75	и то же	3	1
76	с помощью которого	1	1
77	том что язык	1	1
78	та или иная	1	1
79	собственном смысле слова	1	1
80	хотя бы на	1	1
81	что такое язык?	1	1
82	к мысли что	1	1
83	само по себе	1	1
84	то же слово	2	1
85	до наших дней	1	1
86	здесь как бы	1	1
87	и все же	1	1
88	это еще не	1	1
89	иметь дело не	1	1
90	мы наблюдаем в	1	1
91	дело не с	1	1
92	и тем самым	3	1
93	речи и как	1	1
94	область в которой	1	1
95	той или иной	3	1
96	мы имеем в	1	1
97	смысле этого слова	2	1
98	степени зависит от	1	1
99	в большинстве случаев	1	1
100	мы приходим к	1	1
101	эту точку зрения	1	1
102	с течением времени	1	1
103	в силу которого	1	1
104	не что иное	2	1
105	самом широком смысле	1	1
106	все то что	2	1
107	совсем другое дело	1	1
108	именно так и	1	1
109	только тогда когда	1	1
110	является как бы	1	1
111	для этого необходимо	1	1
112	как это например	2	1
113	тот или иной	1	1
