N	3gram	Voloshinov_1	Morfolog
1	в этом случае	3	9
2	в связи с	7	8
3	не может быть	13	8
4	подобно тому как	1	5
5	связи с этим	3	5
6	по отношению к	2	4
7	с точки зрения	20	4
8	с другой стороны	5	4
9	тем не менее	2	4
10	как мы увидим	1	3
11	в первом случае	3	3
12	не могут быть	2	3
13	и пр и	2	3
14	независимо от того	1	3
15	на самом деле	1	3
16	но все же	3	3
17	же может быть	1	2
18	оно может быть	1	2
19	более или менее	1	2
20	в настоящее время	6	2
21	может быть и	3	2
22	с одной стороны	1	2
23	это не значит	1	2
24	в большинстве случаев	3	2
25	друг за другом	1	2
26	для того чтобы	3	2
27	в том что	3	2
28	но кроме того	1	1
29	к этому же	1	1
30	то с другой	1	1
31	этот вопрос мы	3	1
32	между прочим и	1	1
33	он не дает	1	1
34	может совершаться в	1	1
35	том что он	1	1
36	что же касается	1	1
37	в частности как	1	1
38	следует сказать что	1	1
39	до сих пор	8	1
40	сих пор не	1	1
41	в таком случае	2	1
42	мы переходим к	1	1
43	бы то ни	8	1
44	в какой степени	2	1
45	можно было бы	2	1
46	но если мы	1	1
47	в этой главе	1	1
48	вопрос в какой	1	1
49	в применении к	1	1
50	на этот вопрос	3	1
51	и этот момент	2	1
52	может быть дано	1	1
53	во втором случае	1	1
54	все более и	1	1
55	не дает себя	1	1
56	во всяком случае	2	1
57	они превращаются в	1	1
58	целый ряд вопросов	1	1
59	вместо того чтобы	1	1
60	она могла бы	1	1
61	то же время	3	1
62	с самого начала	4	1
63	это значит что	1	1
64	той или иной	1	1
65	можно сказать что	3	1
66	или во всяком	1	1
67	от того как	1	1
68	в другом случае	1	1
69	в то же	3	1
70	другой стороны оно	1	1
71	более и более	1	1
72	к тому что	1	1
73	как же может	1	1
74	друг с другом	1	1
75	во многих отношениях	1	1
76	во всех случаях	1	1
